Tarih,TP_ODANA6_Q08
2014-10-01,234.0
2014-11-01,227.0
2014-12-01,458.0
2015-01-01,204.0
2015-02-01,227.0
2015-03-01,330.0
2015-04-01,204.0
2015-05-01,220.0
2015-06-01,309.0
2015-07-01,330.0
2015-08-01,214.0
2015-09-01,229.0
2015-10-01,214.0
2015-11-01,215.0
2015-12-01,322.0
2016-01-01,218.0
2016-02-01,198.0
2016-03-01,428.0
2016-04-01,230.0
2016-05-01,591.0
2016-06-01,388.0
2016-07-01,238.0
2016-08-01,245.0
2016-09-01,302.0
2016-10-01,249.0
2016-11-01,308.0
2016-12-01,408.0
2017-01-01,312.0
2017-02-01,249.0
2017-03-01,309.0
2017-04-01,276.0
2017-05-01,306.0
2017-06-01,453.0
2017-07-01,276.0
2017-08-01,268.0
2017-09-01,333.0
2017-10-01,280.0
2017-11-01,294.0
2017-12-01,458.0
2018-01-01,357.0
2018-02-01,407.0
2018-03-01,361.0
2018-04-01,270.0
2018-05-01,447.0
2018-06-01,415.0
2018-07-01,314.0
2018-08-01,394.0
2018-09-01,500.0
2018-10-01,336.0
2018-11-01,458.0
2018-12-01,576.0
2019-01-01,295.0
2019-02-01,464.0
2019-03-01,364.0
2019-04-01,290.0
2019-05-01,468.0
2019-06-01,450.0
2019-07-01,313.0
2019-08-01,265.0
2019-09-01,373.0
2019-10-01,361.0
2019-11-01,362.0
2019-12-01,749.0
2020-01-01,392.0
2020-02-01,409.0
2020-03-01,286.0
2020-04-01,220.0
2020-05-01,304.0
2020-06-01,354.0
2020-07-01,214.0
2020-08-01,338.0
2020-09-01,565.0
2020-10-01,215.0
2020-11-01,282.0
2020-12-01,529.0
2021-01-01,475.0
2021-02-01,234.0
2021-03-01,641.0
2021-04-01,310.0
2021-05-01,418.0
2021-06-01,297.0
2021-07-01,262.0
2021-08-01,270.0
2021-09-01,378.0
2021-10-01,202.0
2021-11-01,347.0
2021-12-01,679.0
2022-01-01,329.0
2022-02-01,353.0
2022-03-01,513.0
2022-04-01,278.0
2022-05-01,437.0
2022-06-01,319.0
2022-07-01,235.0
2022-08-01,369.0
2022-09-01,280.0
2022-10-01,426.0
2022-11-01,1125.0
2022-12-01,936.0
2023-01-01,353.0
2023-02-01,498.0
2023-03-01,518.0
2023-04-01,377.0
2023-05-01,802.0
2023-06-01,683.0
2023-07-01,485.0
2023-08-01,515.0
2023-09-01,770.0
2023-10-01,517.0
2023-11-01,850.0
2023-12-01,1646.0
2024-01-01,502.0
2024-02-01,837.0
2024-03-01,848.0
2024-04-01,618.0
2024-05-01,773.0
2024-06-01,975.0
2024-07-01,686.0
2024-08-01,717.0
2024-09-01,858.0
2024-10-01,778.0
2024-11-01,858.0
2024-12-01,1092.0
2025-01-01,1092.0
2025-02-01,681.0
2025-03-01,867.0
2025-04-01,950.0
2025-05-01,978.0
2025-06-01,1092.0
2025-07-01,791.0
2025-08-01,768.0
