Tarih,TP_ODANA6_Q14
2018-07-01,301.0
2018-08-01,238.0
2018-09-01,249.0
2018-10-01,359.0
2018-11-01,125.0
2018-12-01,370.0
2019-01-01,162.0
2019-02-01,161.0
2019-03-01,173.0
2019-04-01,-34.0
2019-05-01,636.0
2019-06-01,395.0
2019-07-01,255.0
2019-08-01,146.0
2019-09-01,183.0
2019-10-01,323.0
2019-11-01,250.0
2019-12-01,361.0
2020-01-01,162.0
2020-02-01,206.0
2020-03-01,193.0
2020-04-01,15.0
2020-05-01,143.0
2020-06-01,226.0
2020-07-01,510.0
2020-08-01,162.0
2020-09-01,404.0
2020-10-01,346.0
2020-11-01,381.0
2020-12-01,503.0
2021-01-01,296.0
2021-02-01,265.0
2021-03-01,220.0
2021-04-01,541.0
2021-05-01,315.0
2021-06-01,222.0
2021-07-01,390.0
2021-08-01,1544.0
2021-09-01,436.0
2021-10-01,560.0
2021-11-01,540.0
2021-12-01,1121.0
2022-01-01,334.0
2022-02-01,451.0
2022-03-01,444.0
2022-04-01,311.0
2022-05-01,224.0
2022-06-01,752.0
2022-07-01,399.0
2022-08-01,315.0
2022-09-01,477.0
2022-10-01,275.0
2022-11-01,412.0
2022-12-01,540.0
2023-01-01,593.0
2023-02-01,328.0
2023-03-01,505.0
2023-04-01,439.0
2023-05-01,524.0
2023-06-01,300.0
2023-07-01,435.0
2023-08-01,536.0
2023-09-01,694.0
2023-10-01,550.0
2023-11-01,338.0
2023-12-01,721.0
2024-01-01,249.0
2024-02-01,382.0
2024-03-01,563.0
2024-04-01,422.0
2024-05-01,713.0
2024-06-01,395.0
2024-07-01,506.0
2024-08-01,559.0
2024-09-01,444.0
2024-10-01,984.0
2024-11-01,560.0
2024-12-01,835.0
2025-01-01,910.0
2025-02-01,551.0
2025-03-01,688.0
2025-04-01,676.0
2025-05-01,675.0
2025-06-01,950.0
2025-07-01,1015.0
2025-08-01,782.0
