Tarih,TP_SGEGI_K4
2014-05-01,810.0
2014-06-01,825.0
2014-07-01,933.0
2014-08-01,940.0
2014-09-01,947.0
2014-10-01,861.0
2014-11-01,882.0
2014-12-01,884.0
2015-01-01,854.0
2015-02-01,843.0
2015-03-01,820.0
2015-04-01,691.0
2015-05-01,702.0
2015-06-01,706.0
2015-07-01,851.0
2015-08-01,864.0
2015-09-01,858.0
2015-10-01,767.0
2015-11-01,755.0
2015-12-01,770.0
2016-01-01,798.0
2016-02-01,753.0
2016-03-01,703.0
2016-04-01,652.0
2016-05-01,662.0
2016-06-01,658.0
2016-07-01,849.0
2016-08-01,850.0
2016-09-01,851.0
2016-10-01,707.0
2016-11-01,718.0
2016-12-01,724.0
2017-01-01,690.0
2017-02-01,664.0
2017-03-01,624.0
2017-04-01,581.0
2017-05-01,601.0
2017-06-01,608.0
2017-07-01,822.0
2017-08-01,816.0
2017-09-01,811.0
2017-10-01,747.0
2017-11-01,718.0
2017-12-01,709.0
2018-01-01,690.0
2018-02-01,673.0
2018-03-01,662.0
2018-04-01,636.0
2018-05-01,643.0
2018-06-01,647.0
2018-07-01,770.0
2018-08-01,764.0
2018-09-01,767.0
2018-10-01,672.0
2018-11-01,663.0
2018-12-01,648.0
2019-01-01,677.0
2019-02-01,661.0
2019-03-01,640.0
2019-04-01,646.0
2019-05-01,660.0
2019-06-01,671.0
2019-07-01,819.0
2019-08-01,814.0
2019-09-01,818.0
2019-10-01,796.0
2019-11-01,745.0
2019-12-01,716.0
2020-01-01,808.0
2020-02-01,813.0
2020-03-01,834.0
2020-04-01,
2020-05-01,
2020-06-01,
2020-07-01,859.0
2020-08-01,903.0
2020-09-01,900.0
2020-10-01,858.0
2020-11-01,828.0
2020-12-01,825.0
2021-01-01,1047.0
2021-02-01,1034.0
2021-03-01,1051.0
2021-04-01,847.0
2021-05-01,848.0
2021-06-01,843.0
2021-07-01,1028.0
2021-08-01,1028.0
2021-09-01,1025.0
2021-10-01,906.0
2021-11-01,867.0
2021-12-01,847.0
2022-01-01,924.0
2022-02-01,918.0
2022-03-01,946.0
2022-04-01,822.0
2022-05-01,829.0
2022-06-01,844.0
2022-07-01,919.0
2022-08-01,911.0
2022-09-01,909.0
2022-10-01,891.0
2022-11-01,894.0
2022-12-01,899.0
2023-01-01,937.0
2023-02-01,955.0
2023-03-01,887.0
2023-04-01,853.0
2023-05-01,853.0
2023-06-01,860.0
2023-07-01,888.0
2023-08-01,886.0
2023-09-01,886.0
2023-10-01,854.0
2023-11-01,846.0
2023-12-01,857.0
2024-01-01,910.0
2024-02-01,912.0
2024-03-01,889.0
2024-04-01,862.0
2024-05-01,873.0
2024-06-01,854.0
2024-07-01,933.0
2024-08-01,933.0
2024-09-01,917.0
2024-10-01,922.0
2024-11-01,917.0
2024-12-01,902.0
2025-01-01,969.0
2025-02-01,969.0
2025-03-01,953.0
2025-04-01,924.0
2025-05-01,910.0
2025-06-01,909.0
