Tarih,TP_SGEGI_K13
2014-05-01,630.0
2014-06-01,631.0
2014-07-01,584.0
2014-08-01,570.0
2014-09-01,591.0
2014-10-01,770.0
2014-11-01,724.0
2014-12-01,735.0
2015-01-01,635.0
2015-02-01,656.0
2015-03-01,647.0
2015-04-01,627.0
2015-05-01,631.0
2015-06-01,629.0
2015-07-01,650.0
2015-08-01,628.0
2015-09-01,673.0
2015-10-01,809.0
2015-11-01,789.0
2015-12-01,873.0
2016-01-01,841.0
2016-02-01,829.0
2016-03-01,800.0
2016-04-01,690.0
2016-05-01,680.0
2016-06-01,678.0
2016-07-01,540.0
2016-08-01,550.0
2016-09-01,566.0
2016-10-01,475.0
2016-11-01,473.0
2016-12-01,485.0
2017-01-01,445.0
2017-02-01,450.0
2017-03-01,443.0
2017-04-01,603.0
2017-05-01,607.0
2017-06-01,582.0
2017-07-01,632.0
2017-08-01,629.0
2017-09-01,679.0
2017-10-01,603.0
2017-11-01,606.0
2017-12-01,611.0
2018-01-01,516.0
2018-02-01,517.0
2018-03-01,530.0
2018-04-01,778.0
2018-05-01,760.0
2018-06-01,743.0
2018-07-01,629.0
2018-08-01,627.0
2018-09-01,671.0
2018-10-01,537.0
2018-11-01,528.0
2018-12-01,545.0
2019-01-01,498.0
2019-02-01,491.0
2019-03-01,507.0
2019-04-01,405.0
2019-05-01,401.0
2019-06-01,402.0
2019-07-01,455.0
2019-08-01,473.0
2019-09-01,484.0
2019-10-01,434.0
2019-11-01,437.0
2019-12-01,435.0
2020-01-01,425.0
2020-02-01,437.0
2020-03-01,467.0
2020-04-01,
2020-05-01,
2020-06-01,
2020-07-01,613.0
2020-08-01,631.0
2020-09-01,536.0
2020-10-01,574.0
2020-11-01,559.0
2020-12-01,573.0
2021-01-01,685.0
2021-02-01,689.0
2021-03-01,711.0
2021-04-01,693.0
2021-05-01,722.0
2021-06-01,756.0
2021-07-01,832.0
2021-08-01,848.0
2021-09-01,847.0
2021-10-01,635.0
2021-11-01,620.0
2021-12-01,632.0
2022-01-01,737.0
2022-02-01,671.0
2022-03-01,566.0
2022-04-01,882.0
2022-05-01,801.0
2022-06-01,597.0
2022-07-01,672.0
2022-08-01,656.0
2022-09-01,688.0
2022-10-01,656.0
2022-11-01,643.0
2022-12-01,607.0
2023-01-01,828.0
2023-02-01,673.0
2023-03-01,690.0
2023-04-01,696.0
2023-05-01,616.0
2023-06-01,659.0
2023-07-01,837.0
2023-08-01,730.0
2023-09-01,743.0
2023-10-01,709.0
2023-11-01,703.0
2023-12-01,712.0
2024-01-01,731.0
2024-02-01,609.0
2024-03-01,712.0
2024-04-01,644.0
2024-05-01,631.0
2024-06-01,606.0
2024-07-01,542.0
2024-08-01,543.0
2024-09-01,575.0
2024-10-01,722.0
2024-11-01,771.0
2024-12-01,765.0
2025-01-01,895.0
2025-02-01,906.0
2025-03-01,866.0
2025-04-01,898.0
2025-05-01,864.0
2025-06-01,892.0
