Tarih,TP_KISAVADEBORC_14
2013-10-01,118638.0
2013-11-01,122051.0
2013-12-01,121248.0
2014-01-01,117248.0
2014-02-01,118755.0
2014-03-01,114884.0
2014-04-01,121137.0
2014-05-01,125106.0
2014-06-01,120937.0
2014-07-01,123361.0
2014-08-01,123402.0
2014-09-01,120892.0
2014-10-01,125687.0
2014-11-01,129686.0
2014-12-01,121769.0
2015-01-01,126534.0
2015-02-01,123588.0
2015-03-01,116013.0
2015-04-01,119422.0
2015-05-01,115951.0
2015-06-01,113577.0
2015-07-01,116188.0
2015-08-01,113619.0
2015-09-01,103569.0
2015-10-01,105699.0
2015-11-01,102247.0
2015-12-01,87386.0
2016-01-01,90183.0
2016-02-01,89090.0
2016-03-01,86255.0
2016-04-01,91656.0
2016-05-01,92219.0
2016-06-01,88272.0
2016-07-01,90322.0
2016-08-01,89125.0
2016-09-01,81410.0
2016-10-01,83424.0
2016-11-01,79749.0
2016-12-01,72758.0
2017-01-01,76329.0
2017-02-01,77096.0
2017-03-01,77253.0
2017-04-01,77031.0
2017-05-01,78797.0
2017-06-01,82430.0
2017-07-01,83086.0
2017-08-01,83732.0
2017-09-01,84958.0
2017-10-01,87117.0
2017-11-01,87323.0
2017-12-01,88382.0
2018-01-01,88203.0
2018-02-01,87162.0
2018-03-01,85786.0
2018-04-01,87858.0
2018-05-01,87610.0
2018-06-01,83843.0
2018-07-01,80282.0
2018-08-01,73642.0
2018-09-01,74701.0
2018-10-01,67645.0
2018-11-01,66975.0
2018-12-01,65980.0
2019-01-01,71778.0
2019-02-01,63570.0
2019-03-01,63759.0
2019-04-01,69307.0
2019-05-01,65440.0
2019-06-01,66158.0
2019-07-01,68822.0
2019-08-01,65511.0
2019-09-01,65158.0
2019-10-01,65016.0
2019-11-01,65522.0
2019-12-01,63636.0
2020-01-01,61026.0
2020-02-01,62240.0
2020-03-01,59318.0
2020-04-01,57000.0
2020-05-01,54990.0
2020-06-01,54489.0
2020-07-01,55511.0
2020-08-01,59236.0
2020-09-01,62907.0
2020-10-01,62475.0
2020-11-01,65650.0
2020-12-01,68331.0
2021-01-01,67495.0
2021-02-01,67711.0
2021-03-01,67037.0
2021-04-01,69633.0
2021-05-01,70780.0
2021-06-01,71456.0
2021-07-01,72499.0
2021-08-01,73939.0
2021-09-01,72513.0
2021-10-01,72430.0
2021-11-01,72550.0
2021-12-01,72920.0
2022-01-01,73818.0
2022-02-01,74765.0
2022-03-01,76369.0
2022-04-01,78969.0
2022-05-01,80881.0
2022-06-01,81309.0
2022-07-01,81026.0
2022-08-01,82043.0
2022-09-01,82230.0
2022-10-01,84199.0
2022-11-01,86761.0
2022-12-01,89192.0
2023-01-01,91182.0
2023-02-01,90988.0
2023-03-01,90621.0
2023-04-01,91217.0
2023-05-01,91455.0
2023-06-01,90421.0
2023-07-01,91454.0
2023-08-01,93253.0
2023-09-01,93352.0
2023-10-01,94885.0
2023-11-01,95266.0
2023-12-01,96456.0
2024-01-01,93875.0
2024-02-01,90752.0
2024-03-01,90446.0
2024-04-01,93171.0
2024-05-01,96336.0
2024-06-01,95570.0
2024-07-01,98029.0
2024-08-01,96819.0
2024-09-01,97537.0
2024-10-01,99227.0
2024-11-01,100105.0
2024-12-01,101822.0
2025-01-01,103605.0
2025-02-01,101093.0
2025-03-01,100501.0
2025-04-01,100194.0
2025-05-01,104178.0
2025-06-01,102720.0
2025-07-01,106054.0
2025-08-01,104103.0
