Tarih,TP_KISAVADEBORC_13
2013-10-01,900.0
2013-11-01,860.0
2013-12-01,833.0
2014-01-01,800.0
2014-02-01,785.0
2014-03-01,762.0
2014-04-01,742.0
2014-05-01,697.0
2014-06-01,661.0
2014-07-01,608.0
2014-08-01,500.0
2014-09-01,417.0
2014-10-01,384.0
2014-11-01,362.0
2014-12-01,342.0
2015-01-01,314.0
2015-02-01,310.0
2015-03-01,290.0
2015-04-01,288.0
2015-05-01,276.0
2015-06-01,270.0
2015-07-01,248.0
2015-08-01,227.0
2015-09-01,208.0
2015-10-01,192.0
2015-11-01,176.0
2015-12-01,176.0
2016-01-01,173.0
2016-02-01,171.0
2016-03-01,173.0
2016-04-01,170.0
2016-05-01,162.0
2016-06-01,157.0
2016-07-01,150.0
2016-08-01,137.0
2016-09-01,131.0
2016-10-01,120.0
2016-11-01,405.0
2016-12-01,399.0
2017-01-01,1115.0
2017-02-01,1097.0
2017-03-01,1382.0
2017-04-01,1380.0
2017-05-01,1377.0
2017-06-01,1390.0
2017-07-01,1376.0
2017-08-01,1359.0
2017-09-01,1298.0
2017-10-01,1271.0
2017-11-01,1223.0
2017-12-01,1753.0
2018-01-01,1797.0
2018-02-01,1472.0
2018-03-01,1437.0
2018-04-01,1931.0
2018-05-01,1880.0
2018-06-01,1826.0
2018-07-01,1771.0
2018-08-01,2739.0
2018-09-01,6706.0
2018-10-01,6655.0
2018-11-01,6408.0
2018-12-01,5914.0
2019-01-01,5918.0
2019-02-01,5915.0
2019-03-01,5896.0
2019-04-01,5424.0
2019-05-01,5418.0
2019-06-01,6491.0
2019-07-01,6471.0
2019-08-01,6412.0
2019-09-01,6394.0
2019-10-01,6406.0
2019-11-01,6402.0
2019-12-01,8452.0
2020-01-01,8412.0
2020-02-01,8395.0
2020-03-01,8383.0
2020-04-01,9370.0
2020-05-01,19372.0
2020-06-01,19617.0
2020-07-01,20256.0
2020-08-01,20694.0
2020-09-01,20989.0
2020-10-01,21132.0
2020-11-01,21309.0
2020-12-01,21344.0
2021-01-01,22752.0
2021-02-01,22774.0
2021-03-01,22616.0
2021-04-01,22752.0
2021-05-01,22522.0
2021-06-01,25824.0
2021-07-01,26014.0
2021-08-01,25945.0
2021-09-01,25850.0
2021-10-01,26086.0
2021-11-01,26020.0
2021-12-01,26052.0
2022-01-01,27151.0
2022-02-01,29837.0
2022-03-01,29812.0
2022-04-01,29444.0
2022-05-01,29429.0
2022-06-01,29428.0
2022-07-01,29754.0
2022-08-01,31610.0
2022-09-01,31975.0
2022-10-01,32269.0
2022-11-01,32483.0
2022-12-01,32790.0
2023-01-01,33646.0
2023-02-01,33793.0
2023-03-01,39321.0
2023-04-01,40291.0
2023-05-01,44416.0
2023-06-01,46234.0
2023-07-01,46356.0
2023-08-01,45989.0
2023-09-01,45714.0
2023-10-01,45796.0
2023-11-01,46263.0
2023-12-01,46360.0
2024-01-01,46103.0
2024-02-01,46049.0
2024-03-01,46158.0
2024-04-01,45805.0
2024-05-01,44903.0
2024-06-01,44691.0
2024-07-01,38674.0
2024-08-01,38130.0
2024-09-01,38367.0
2024-10-01,37516.0
2024-11-01,36072.0
2024-12-01,34701.0
2025-01-01,31415.0
2025-02-01,31499.0
2025-03-01,30165.0
2025-04-01,29735.0
2025-05-01,29553.0
2025-06-01,29335.0
2025-07-01,28853.0
2025-08-01,27536.0
