Tarih,TP_KISAVADEBORC_17
2014-04-01,2144.0
2014-05-01,2070.0
2014-06-01,2268.0
2014-07-01,2171.0
2014-08-01,1771.0
2014-09-01,2071.0
2014-10-01,1788.0
2014-11-01,2168.0
2014-12-01,2170.0
2015-01-01,2131.0
2015-02-01,1871.0
2015-03-01,2119.0
2015-04-01,1774.0
2015-05-01,1806.0
2015-06-01,1923.0
2015-07-01,1977.0
2015-08-01,2024.0
2015-09-01,2294.0
2015-10-01,2496.0
2015-11-01,1948.0
2015-12-01,2076.0
2016-01-01,2234.0
2016-02-01,2214.0
2016-03-01,2150.0
2016-04-01,2305.0
2016-05-01,2387.0
2016-06-01,2651.0
2016-07-01,2314.0
2016-08-01,2200.0
2016-09-01,2101.0
2016-10-01,2025.0
2016-11-01,1843.0
2016-12-01,1566.0
2017-01-01,1650.0
2017-02-01,1649.0
2017-03-01,1435.0
2017-04-01,1713.0
2017-05-01,1797.0
2017-06-01,2046.0
2017-07-01,2136.0
2017-08-01,2329.0
2017-09-01,2106.0
2017-10-01,2242.0
2017-11-01,2479.0
2017-12-01,2707.0
2018-01-01,3183.0
2018-02-01,2889.0
2018-03-01,2610.0
2018-04-01,3074.0
2018-05-01,2673.0
2018-06-01,2067.0
2018-07-01,2086.0
2018-08-01,1605.0
2018-09-01,1635.0
2018-10-01,1649.0
2018-11-01,1659.0
2018-12-01,1585.0
2019-01-01,1443.0
2019-02-01,1249.0
2019-03-01,717.0
2019-04-01,804.0
2019-05-01,898.0
2019-06-01,1049.0
2019-07-01,1129.0
2019-08-01,861.0
2019-09-01,808.0
2019-10-01,762.0
2019-11-01,713.0
2019-12-01,900.0
2020-01-01,789.0
2020-02-01,695.0
2020-03-01,749.0
2020-04-01,630.0
2020-05-01,518.0
2020-06-01,528.0
2020-07-01,371.0
2020-08-01,333.0
2020-09-01,445.0
2020-10-01,500.0
2020-11-01,696.0
2020-12-01,982.0
2021-01-01,898.0
2021-02-01,886.0
2021-03-01,703.0
2021-04-01,698.0
2021-05-01,772.0
2021-06-01,758.0
2021-07-01,757.0
2021-08-01,661.0
2021-09-01,488.0
2021-10-01,437.0
2021-11-01,377.0
2021-12-01,521.0
2022-01-01,299.0
2022-02-01,305.0
2022-03-01,455.0
2022-04-01,278.0
2022-05-01,360.0
2022-06-01,340.0
2022-07-01,349.0
2022-08-01,434.0
2022-09-01,283.0
2022-10-01,216.0
2022-11-01,352.0
2022-12-01,280.0
2023-01-01,405.0
2023-02-01,380.0
2023-03-01,437.0
2023-04-01,340.0
2023-05-01,447.0
2023-06-01,481.0
2023-07-01,583.0
2023-08-01,531.0
2023-09-01,719.0
2023-10-01,695.0
2023-11-01,693.0
2023-12-01,767.0
2024-01-01,660.0
2024-02-01,627.0
2024-03-01,691.0
2024-04-01,781.0
2024-05-01,979.0
2024-06-01,969.0
2024-07-01,980.0
2024-08-01,926.0
2024-09-01,1072.0
2024-10-01,1151.0
2024-11-01,1293.0
2024-12-01,1346.0
2025-01-01,1551.0
2025-02-01,1634.0
2025-03-01,1531.0
2025-04-01,1365.0
2025-05-01,1720.0
2025-06-01,1974.0
2025-07-01,2104.0
2025-08-01,2211.0
