Tarih,TP_KISAVADEBORC_15
2013-10-01,80656.0
2013-11-01,82151.0
2013-12-01,82672.0
2014-01-01,78439.0
2014-02-01,80798.0
2014-03-01,78519.0
2014-04-01,83336.0
2014-05-01,86021.0
2014-06-01,83210.0
2014-07-01,85003.0
2014-08-01,85094.0
2014-09-01,83351.0
2014-10-01,87846.0
2014-11-01,91433.0
2014-12-01,84756.0
2015-01-01,90355.0
2015-02-01,88582.0
2015-03-01,83343.0
2015-04-01,86163.0
2015-05-01,82424.0
2015-06-01,79940.0
2015-07-01,82464.0
2015-08-01,80751.0
2015-09-01,72569.0
2015-10-01,75189.0
2015-11-01,71411.0
2015-12-01,55828.0
2016-01-01,59679.0
2016-02-01,58589.0
2016-03-01,55995.0
2016-04-01,59794.0
2016-05-01,59198.0
2016-06-01,54798.0
2016-07-01,57106.0
2016-08-01,56215.0
2016-09-01,51356.0
2016-10-01,52735.0
2016-11-01,49078.0
2016-12-01,41836.0
2017-01-01,45404.0
2017-02-01,46602.0
2017-03-01,46579.0
2017-04-01,45066.0
2017-05-01,44663.0
2017-06-01,48520.0
2017-07-01,47046.0
2017-08-01,47938.0
2017-09-01,48250.0
2017-10-01,48548.0
2017-11-01,48044.0
2017-12-01,48436.0
2018-01-01,49733.0
2018-02-01,49155.0
2018-03-01,48917.0
2018-04-01,50426.0
2018-05-01,48422.0
2018-06-01,45843.0
2018-07-01,41626.0
2018-08-01,38612.0
2018-09-01,40425.0
2018-10-01,35183.0
2018-11-01,33737.0
2018-12-01,33098.0
2019-01-01,39507.0
2019-02-01,31161.0
2019-03-01,30716.0
2019-04-01,35188.0
2019-05-01,30575.0
2019-06-01,31632.0
2019-07-01,33506.0
2019-08-01,31984.0
2019-09-01,31881.0
2019-10-01,32508.0
2019-11-01,31915.0
2019-12-01,29713.0
2020-01-01,27412.0
2020-02-01,29389.0
2020-03-01,27639.0
2020-04-01,28132.0
2020-05-01,28867.0
2020-06-01,29016.0
2020-07-01,28567.0
2020-08-01,30243.0
2020-09-01,32224.0
2020-10-01,31146.0
2020-11-01,33165.0
2020-12-01,35081.0
2021-01-01,35144.0
2021-02-01,36218.0
2021-03-01,33861.0
2021-04-01,34646.0
2021-05-01,34806.0
2021-06-01,34131.0
2021-07-01,34256.0
2021-08-01,34609.0
2021-09-01,32943.0
2021-10-01,33108.0
2021-11-01,31768.0
2021-12-01,30537.0
2022-01-01,30474.0
2022-02-01,31036.0
2022-03-01,31494.0
2022-04-01,31995.0
2022-05-01,33123.0
2022-06-01,32503.0
2022-07-01,32058.0
2022-08-01,31887.0
2022-09-01,31775.0
2022-10-01,33048.0
2022-11-01,34779.0
2022-12-01,36181.0
2023-01-01,36481.0
2023-02-01,36218.0
2023-03-01,35497.0
2023-04-01,36419.0
2023-05-01,35563.0
2023-06-01,36034.0
2023-07-01,35504.0
2023-08-01,35746.0
2023-09-01,35619.0
2023-10-01,36040.0
2023-11-01,36953.0
2023-12-01,36244.0
2024-01-01,36098.0
2024-02-01,34989.0
2024-03-01,35656.0
2024-04-01,36976.0
2024-05-01,38714.0
2024-06-01,37966.0
2024-07-01,39006.0
2024-08-01,37553.0
2024-09-01,38356.0
2024-10-01,40245.0
2024-11-01,40458.0
2024-12-01,39843.0
2025-01-01,43017.0
2025-02-01,41232.0
2025-03-01,41362.0
2025-04-01,38705.0
2025-05-01,40224.0
2025-06-01,38484.0
2025-07-01,40639.0
2025-08-01,39442.0
