Tarih,TP_KISAVADEBORC_8
2013-10-01,18440.0
2013-11-01,19868.0
2013-12-01,19757.0
2014-01-01,19460.0
2014-02-01,16641.0
2014-03-01,20133.0
2014-04-01,18044.0
2014-05-01,17447.0
2014-06-01,20529.0
2014-07-01,18140.0
2014-08-01,17907.0
2014-09-01,21534.0
2014-10-01,18402.0
2014-11-01,17782.0
2014-12-01,20474.0
2015-01-01,16258.0
2015-02-01,16344.0
2015-03-01,20557.0
2015-04-01,16113.0
2015-05-01,15849.0
2015-06-01,19402.0
2015-07-01,15414.0
2015-08-01,14591.0
2015-09-01,17774.0
2015-10-01,14643.0
2015-11-01,14015.0
2015-12-01,16997.0
2016-01-01,14982.0
2016-02-01,17296.0
2016-03-01,20157.0
2016-04-01,16231.0
2016-05-01,16565.0
2016-06-01,19108.0
2016-07-01,15572.0
2016-08-01,15717.0
2016-09-01,19410.0
2016-10-01,15408.0
2016-11-01,13991.0
2016-12-01,16840.0
2017-01-01,16491.0
2017-02-01,18203.0
2017-03-01,17894.0
2017-04-01,18250.0
2017-05-01,18326.0
2017-06-01,18797.0
2017-07-01,18709.0
2017-08-01,19987.0
2017-09-01,19262.0
2017-10-01,19390.0
2017-11-01,19698.0
2017-12-01,19342.0
2018-01-01,20848.0
2018-02-01,21714.0
2018-03-01,21022.0
2018-04-01,21809.0
2018-05-01,20967.0
2018-06-01,21209.0
2018-07-01,23772.0
2018-08-01,20803.0
2018-09-01,17989.0
2018-10-01,20953.0
2018-11-01,21485.0
2018-12-01,20828.0
2019-01-01,22875.0
2019-02-01,23450.0
2019-03-01,23417.0
2019-04-01,20361.0
2019-05-01,22336.0
2019-06-01,22903.0
2019-07-01,23114.0
2019-08-01,22385.0
2019-09-01,22168.0
2019-10-01,21230.0
2019-11-01,21116.0
2019-12-01,23444.0
2020-01-01,26725.0
2020-02-01,25200.0
2020-03-01,24590.0
2020-04-01,23992.0
2020-05-01,24509.0
2020-06-01,24831.0
2020-07-01,26120.0
2020-08-01,25642.0
2020-09-01,21952.0
2020-10-01,21637.0
2020-11-01,20664.0
2020-12-01,21887.0
2021-01-01,24354.0
2021-02-01,23987.0
2021-03-01,22879.0
2021-04-01,22092.0
2021-05-01,22337.0
2021-06-01,22409.0
2021-07-01,23012.0
2021-08-01,23043.0
2021-09-01,23133.0
2021-10-01,21444.0
2021-11-01,19421.0
2021-12-01,19206.0
2022-01-01,20509.0
2022-02-01,21912.0
2022-03-01,22062.0
2022-04-01,21930.0
2022-05-01,21783.0
2022-06-01,22476.0
2022-07-01,22186.0
2022-08-01,22797.0
2022-09-01,23761.0
2022-10-01,24380.0
2022-11-01,25249.0
2022-12-01,26437.0
2023-01-01,29321.0
2023-02-01,29169.0
2023-03-01,30912.0
2023-04-01,30805.0
2023-05-01,29875.0
2023-06-01,28434.0
2023-07-01,29854.0
2023-08-01,29684.0
2023-09-01,29202.0
2023-10-01,30248.0
2023-11-01,30503.0
2023-12-01,32160.0
2024-01-01,33102.0
2024-02-01,33331.0
2024-03-01,33990.0
2024-04-01,34266.0
2024-05-01,35558.0
2024-06-01,35213.0
2024-07-01,35745.0
2024-08-01,35691.0
2024-09-01,36932.0
2024-10-01,37320.0
2024-11-01,36392.0
2024-12-01,36853.0
2025-01-01,39101.0
2025-02-01,37851.0
2025-03-01,38086.0
2025-04-01,35797.0
2025-05-01,35244.0
2025-06-01,37101.0
2025-07-01,36061.0
2025-08-01,38035.0
