Tarih,TP_KISAVADEBORC_18
2013-10-01,37982.0
2013-11-01,39900.0
2013-12-01,38576.0
2014-01-01,38809.0
2014-02-01,37957.0
2014-03-01,36365.0
2014-04-01,37801.0
2014-05-01,39085.0
2014-06-01,37727.0
2014-07-01,38358.0
2014-08-01,38308.0
2014-09-01,37541.0
2014-10-01,37841.0
2014-11-01,38253.0
2014-12-01,37013.0
2015-01-01,36179.0
2015-02-01,35006.0
2015-03-01,32670.0
2015-04-01,33259.0
2015-05-01,33527.0
2015-06-01,33637.0
2015-07-01,33724.0
2015-08-01,32868.0
2015-09-01,31000.0
2015-10-01,30510.0
2015-11-01,30836.0
2015-12-01,31558.0
2016-01-01,30504.0
2016-02-01,30501.0
2016-03-01,30260.0
2016-04-01,31862.0
2016-05-01,33021.0
2016-06-01,33474.0
2016-07-01,33216.0
2016-08-01,32910.0
2016-09-01,30054.0
2016-10-01,30689.0
2016-11-01,30671.0
2016-12-01,30922.0
2017-01-01,30925.0
2017-02-01,30494.0
2017-03-01,30674.0
2017-04-01,31965.0
2017-05-01,34134.0
2017-06-01,33910.0
2017-07-01,36040.0
2017-08-01,35794.0
2017-09-01,36708.0
2017-10-01,38569.0
2017-11-01,39279.0
2017-12-01,39946.0
2018-01-01,38470.0
2018-02-01,38007.0
2018-03-01,36869.0
2018-04-01,37432.0
2018-05-01,39188.0
2018-06-01,38000.0
2018-07-01,38656.0
2018-08-01,35030.0
2018-09-01,34276.0
2018-10-01,32462.0
2018-11-01,33238.0
2018-12-01,32882.0
2019-01-01,32271.0
2019-02-01,32409.0
2019-03-01,33043.0
2019-04-01,34119.0
2019-05-01,34865.0
2019-06-01,34526.0
2019-07-01,35316.0
2019-08-01,33527.0
2019-09-01,33277.0
2019-10-01,32508.0
2019-11-01,33607.0
2019-12-01,33923.0
2020-01-01,33614.0
2020-02-01,32851.0
2020-03-01,31679.0
2020-04-01,28868.0
2020-05-01,26123.0
2020-06-01,25473.0
2020-07-01,26944.0
2020-08-01,28993.0
2020-09-01,30683.0
2020-10-01,31329.0
2020-11-01,32485.0
2020-12-01,33250.0
2021-01-01,32351.0
2021-02-01,31493.0
2021-03-01,33176.0
2021-04-01,34987.0
2021-05-01,35974.0
2021-06-01,37325.0
2021-07-01,38243.0
2021-08-01,39330.0
2021-09-01,39570.0
2021-10-01,39322.0
2021-11-01,40782.0
2021-12-01,42383.0
2022-01-01,43344.0
2022-02-01,43729.0
2022-03-01,44875.0
2022-04-01,46974.0
2022-05-01,47758.0
2022-06-01,48806.0
2022-07-01,48968.0
2022-08-01,50156.0
2022-09-01,50455.0
2022-10-01,51151.0
2022-11-01,51982.0
2022-12-01,53011.0
2023-01-01,54701.0
2023-02-01,54770.0
2023-03-01,55124.0
2023-04-01,54798.0
2023-05-01,55892.0
2023-06-01,54387.0
2023-07-01,55950.0
2023-08-01,57507.0
2023-09-01,57733.0
2023-10-01,58845.0
2023-11-01,58313.0
2023-12-01,60212.0
2024-01-01,57777.0
2024-02-01,55763.0
2024-03-01,54790.0
2024-04-01,56195.0
2024-05-01,57622.0
2024-06-01,57604.0
2024-07-01,59023.0
2024-08-01,59266.0
2024-09-01,59181.0
2024-10-01,58982.0
2024-11-01,59647.0
2024-12-01,61979.0
2025-01-01,60588.0
2025-02-01,59861.0
2025-03-01,59139.0
2025-04-01,61489.0
2025-05-01,63954.0
2025-06-01,64236.0
2025-07-01,65415.0
2025-08-01,64661.0
