Tarih,TP_PB_BLY37
2013-10-01,90707885.0
2013-11-01,90632943.0
2013-12-01,95887878.0
2014-01-01,97015157.0
2014-02-01,96813609.0
2014-03-01,95305864.0
2014-04-01,94565198.0
2014-05-01,94288699.0
2014-06-01,100168236.0
2014-07-01,99898743.0
2014-08-01,98293735.0
2014-09-01,102399691.0
2014-10-01,101216015.0
2014-11-01,100453198.0
2014-12-01,103868496.0
2015-01-01,103978023.0
2015-02-01,106057136.0
2015-03-01,109250548.0
2015-04-01,111966135.0
2015-05-01,112936221.0
2015-06-01,114864567.0
2015-07-01,116248412.0
2015-08-01,120186784.0
2015-09-01,121449171.0
2015-10-01,118884577.0
2015-11-01,120096900.0
2015-12-01,119708789.0
2016-01-01,119179835.0
2016-02-01,122153430.0
2016-03-01,120831568.0
2016-04-01,121147105.0
2016-05-01,125138304.0
2016-06-01,125432785.0
2016-07-01,118726321.0
2016-08-01,120059159.0
2016-09-01,119759784.0
2016-10-01,121220395.0
2016-11-01,129049274.0
2016-12-01,132782830.0
2017-01-01,136354395.0
2017-02-01,133816995.0
2017-03-01,136220698.0
2017-04-01,135907542.0
2017-05-01,139055530.0
2017-06-01,142689725.0
2017-07-01,145024295.0
2017-08-01,144474631.0
2017-09-01,147873565.0
2017-10-01,154436520.0
2017-11-01,159804594.0
2017-12-01,159391656.0
2018-01-01,158656185.0
2018-02-01,161278167.0
2018-03-01,165618029.0
2018-04-01,170088317.0
2018-05-01,178855188.0
2018-06-01,183186836.0
2018-07-01,189719939.0
2018-08-01,220890789.0
2018-09-01,210731355.0
2018-10-01,203099260.0
2018-11-01,197095332.0
2018-12-01,205850212.0
2019-01-01,208081963.0
2019-02-01,211485281.0
2019-03-01,228346146.0
2019-04-01,239534990.0
2019-05-01,242613684.0
2019-06-01,238414791.0
2019-07-01,240860053.0
2019-08-01,252048445.0
2019-09-01,256766990.0
2019-10-01,262509948.0
2019-11-01,267364222.0
2019-12-01,283970404.0
2020-01-01,290398328.0
2020-02-01,306202518.0
2020-03-01,319000492.0
2020-04-01,348375015.0
2020-05-01,360049599.0
2020-06-01,366180161.0
2020-07-01,394994260.0
2020-08-01,416430515.0
2020-09-01,425522161.0
2020-10-01,441758871.0
2020-11-01,442864061.0
2020-12-01,437231393.0
2021-01-01,436244902.0
2021-02-01,440853154.0
2021-03-01,467239740.0
2021-04-01,476255074.0
2021-05-01,496956292.0
2021-06-01,503778363.0
2021-07-01,503258221.0
2021-08-01,509380224.0
2021-09-01,531219798.0
2021-10-01,554224760.0
2021-11-01,682727289.0
2021-12-01,716070101.0
2022-01-01,724636409.0
2022-02-01,756867228.0
2022-03-01,813709630.0
2022-04-01,848367570.0
2022-05-01,926827668.0
2022-06-01,964976273.0
2022-07-01,1024637731.0
2022-08-01,1061908957.0
2022-09-01,1110874254.0
2022-10-01,1142111346.0
2022-11-01,1162358268.0
2022-12-01,1188855456.0
2023-01-01,1239247082.0
2023-02-01,1264895427.0
2023-03-01,1327172660.0
2023-04-01,1364934568.0
2023-05-01,1409955343.0
2023-06-01,1618381990.0
2023-07-01,1717856158.0
2023-08-01,1749188126.0
2023-09-01,1788264131.0
2023-10-01,1878814635.0
2023-11-01,1952496775.0
2023-12-01,2043693589.0
2024-01-01,2083773034.0
2024-02-01,2133978603.0
2024-03-01,2199989453.0
2024-04-01,2207972220.0
2024-05-01,2214536716.0
2024-06-01,2258123546.0
2024-07-01,2312703895.0
2024-08-01,2391984883.0
2024-09-01,2485075865.0
2024-10-01,2502655980.0
2024-11-01,2529433897.0
2024-12-01,2665507875.0
2025-01-01,2744118738.0
2025-02-01,2829711496.0
2025-03-01,3005167062.0
2025-04-01,3150530163.0
2025-05-01,3225204617.0
2025-06-01,3388762456.0
2025-07-01,3448940162.0
2025-08-01,3608616226.0
