Tarih,TP_AB_C2,TP_AB_C2
2001-09-28,2001-39,18925.0
2001-10-05,2001-40,18751.0
2001-10-12,2001-41,18469.0
2001-10-19,2001-42,18572.0
2001-10-26,2001-43,18323.0
2001-11-02,2001-44,18334.0
2001-11-09,2001-45,18407.0
2001-11-16,2001-46,17654.0
2001-11-23,2001-47,17655.0
2001-11-30,2001-48,17267.0
2001-12-07,2001-49,19627.0
2001-12-14,2001-50,20761.0
2001-12-21,2001-51,20514.0
2001-12-28,2001-52,18741.0
2002-01-04,2002-1,18892.0
2002-01-11,2002-2,18825.0
2002-01-18,2002-3,18686.0
2002-01-25,2002-4,19198.0
2002-02-01,2002-5,18923.0
2002-02-08,2002-6,21493.0
2002-02-15,2002-7,20693.0
2002-02-22,2002-8,21004.0
2002-03-01,2002-9,20328.0
2002-03-08,2002-10,20317.0
2002-03-15,2002-11,20016.0
2002-03-22,2002-12,20574.0
2002-03-29,2002-13,20325.0
2002-04-05,2002-14,20520.0
2002-04-12,2002-15,20559.0
2002-04-19,2002-16,22094.0
2002-04-26,2002-17,22217.0
2002-05-03,2002-18,22395.0
2002-05-10,2002-19,22874.0
2002-05-17,2002-20,22662.0
2002-05-24,2002-21,22403.0
2002-05-31,2002-22,21994.0
2002-06-07,2002-23,22823.0
2002-06-14,2002-24,22280.0
2002-06-21,2002-25,22181.0
2002-06-28,2002-26,22247.0
2002-07-05,2002-27,23139.0
2002-07-12,2002-28,23365.0
2002-07-19,2002-29,23453.0
2002-07-26,2002-30,23588.0
2002-08-02,2002-31,23423.0
2002-08-09,2002-32,23150.0
2002-08-16,2002-33,24839.0
2002-08-23,2002-34,24910.0
2002-08-30,2002-35,25072.0
2002-09-06,2002-36,25052.0
2002-09-13,2002-37,25292.0
2002-09-20,2002-38,25147.0
2002-09-27,2002-39,25099.0
2002-10-04,2002-40,25171.0
2002-10-11,2002-41,25107.0
2002-10-18,2002-42,25611.0
2002-10-25,2002-43,25496.0
2002-11-01,2002-44,25573.0
2002-11-08,2002-45,25531.0
2002-11-15,2002-46,25985.0
2002-11-22,2002-47,26101.0
2002-11-29,2002-48,26016.0
2002-12-06,2002-49,26101.0
2002-12-13,2002-50,26744.0
2002-12-20,2002-51,25923.0
2002-12-27,2002-52,26725.0
2003-01-03,2003-1,27006.0
2003-01-10,2003-2,27242.0
2003-01-17,2003-3,27888.0
2003-01-24,2003-4,28473.0
2003-01-31,2003-5,29207.0
2003-02-07,2003-6,28550.0
2003-02-14,2003-7,28523.0
2003-02-21,2003-8,27734.0
2003-02-28,2003-9,27698.0
2003-03-07,2003-10,27834.0
2003-03-14,2003-11,27454.0
2003-03-21,2003-12,26748.0
2003-03-28,2003-13,26663.0
2003-04-04,2003-14,26389.0
2003-04-11,2003-15,26417.0
2003-04-18,2003-16,26242.0
2003-04-25,2003-17,27011.0
2003-05-02,2003-18,27079.0
2003-05-09,2003-19,26680.0
2003-05-16,2003-20,27603.0
2003-05-23,2003-21,28380.0
2003-05-30,2003-22,28540.0
2003-06-06,2003-23,27638.0
2003-06-13,2003-24,27532.0
2003-06-20,2003-25,28132.0
2003-06-27,2003-26,28841.0
2003-07-04,2003-27,28638.0
2003-07-11,2003-28,28040.0
2003-07-18,2003-29,28543.0
2003-07-25,2003-30,28991.0
2003-08-01,2003-31,29112.0
2003-08-08,2003-32,29603.0
2003-08-15,2003-33,29450.0
2003-08-22,2003-34,29711.0
2003-08-29,2003-35,29762.0
2003-09-05,2003-36,29787.0
2003-09-12,2003-37,31385.0
2003-09-19,2003-38,31468.0
2003-09-26,2003-39,33870.0
2003-10-03,2003-40,34151.0
2003-10-10,2003-41,34675.0
2003-10-17,2003-42,34426.0
2003-10-24,2003-43,33109.0
2003-10-31,2003-44,32928.0
2003-11-07,2003-45,32047.0
2003-11-14,2003-46,32353.0
2003-11-21,2003-47,32351.0
2003-11-28,2003-48,31324.0
2003-12-05,2003-49,31322.0
2003-12-12,2003-50,31932.0
2003-12-19,2003-51,32211.0
2003-12-26,2003-52,33639.0
2004-01-02,2004-1,33724.0
2004-01-09,2004-2,33367.0
2004-01-16,2004-3,34004.0
2004-01-23,2004-4,33841.0
2004-01-30,2004-5,33739.0
2004-02-06,2004-6,33516.0
2004-02-13,2004-7,34059.0
2004-02-20,2004-8,34585.0
2004-02-27,2004-9,33381.0
2004-03-05,2004-10,32799.0
2004-03-12,2004-11,31853.0
2004-03-19,2004-12,32007.0
2004-03-26,2004-13,32552.0
2004-04-02,2004-14,33146.0
2004-04-09,2004-15,33468.0
2004-04-16,2004-16,33029.0
2004-04-23,2004-17,33845.0
2004-04-30,2004-18,33717.0
2004-05-07,2004-19,33551.0
2004-05-14,2004-20,33051.0
2004-05-21,2004-21,32777.0
2004-05-28,2004-22,33058.0
2004-06-04,2004-23,32687.0
2004-06-11,2004-24,32543.0
2004-06-18,2004-25,32340.0
2004-06-25,2004-26,32374.0
2004-07-02,2004-27,33111.0
2004-07-09,2004-28,33649.0
2004-07-16,2004-29,32796.0
2004-07-23,2004-30,32518.0
2004-07-30,2004-31,32344.0
2004-08-06,2004-32,32394.0
2004-08-13,2004-33,32715.0
2004-08-20,2004-34,33930.0
2004-08-27,2004-35,33624.0
2004-09-03,2004-36,33324.0
2004-09-10,2004-37,33513.0
2004-09-17,2004-38,33200.0
2004-09-24,2004-39,34236.0
2004-10-01,2004-40,34195.0
2004-10-08,2004-41,34620.0
2004-10-15,2004-42,35302.0
2004-10-22,2004-43,35650.0
2004-10-29,2004-44,35939.0
2004-11-05,2004-45,34696.0
2004-11-12,2004-46,34479.0
2004-11-19,2004-47,34298.0
2004-11-26,2004-48,35649.0
2004-12-03,2004-49,35299.0
2004-12-10,2004-50,34895.0
2004-12-17,2004-51,34862.0
2004-12-24,2004-52,34928.0
2004-12-31,2004-53,36006.0
2005-01-07,2005-1,34252.0
2005-01-14,2005-2,34228.0
2005-01-21,2005-3,33840.0
2005-01-28,2005-4,37170.0
2005-02-04,2005-5,35514.0
2005-02-11,2005-6,35037.0
2005-02-18,2005-7,36798.0
2005-02-25,2005-8,36842.0
2005-03-04,2005-9,36418.0
2005-03-11,2005-10,39435.0
2005-03-18,2005-11,39003.0
2005-03-25,2005-12,38000.0
2005-04-01,2005-13,37934.0
2005-04-08,2005-14,37837.0
2005-04-15,2005-15,36494.0
2005-04-22,2005-16,36861.0
2005-04-29,2005-17,37320.0
2005-05-06,2005-18,35142.0
2005-05-13,2005-19,35830.0
2005-05-20,2005-20,35271.0
2005-05-27,2005-21,35773.0
2005-06-03,2005-22,37116.0
2005-06-10,2005-23,39096.0
2005-06-17,2005-24,39257.0
2005-06-24,2005-25,39237.0
2005-07-01,2005-26,39547.0
2005-07-08,2005-27,40073.0
2005-07-15,2005-28,39959.0
2005-07-22,2005-29,40835.0
2005-07-29,2005-30,42895.0
2005-08-05,2005-31,41796.0
2005-08-12,2005-32,42225.0
2005-08-19,2005-33,41915.0
2005-08-26,2005-34,41293.0
2005-09-02,2005-35,40805.0
2005-09-09,2005-36,41219.0
2005-09-16,2005-37,40692.0
2005-09-23,2005-38,40599.0
2005-09-30,2005-39,41769.0
2005-10-07,2005-40,43972.0
2005-10-14,2005-41,44231.0
2005-10-21,2005-42,44242.0
2005-10-28,2005-43,44847.0
2005-11-04,2005-44,43041.0
2005-11-11,2005-45,41849.0
2005-11-18,2005-46,45148.0
2005-11-25,2005-47,46981.0
2005-12-02,2005-48,47678.0
2005-12-09,2005-49,47539.0
2005-12-16,2005-50,49912.0
2005-12-23,2005-51,49339.0
2005-12-30,2005-52,50518.0
2006-01-06,2006-1,48320.0
2006-01-13,2006-2,48576.0
2006-01-20,2006-3,50792.0
2006-01-27,2006-4,53242.0
2006-02-03,2006-5,52871.0
2006-02-10,2006-6,51215.0
2006-02-17,2006-7,56189.0
2006-02-24,2006-8,56533.0
2006-03-03,2006-9,57547.0
2006-03-10,2006-10,58124.0
2006-03-17,2006-11,58284.0
2006-03-24,2006-12,58139.0
2006-03-31,2006-13,58283.0
2006-04-07,2006-14,58881.0
2006-04-14,2006-15,60371.0
2006-04-21,2006-16,59670.0
2006-04-28,2006-17,59753.0
2006-05-05,2006-18,58191.0
2006-05-12,2006-19,58647.0
2006-05-19,2006-20,60021.0
2006-05-26,2006-21,59570.0
2006-06-02,2006-22,59048.0
2006-06-09,2006-23,59015.0
2006-06-16,2006-24,58324.0
2006-06-23,2006-25,58248.0
2006-06-30,2006-26,56732.0
2006-07-07,2006-27,57308.0
2006-07-14,2006-28,57561.0
2006-07-21,2006-29,57125.0
2006-07-28,2006-30,57134.0
2006-08-04,2006-31,57396.0
2006-08-11,2006-32,57619.0
2006-08-18,2006-33,57010.0
2006-08-25,2006-34,57114.0
2006-09-01,2006-35,57177.0
2006-09-08,2006-36,57260.0
2006-09-15,2006-37,56807.0
2006-09-22,2006-38,56268.0
2006-09-29,2006-39,58526.0
2006-10-06,2006-40,56631.0
2006-10-13,2006-41,56028.0
2006-10-20,2006-42,55619.0
2006-10-27,2006-43,55809.0
2006-11-03,2006-44,57674.0
2006-11-10,2006-45,55988.0
2006-11-17,2006-46,58195.0
2006-11-24,2006-47,58491.0
2006-12-01,2006-48,58484.0
2006-12-08,2006-49,58780.0
2006-12-15,2006-50,59343.0
2006-12-22,2006-51,59220.0
2006-12-29,2006-52,60845.0
2007-01-05,2007-1,58332.0
2007-01-12,2007-2,59501.0
2007-01-19,2007-3,59888.0
2007-01-26,2007-4,61355.0
2007-02-02,2007-5,64091.0
2007-02-09,2007-6,61990.0
2007-02-16,2007-7,62197.0
2007-02-23,2007-8,62953.0
2007-03-02,2007-9,63119.0
2007-03-09,2007-10,63404.0
2007-03-16,2007-11,63577.0
2007-03-23,2007-12,62310.0
2007-03-30,2007-13,67498.0
2007-04-06,2007-14,65630.0
2007-04-13,2007-15,65707.0
2007-04-20,2007-16,65753.0
2007-04-27,2007-17,66178.0
2007-05-04,2007-18,66096.0
2007-05-11,2007-19,64344.0
2007-05-18,2007-20,64416.0
2007-05-25,2007-21,65759.0
2007-06-01,2007-22,66826.0
2007-06-08,2007-23,66933.0
2007-06-15,2007-24,66643.0
2007-06-22,2007-25,67069.0
2007-06-29,2007-26,68252.0
2007-07-06,2007-27,67784.0
2007-07-13,2007-28,68634.0
2007-07-20,2007-29,68997.0
2007-07-27,2007-30,68768.0
2007-08-03,2007-31,69734.0
2007-08-10,2007-32,69848.0
2007-08-17,2007-33,68874.0
2007-08-24,2007-34,69216.0
2007-08-31,2007-35,71875.0
2007-09-07,2007-36,69963.0
2007-09-14,2007-37,70669.0
2007-09-21,2007-38,69957.0
2007-09-28,2007-39,71725.0
2007-10-05,2007-40,71556.0
2007-10-12,2007-41,71843.0
2007-10-19,2007-42,69688.0
2007-10-26,2007-43,70212.0
2007-11-02,2007-44,70668.0
2007-11-09,2007-45,71260.0
2007-11-16,2007-46,71357.0
2007-11-23,2007-47,72132.0
2007-11-30,2007-48,72413.0
2007-12-07,2007-49,69591.0
2007-12-14,2007-50,70573.0
2007-12-21,2007-51,70072.0
2007-12-28,2007-52,71263.0
2008-01-04,2008-1,71568.0
2008-01-11,2008-2,72249.0
2008-01-18,2008-3,72048.0
2008-01-25,2008-4,71372.0
2008-02-01,2008-5,72591.0
2008-02-08,2008-6,71883.0
2008-02-15,2008-7,70552.0
2008-02-22,2008-8,71155.0
2008-02-29,2008-9,74910.0
2008-03-07,2008-10,74998.0
2008-03-14,2008-11,76561.0
2008-03-21,2008-12,73515.0
2008-03-28,2008-13,74754.0
2008-04-04,2008-14,74519.0
2008-04-11,2008-15,75365.0
2008-04-18,2008-16,75077.0
2008-04-25,2008-17,74660.0
2008-05-02,2008-18,74010.0
2008-05-09,2008-19,73427.0
2008-05-16,2008-20,77468.0
2008-05-23,2008-21,78314.0
2008-05-30,2008-22,74052.0
2008-06-06,2008-23,73247.0
2008-06-13,2008-24,73508.0
2008-06-20,2008-25,73591.0
2008-06-27,2008-26,75007.0
2008-07-04,2008-27,75907.0
2008-07-11,2008-28,75202.0
2008-07-18,2008-29,75664.0
2008-07-25,2008-30,75105.0
2008-08-01,2008-31,75424.0
2008-08-08,2008-32,74710.0
2008-08-15,2008-33,75326.0
2008-08-22,2008-34,75462.0
2008-08-29,2008-35,75934.0
2008-09-05,2008-36,75014.0
2008-09-12,2008-37,75209.0
2008-09-19,2008-38,76225.0
2008-09-26,2008-39,76562.0
2008-10-03,2008-40,76809.0
2008-10-10,2008-41,74340.0
2008-10-17,2008-42,73404.0
2008-10-24,2008-43,70006.0
2008-10-31,2008-44,72005.0
2008-11-07,2008-45,70546.0
2008-11-14,2008-46,69296.0
2008-11-21,2008-47,69136.0
2008-11-28,2008-48,71205.0
2008-12-05,2008-49,69736.0
2008-12-12,2008-50,67245.0
2008-12-19,2008-51,71334.0
2008-12-26,2008-52,70075.0
2009-01-02,2009-1,69715.0
2009-01-09,2009-2,68414.0
2009-01-16,2009-3,68026.0
2009-01-23,2009-4,66914.0
2009-01-30,2009-5,67962.0
2009-02-06,2009-6,66551.0
2009-02-13,2009-7,67043.0
2009-02-20,2009-8,66320.0
2009-02-27,2009-9,67547.0
2009-03-06,2009-10,65588.0
2009-03-13,2009-11,65439.0
2009-03-20,2009-12,67068.0
2009-03-27,2009-13,66539.0
2009-04-03,2009-14,63811.0
2009-04-10,2009-15,63708.0
2009-04-17,2009-16,63743.0
2009-04-24,2009-17,62414.0
2009-05-01,2009-18,64442.0
2009-05-08,2009-19,65348.0
2009-05-15,2009-20,66038.0
2009-05-22,2009-21,66746.0
2009-05-29,2009-22,67378.0
2009-06-05,2009-23,67773.0
2009-06-12,2009-24,67090.0
2009-06-19,2009-25,65590.0
2009-06-26,2009-26,64889.0
2009-07-03,2009-27,65011.0
2009-07-10,2009-28,64817.0
2009-07-17,2009-29,65646.0
2009-07-24,2009-30,65795.0
2009-07-31,2009-31,66970.0
2009-08-07,2009-32,67787.0
2009-08-14,2009-33,67809.0
2009-08-21,2009-34,68060.0
2009-08-28,2009-35,69823.0
2009-09-04,2009-36,70037.0
2009-09-11,2009-37,70794.0
2009-09-18,2009-38,70101.0
2009-09-25,2009-39,70353.0
2009-10-02,2009-40,70096.0
2009-10-09,2009-41,70672.0
2009-10-16,2009-42,70844.0
2009-10-23,2009-43,71191.0
2009-10-30,2009-44,71540.0
2009-11-06,2009-45,71289.0
2009-11-13,2009-46,71603.0
2009-11-20,2009-47,71547.0
2009-11-27,2009-48,71510.0
2009-12-04,2009-49,71315.0
2009-12-11,2009-50,70554.0
2009-12-18,2009-51,69249.0
2009-12-25,2009-52,69631.0
2010-01-01,2010-1,70689.0
2010-01-08,2010-2,70411.0
2010-01-15,2010-3,72510.0
2010-01-22,2010-4,70259.0
2010-01-29,2010-5,70778.0
2010-02-05,2010-6,70164.0
2010-02-12,2010-7,67889.0
2010-02-19,2010-8,67357.0
2010-02-26,2010-9,67721.0
2010-03-05,2010-10,68078.0
2010-03-12,2010-11,68065.0
2010-03-19,2010-12,68776.0
2010-03-26,2010-13,68277.0
2010-04-02,2010-14,69268.0
2010-04-09,2010-15,68431.0
2010-04-16,2010-16,70834.0
2010-04-23,2010-17,72576.0
2010-04-30,2010-18,72951.0
2010-05-07,2010-19,71341.0
2010-05-14,2010-20,72343.0
2010-05-21,2010-21,71689.0
2010-05-28,2010-22,71861.0
2010-06-04,2010-23,71785.0
2010-06-11,2010-24,70859.0
2010-06-18,2010-25,70571.0
2010-06-25,2010-26,70616.0
2010-07-02,2010-27,70784.0
2010-07-09,2010-28,72009.0
2010-07-16,2010-29,72459.0
2010-07-23,2010-30,72857.0
2010-07-30,2010-31,74215.0
2010-08-06,2010-32,75540.0
2010-08-13,2010-33,74733.0
2010-08-20,2010-34,75427.0
2010-08-27,2010-35,76001.0
2010-09-03,2010-36,76837.0
2010-09-10,2010-37,76978.0
2010-09-17,2010-38,74864.0
2010-09-24,2010-39,75795.0
2010-10-01,2010-40,77035.0
2010-10-08,2010-41,78370.0
2010-10-15,2010-42,79331.0
2010-10-22,2010-43,79604.0
2010-10-29,2010-44,79072.0
2010-11-05,2010-45,80288.0
2010-11-12,2010-46,80147.0
2010-11-19,2010-47,79875.0
2010-11-26,2010-48,79410.0
2010-12-03,2010-49,79219.0
2010-12-10,2010-50,79734.0
2010-12-17,2010-51,79352.0
2010-12-24,2010-52,79729.0
2010-12-31,2010-53,80696.0
2011-01-07,2011-1,80179.0
2011-01-14,2011-2,81653.0
2011-01-21,2011-3,81508.0
2011-01-28,2011-4,82335.0
2011-02-04,2011-5,82575.0
2011-02-11,2011-6,82077.0
2011-02-18,2011-7,81663.0
2011-02-25,2011-8,82577.0
2011-03-04,2011-9,83372.0
2011-03-11,2011-10,83468.0
2011-03-18,2011-11,85776.0
2011-03-25,2011-12,86205.0
2011-04-01,2011-13,86792.0
2011-04-08,2011-14,87009.0
2011-04-15,2011-15,88052.0
2011-04-22,2011-16,88711.0
2011-04-29,2011-17,90221.0
2011-05-06,2011-18,89931.0
2011-05-13,2011-19,89486.0
2011-05-20,2011-20,89454.0
2011-05-27,2011-21,91396.0
2011-06-03,2011-22,92200.0
2011-06-10,2011-23,93805.0
2011-06-17,2011-24,92295.0
2011-06-24,2011-25,92745.0
2011-07-01,2011-26,93847.0
2011-07-08,2011-27,93903.0
2011-07-15,2011-28,93496.0
2011-07-22,2011-29,92491.0
2011-07-29,2011-30,93014.0
2011-08-05,2011-31,91968.0
2011-08-12,2011-32,90897.0
2011-08-19,2011-33,89189.0
2011-08-26,2011-34,88788.0
2011-09-02,2011-35,88644.0
2011-09-09,2011-36,87323.0
2011-09-16,2011-37,87233.0
2011-09-23,2011-38,85647.0
2011-09-30,2011-39,87537.0
2011-10-07,2011-40,85139.0
2011-10-14,2011-41,85887.0
2011-10-21,2011-42,82323.0
2011-10-28,2011-43,84433.0
2011-11-04,2011-44,83752.0
2011-11-11,2011-45,87195.0
2011-11-18,2011-46,85243.0
2011-11-25,2011-47,86166.0
2011-12-02,2011-48,85490.0
2011-12-09,2011-49,84434.0
2011-12-16,2011-50,82743.0
2011-12-23,2011-51,82847.0
2011-12-30,2011-52,78330.0
2012-01-06,2012-1,77756.0
2012-01-13,2012-2,77231.0
2012-01-20,2012-3,75297.0
2012-01-27,2012-4,76327.0
2012-02-03,2012-5,76984.0
2012-02-10,2012-6,77410.0
2012-02-17,2012-7,77011.0
2012-02-24,2012-8,77725.0
2012-03-02,2012-9,79224.0
2012-03-09,2012-10,78855.0
2012-03-16,2012-11,78877.0
2012-03-23,2012-12,79123.0
2012-03-30,2012-13,80149.0
2012-04-06,2012-14,79147.0
2012-04-13,2012-15,80654.0
2012-04-20,2012-16,80285.0
2012-04-27,2012-17,80206.0
2012-05-04,2012-18,79986.0
2012-05-11,2012-19,81215.0
2012-05-18,2012-20,79990.0
2012-05-25,2012-21,78595.0
2012-06-01,2012-22,78234.0
2012-06-08,2012-23,79991.0
2012-06-15,2012-24,79958.0
2012-06-22,2012-25,82406.0
2012-06-29,2012-26,83050.0
2012-07-06,2012-27,84799.0
2012-07-13,2012-28,84002.0
2012-07-20,2012-29,84516.0
2012-07-27,2012-30,84324.0
2012-08-03,2012-31,87757.0
2012-08-10,2012-32,87850.0
2012-08-17,2012-33,87818.0
2012-08-24,2012-34,89082.0
2012-08-31,2012-35,92996.0
2012-09-07,2012-36,91787.0
2012-09-14,2012-37,93545.0
2012-09-21,2012-38,93429.0
2012-09-28,2012-39,94800.0
2012-10-05,2012-40,94914.0
2012-10-12,2012-41,96614.0
2012-10-19,2012-42,96926.0
2012-10-26,2012-43,96678.0
2012-11-02,2012-44,99270.0
2012-11-09,2012-45,99224.0
2012-11-16,2012-46,99112.0
2012-11-23,2012-47,99563.0
2012-11-30,2012-48,100166.0
2012-12-07,2012-49,100872.0
2012-12-14,2012-50,102316.0
2012-12-21,2012-51,100676.0
2012-12-28,2012-52,100320.0
2013-01-04,2013-1,101731.0
2013-01-11,2013-2,101213.0
2013-01-18,2013-3,103531.0
2013-01-25,2013-4,103550.0
2013-02-01,2013-5,105311.0
2013-02-08,2013-6,105529.0
2013-02-15,2013-7,104998.0
2013-02-22,2013-8,104437.0
2013-03-01,2013-9,104206.0
2013-03-08,2013-10,104162.0
2013-03-15,2013-11,105057.0
2013-03-22,2013-12,104986.0
2013-03-29,2013-13,105650.0
2013-04-05,2013-14,106108.0
2013-04-12,2013-15,108913.0
2013-04-19,2013-16,110466.0
2013-04-26,2013-17,113269.0
2013-05-03,2013-18,113283.0
2013-05-10,2013-19,110250.0
2013-05-17,2013-20,109076.0
2013-05-24,2013-21,108758.0
2013-05-31,2013-22,108773.0
2013-06-07,2013-23,108104.0
2013-06-14,2013-24,108573.0
2013-06-21,2013-25,107641.0
2013-06-28,2013-26,105566.0
2013-07-05,2013-27,106910.0
2013-07-12,2013-28,103421.0
2013-07-19,2013-29,103095.0
2013-07-26,2013-30,104303.0
2013-08-02,2013-31,107867.0
2013-08-09,2013-32,107832.0
2013-08-16,2013-33,109250.0
2013-08-23,2013-34,108563.0
2013-08-30,2013-35,108615.0
2013-09-06,2013-36,108669.0
2013-09-13,2013-37,105788.0
2013-09-20,2013-38,105289.0
2013-09-27,2013-39,108884.0
2013-10-04,2013-40,108276.0
2013-10-11,2013-41,111716.0
2013-10-18,2013-42,111833.0
2013-10-25,2013-43,112731.0
2013-11-01,2013-44,112397.0
2013-11-08,2013-45,112759.0
2013-11-15,2013-46,113917.0
2013-11-22,2013-47,113695.0
2013-11-29,2013-48,114282.0
2013-12-06,2013-49,114819.0
2013-12-13,2013-50,115144.0
2013-12-20,2013-51,114194.0
2013-12-27,2013-52,112002.0
2014-01-03,2014-1,110316.0
2014-01-10,2014-2,109709.0
2014-01-17,2014-3,106878.0
2014-01-24,2014-4,102411.0
2014-01-31,2014-5,104627.0
2014-02-07,2014-6,102057.0
2014-02-14,2014-7,103221.0
2014-02-21,2014-8,104303.0
2014-02-28,2014-9,106453.0
2014-03-07,2014-10,106822.0
2014-03-14,2014-11,107069.0
2014-03-21,2014-12,105823.0
2014-03-28,2014-13,105897.0
2014-04-04,2014-14,105112.0
2014-04-11,2014-15,107663.0
2014-04-18,2014-16,107027.0
2014-04-25,2014-17,108989.0
2014-05-02,2014-18,108904.0
2014-05-09,2014-19,108952.0
2014-05-16,2014-20,108398.0
2014-05-23,2014-21,109746.0
2014-05-30,2014-22,110337.0
2014-06-06,2014-23,110423.0
2014-06-13,2014-24,110176.0
2014-06-20,2014-25,110068.0
2014-06-27,2014-26,111901.0
2014-07-04,2014-27,113442.0
2014-07-11,2014-28,112117.0
2014-07-18,2014-29,112526.0
2014-07-25,2014-30,111738.0
2014-08-01,2014-31,112398.0
2014-08-08,2014-32,112476.0
2014-08-15,2014-33,114030.0
2014-08-22,2014-34,113868.0
2014-08-29,2014-35,112929.0
2014-09-05,2014-36,113326.0
2014-09-12,2014-37,111819.0
2014-09-19,2014-38,111381.0
2014-09-26,2014-39,112773.0
2014-10-03,2014-40,112742.0
2014-10-10,2014-41,113561.0
2014-10-17,2014-42,113269.0
2014-10-24,2014-43,112362.0
2014-10-31,2014-44,112710.0
2014-11-07,2014-45,113332.0
2014-11-14,2014-46,113108.0
2014-11-21,2014-47,112567.0
2014-11-28,2014-48,113159.0
2014-12-05,2014-49,111700.0
2014-12-12,2014-50,111847.0
2014-12-19,2014-51,107210.0
2014-12-26,2014-52,106314.0
2015-01-02,2015-1,108030.0
2015-01-09,2015-2,107502.0
2015-01-16,2015-3,109790.0
2015-01-23,2015-4,108753.0
2015-01-30,2015-5,109639.0
2015-02-06,2015-6,110037.0
2015-02-13,2015-7,108218.0
2015-02-20,2015-8,107330.0
2015-02-27,2015-9,108641.0
2015-03-06,2015-10,108015.0
2015-03-13,2015-11,105962.0
2015-03-20,2015-12,102022.0
2015-03-27,2015-13,103474.0
2015-04-03,2015-14,102056.0
2015-04-10,2015-15,102629.0
2015-04-17,2015-16,103244.0
2015-04-24,2015-17,102801.0
2015-05-01,2015-18,103440.0
2015-05-08,2015-19,102630.0
2015-05-15,2015-20,102505.0
2015-05-22,2015-21,101515.0
2015-05-29,2015-22,101329.0
2015-06-05,2015-23,103107.0
2015-06-12,2015-24,103060.0
2015-06-19,2015-25,101726.0
2015-06-26,2015-26,100771.0
2015-07-03,2015-27,101873.0
2015-07-10,2015-28,101960.0
2015-07-17,2015-29,101862.0
2015-07-24,2015-30,100454.0
2015-07-31,2015-31,102532.0
2015-08-07,2015-32,102372.0
2015-08-14,2015-33,102214.0
2015-08-21,2015-34,101915.0
2015-08-28,2015-35,102287.0
2015-09-04,2015-36,102296.0
2015-09-11,2015-37,100936.0
2015-09-18,2015-38,100380.0
