Tarih,TP_RP03_MKR
2000-05-01,2170825.0
2000-05-02,2206527.0
2000-05-03,2248963.0
2000-05-04,2148256.0
2000-05-05,2145624.0
2000-05-08,2208876.0
2000-05-09,2155253.0
2000-05-10,2216770.0
2000-05-11,2356290.0
2000-05-12,2344955.0
2000-05-15,2369438.0
2000-05-16,2455542.0
2000-05-17,2360919.0
2000-05-18,2446439.0
2000-05-19,
2000-05-22,2580055.0
2000-05-23,2618094.0
2000-05-24,2701817.0
2000-05-25,2550891.0
2000-05-26,2458830.0
2000-05-29,2481090.0
2000-05-30,2510583.0
2000-05-31,2541952.0
2000-06-01,2589459.0
2000-06-02,2545903.0
2000-06-05,2617154.0
2000-06-06,2387866.0
2000-06-07,2864656.0
2000-06-08,2759105.0
2000-06-09,2640561.0
2000-06-12,2649103.0
2000-06-13,2797837.0
2000-06-14,2859117.0
2000-06-15,2731303.0
2000-06-16,2570546.0
2000-06-19,2601021.0
2000-06-20,2718020.0
2000-06-21,2727676.0
2000-06-22,2642813.0
2000-06-23,2634329.0
2000-06-26,2817150.0
2000-06-27,2657077.0
2000-06-28,2563698.0
2000-06-29,2461405.0
2000-06-30,2284561.0
2000-07-03,2428748.0
2000-07-04,2426647.0
2000-07-05,2337390.0
2000-07-06,2298249.0
2000-07-07,2249095.0
2000-07-10,2136669.0
2000-07-11,2233714.0
2000-07-12,2276452.0
2000-07-13,2333625.0
2000-07-14,2295345.0
2000-07-17,2217337.0
2000-07-18,2225250.0
2000-07-19,2338842.0
2000-07-20,2284445.0
2000-07-21,2342330.0
2000-07-24,2314621.0
2000-07-25,2177491.0
2000-07-26,2174714.0
2000-07-27,2096414.0
2000-07-28,2200277.0
2000-07-31,2120746.0
2000-08-01,2134069.0
2000-08-02,2064262.0
2000-08-03,2047165.0
2000-08-04,1666896.0
2000-08-07,2097771.0
2000-08-08,2123175.0
2000-08-09,2119335.0
2000-08-10,2139289.0
2000-08-11,2179476.0
2000-08-14,2196610.0
2000-08-15,2131737.0
2000-08-16,2348982.0
2000-08-17,2262457.0
2000-08-18,2183383.0
2000-08-21,2219750.0
2000-08-22,2104783.0
2000-08-23,2807864.0
2000-08-24,2661767.0
2000-08-25,2724672.0
2000-08-28,2837876.0
2000-08-29,2788984.0
2000-08-30,
2000-08-31,2853084.0
2000-09-01,2914499.0
2000-09-04,2952380.0
2000-09-05,2858948.0
2000-09-06,2916412.0
2000-09-07,2932879.0
2000-09-08,2818478.0
2000-09-11,2886927.0
2000-09-12,2979238.0
2000-09-13,3153213.0
2000-09-14,2986939.0
2000-09-15,2851784.0
2000-09-18,2858476.0
2000-09-19,2905212.0
2000-09-20,2990872.0
2000-09-21,3070365.0
2000-09-22,3113121.0
2000-09-25,3141408.0
2000-09-26,3165055.0
2000-09-27,3188904.0
2000-09-28,2975620.0
2000-09-29,3081700.0
2000-10-02,2991578.0
2000-10-03,2981177.0
2000-10-04,2956274.0
2000-10-05,2699394.0
2000-10-06,2772795.0
2000-10-09,2794876.0
2000-10-10,2880906.0
2000-10-11,2814744.0
2000-10-12,3081028.0
2000-10-13,3129884.0
2000-10-16,3107387.0
2000-10-17,3069081.0
2000-10-18,3094700.0
2000-10-19,3014963.0
2000-10-20,3046260.0
2000-10-23,3105859.0
2000-10-24,2962104.0
2000-10-25,3162001.0
2000-10-26,3272225.0
2000-10-27,2855190.0
2000-10-30,3169683.0
2000-10-31,3162287.0
2000-11-01,3188821.0
2000-11-02,3212119.0
2000-11-03,3192629.0
2000-11-06,2958549.0
2000-11-07,3151135.0
2000-11-08,3028707.0
2000-11-09,3189419.0
2000-11-10,3095468.0
2000-11-13,3210311.0
2000-11-14,3352215.0
2000-11-15,3359519.0
2000-11-16,3456164.0
2000-11-17,3321980.0
2000-11-20,3554797.0
2000-11-21,3820093.0
2000-11-22,3152391.0
2000-11-23,3303676.0
2000-11-24,2973841.0
2000-11-27,2922078.0
2000-11-28,2857043.0
2000-11-29,2369236.0
2000-11-30,2351230.0
2000-12-01,2278588.0
2000-12-04,2278588.0
2000-12-05,2176454.0
2000-12-06,2672593.0
2000-12-07,2976386.0
2000-12-08,2984926.0
2000-12-11,3118531.0
2000-12-12,3117539.0
2000-12-13,3172945.0
2000-12-14,3123074.0
2000-12-15,3047949.0
2000-12-18,3075514.0
2000-12-19,3020551.0
2000-12-20,3072010.0
2000-12-21,3100583.0
2000-12-22,2705540.0
2000-12-25,2812954.0
2000-12-26,2736328.0
2000-12-27,
2000-12-28,
2000-12-29,
2001-01-01,
2001-01-02,2935499.0
2001-01-03,3245816.0
2001-01-04,3370109.0
2001-01-05,3637383.0
2001-01-08,3720395.0
2001-01-09,3831188.0
2001-01-10,3784598.0
2001-01-11,3846749.0
2001-01-12,4044801.0
2001-01-15,5237463.0
2001-01-16,5109532.0
2001-01-17,5224721.0
2001-01-18,5347215.0
2001-01-19,5389301.0
2001-01-22,4362684.0
2001-01-23,4122539.0
2001-01-24,4101087.0
2001-01-25,4146640.0
2001-01-26,3977683.0
2001-01-29,4028872.0
2001-01-30,3963539.0
2001-01-31,3941098.0
2001-02-01,3739694.0
2001-02-02,3822854.0
2001-02-05,4746446.0
2001-02-06,4581518.0
2001-02-07,4709747.0
2001-02-08,4797747.0
2001-02-09,4941803.0
2001-02-12,5004114.0
2001-02-13,4865761.0
2001-02-14,5090882.0
2001-02-15,5101665.0
2001-02-16,3851270.0
2001-02-19,3986417.0
2001-02-20,3870638.0
2001-02-21,2671039.0
2001-02-22,4179830.0
2001-02-23,3670327.0
2001-02-26,4290713.0
2001-02-27,4439367.0
2001-02-28,5083836.0
2001-03-01,4642487.0
2001-03-02,4964812.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,4994983.0
2001-03-12,4804574.0
2001-03-13,4679662.0
2001-03-14,4463581.0
2001-03-15,4176839.0
2001-03-16,4075158.0
2001-03-19,3992952.0
2001-03-20,4012761.0
2001-03-21,3838516.0
2001-03-22,3765475.0
2001-03-23,5342181.0
2001-03-26,5569356.0
2001-03-27,3921177.0
2001-03-28,5428003.0
2001-03-29,3960407.0
2001-03-30,4089179.0
2001-04-02,3929236.0
2001-04-03,3849887.0
2001-04-04,3715077.0
2001-04-05,3719357.0
2001-04-06,5031547.0
2001-04-09,3752306.0
2001-04-10,4871387.0
2001-04-11,3739229.0
2001-04-12,3660903.0
2001-04-13,3658197.0
2001-04-16,3608769.0
2001-04-17,3560617.0
2001-04-18,3566316.0
2001-04-19,3535159.0
2001-04-20,3496796.0
2001-04-23,
2001-04-24,3518798.0
2001-04-25,3746125.0
2001-04-26,3712988.0
2001-04-27,3771795.0
2001-04-30,3727414.0
2001-05-01,3965566.0
2001-05-02,3948824.0
2001-05-03,4002437.0
2001-05-04,3683178.0
2001-05-07,3809665.0
2001-05-08,3809067.0
2001-05-09,3810539.0
2001-05-10,3841394.0
2001-05-11,3898562.0
2001-05-14,3774119.0
2001-05-15,3906490.0
2001-05-16,4105706.0
2001-05-17,4107402.0
2001-05-18,4139693.0
2001-05-21,4079899.0
2001-05-22,4093342.0
2001-05-23,4410935.0
2001-05-24,4408241.0
2001-05-25,4457886.0
2001-05-28,4533215.0
2001-05-29,4481607.0
2001-05-30,4439607.0
2001-05-31,4421305.0
2001-06-01,4481720.0
2001-06-04,4493405.0
2001-06-05,4413883.0
2001-06-06,4338640.0
2001-06-07,4449229.0
2001-06-08,4547525.0
2001-06-11,4528742.0
2001-06-12,4551046.0
2001-06-13,4686681.0
2001-06-14,4886728.0
2001-06-15,5034562.0
2001-06-18,5027144.0
2001-06-19,5043399.0
2001-06-20,5446315.0
2001-06-21,5508369.0
2001-06-22,5522431.0
2001-06-25,5468965.0
2001-06-26,5583844.0
2001-06-27,5659266.0
2001-06-28,5607546.0
2001-06-29,5536862.0
2001-07-02,5587486.0
2001-07-03,5631352.0
2001-07-04,5712722.0
2001-07-05,5750481.0
2001-07-06,5807049.0
2001-07-09,5989412.0
2001-07-10,5877420.0
2001-07-11,6071303.0
2001-07-12,6052779.0
2001-07-13,6123264.0
2001-07-16,6062806.0
2001-07-17,5995856.0
2001-07-18,6319195.0
2001-07-19,6309514.0
2001-07-20,6344254.0
2001-07-23,6306063.0
2001-07-24,6320837.0
2001-07-25,5954333.0
2001-07-26,5855755.0
2001-07-27,5751911.0
2001-07-30,5727257.0
2001-07-31,5779184.0
2001-08-01,5700735.0
2001-08-02,5668609.0
2001-08-03,5707880.0
2001-08-06,5621176.0
2001-08-07,5614807.0
2001-08-08,5542277.0
2001-08-09,5555380.0
2001-08-10,5568118.0
2001-08-13,5520763.0
2001-08-14,5516618.0
2001-08-15,5552467.0
2001-08-16,5536003.0
2001-08-17,5448597.0
2001-08-20,4953820.0
2001-08-21,4900060.0
2001-08-22,4807180.0
2001-08-23,4844434.0
2001-08-24,4828392.0
2001-08-27,4682616.0
2001-08-28,4569268.0
2001-08-29,4458793.0
2001-08-30,
2001-08-31,4459359.0
2001-09-03,4416950.0
2001-09-04,4381008.0
2001-09-05,4342647.0
2001-09-06,4321041.0
2001-09-07,4280926.0
2001-09-10,4258632.0
2001-09-11,4283148.0
2001-09-12,4250980.0
2001-09-13,4256328.0
2001-09-14,4257515.0
2001-09-17,4165756.0
2001-09-18,4207881.0
2001-09-19,4263896.0
2001-09-20,4200921.0
2001-09-21,4201161.0
2001-09-24,4151869.0
2001-09-25,4079814.0
2001-09-26,4214813.0
2001-09-27,4139800.0
2001-09-28,4075154.0
2001-10-01,3889151.0
2001-10-02,3881392.0
2001-10-03,3879571.0
2001-10-04,3892527.0
2001-10-05,3880672.0
2001-10-08,3788058.0
2001-10-09,3755877.0
2001-10-10,1261663.0
2001-10-11,3474501.0
2001-10-12,3464238.0
2001-10-15,3434526.0
2001-10-16,3475579.0
2001-10-17,4206955.0
2001-10-18,4204768.0
2001-10-19,4198743.0
2001-10-22,4155614.0
2001-10-23,4121420.0
2001-10-24,3989911.0
2001-10-25,3967860.0
2001-10-26,3928770.0
2001-10-29,
2001-10-30,3815807.0
2001-10-31,3794455.0
2001-11-01,3670741.0
2001-11-02,1324158.0
2001-11-05,3179708.0
2001-11-06,3246944.0
2001-11-07,3676500.0
2001-11-08,3722133.0
2001-11-09,4105714.0
2001-11-12,4059543.0
2001-11-13,4071800.0
2001-11-14,4012175.0
2001-11-15,3915498.0
2001-11-16,3874133.0
2001-11-19,3862412.0
2001-11-20,3836638.0
2001-11-21,3895925.0
2001-11-22,3866607.0
2001-11-23,3858378.0
2001-11-26,3846725.0
2001-11-27,3858540.0
2001-11-28,3822024.0
2001-11-29,3774504.0
2001-11-30,3717404.0
2001-12-03,3672541.0
2001-12-04,3684259.0
2001-12-05,3894921.0
2001-12-06,3861812.0
2001-12-07,3811043.0
2001-12-10,3795218.0
2001-12-11,3800404.0
2001-12-12,3842233.0
2001-12-13,3818992.0
2001-12-14,3818764.0
2001-12-17,
2001-12-18,
2001-12-19,3603587.0
2001-12-20,3618074.0
2001-12-21,3689912.0
2001-12-24,3613026.0
2001-12-25,3637348.0
2001-12-26,3584803.0
2001-12-27,3456896.0
2001-12-28,3465386.0
2001-12-31,3476285.0
2002-01-01,
2002-01-02,3411909.0
2002-01-03,3407024.0
2002-01-04,3450142.0
2002-01-07,3418966.0
2002-01-08,3428470.0
2002-01-09,3953327.0
2002-01-10,3988559.0
2002-01-11,4008490.0
2002-01-14,4000774.0
2002-01-15,3995801.0
2002-01-16,3966371.0
2002-01-17,3946023.0
2002-01-18,3945940.0
2002-01-21,3904668.0
2002-01-22,3877825.0
2002-01-23,4041980.0
2002-01-24,4043056.0
2002-01-25,4081556.0
2002-01-28,4118769.0
2002-01-29,4113923.0
2002-01-30,4051239.0
2002-01-31,3997722.0
2002-02-01,3930949.0
2002-02-04,3975359.0
2002-02-05,4011944.0
2002-02-06,3992356.0
2002-02-07,3948449.0
2002-02-08,3973362.0
2002-02-11,3976182.0
2002-02-12,4073571.0
2002-02-13,4296665.0
2002-02-14,4228892.0
2002-02-15,4203054.0
2002-02-18,4180715.0
2002-02-19,4101664.0
2002-02-20,4195957.0
2002-02-21,4051770.0
2002-02-22,
2002-02-25,
2002-02-26,4212700.0
2002-02-27,4178925.0
2002-02-28,4152492.0
2002-03-01,4136246.0
2002-03-04,4393696.0
2002-03-05,4141148.0
2002-03-06,4351005.0
2002-03-07,4352876.0
2002-03-08,4359397.0
2002-03-11,4334058.0
2002-03-12,4334928.0
2002-03-13,4268277.0
2002-03-14,4337837.0
2002-03-15,4185599.0
2002-03-18,4208183.0
2002-03-19,4164896.0
2002-03-20,4227988.0
2002-03-21,4059557.0
2002-03-22,4029960.0
2002-03-25,4015502.0
2002-03-26,4003692.0
2002-03-27,3978599.0
2002-03-28,3956895.0
2002-03-29,3882568.0
2002-04-01,3814444.0
2002-04-02,3993151.0
2002-04-03,4438931.0
2002-04-04,4402375.0
2002-04-05,4418748.0
2002-04-08,4433645.0
2002-04-09,4416265.0
2002-04-10,4189438.0
2002-04-11,4178041.0
2002-04-12,4160928.0
2002-04-15,4229350.0
2002-04-16,4213464.0
2002-04-17,4174892.0
2002-04-18,4264983.0
2002-04-19,4279580.0
2002-04-22,4346098.0
2002-04-23,
2002-04-24,4349010.0
2002-04-25,4307673.0
2002-04-26,4307902.0
2002-04-29,4304073.0
2002-04-30,4285064.0
2002-05-01,4220765.0
2002-05-02,4187394.0
2002-05-03,4209498.0
2002-05-06,4229174.0
2002-05-07,4297838.0
2002-05-08,4748082.0
2002-05-09,4863444.0
2002-05-10,4949763.0
2002-05-13,4877150.0
2002-05-14,4955842.0
2002-05-15,4674254.0
2002-05-16,4736288.0
2002-05-17,4744598.0
2002-05-20,4788386.0
2002-05-21,4860812.0
2002-05-22,4908745.0
2002-05-23,4893357.0
2002-05-24,4974639.0
2002-05-27,4869172.0
2002-05-28,4924502.0
2002-05-29,4860344.0
2002-05-30,4776321.0
2002-05-31,4737223.0
2002-06-03,4770520.0
2002-06-04,4777415.0
2002-06-05,4803824.0
2002-06-06,4809011.0
2002-06-07,4867529.0
2002-06-10,4835199.0
2002-06-11,4869054.0
2002-06-12,4934063.0
2002-06-13,4954577.0
2002-06-14,4964859.0
2002-06-17,4952396.0
2002-06-18,5122685.0
2002-06-19,5738779.0
2002-06-20,5719750.0
2002-06-21,5688054.0
2002-06-24,5566252.0
2002-06-25,5575401.0
2002-06-26,6054822.0
2002-06-27,6040199.0
2002-06-28,5896945.0
2002-07-01,5930002.0
2002-07-02,5899102.0
2002-07-03,5936997.0
2002-07-04,5989303.0
2002-07-05,5965621.0
2002-07-08,5953695.0
2002-07-09,6004130.0
2002-07-10,6423701.0
2002-07-11,6510290.0
2002-07-12,6492895.0
2002-07-15,6425150.0
2002-07-16,6453746.0
2002-07-17,6432993.0
2002-07-18,6389347.0
2002-07-19,6527126.0
2002-07-22,6351854.0
2002-07-23,6361937.0
2002-07-24,5928399.0
2002-07-25,5899680.0
2002-07-26,5802763.0
2002-07-29,5704503.0
2002-07-30,5549692.0
2002-07-31,5254034.0
2002-08-01,5245369.0
2002-08-02,5263885.0
2002-08-05,5309336.0
2002-08-06,5281445.0
2002-08-07,5123588.0
2002-08-08,5091619.0
2002-08-09,5041004.0
2002-08-12,5029896.0
2002-08-13,5092501.0
2002-08-14,5068080.0
2002-08-15,4731665.0
2002-08-16,4689736.0
2002-08-19,4585881.0
2002-08-20,4507055.0
2002-08-21,4482858.0
2002-08-22,4445122.0
2002-08-23,4384531.0
2002-08-26,4403070.0
2002-08-27,4429574.0
2002-08-28,4798463.0
2002-08-29,4734518.0
2002-08-30,
2002-09-02,4534323.0
2002-09-03,4608709.0
2002-09-04,5174855.0
2002-09-05,5136712.0
2002-09-06,5148771.0
2002-09-09,5078326.0
2002-09-10,5042680.0
2002-09-11,5054088.0
2002-09-12,5198971.0
2002-09-13,5183371.0
2002-09-16,5107668.0
2002-09-17,5148726.0
2002-09-18,5078574.0
2002-09-19,5160716.0
2002-09-20,5052657.0
2002-09-23,4926494.0
2002-09-24,4878472.0
2002-09-25,4808424.0
2002-09-26,4762309.0
2002-09-27,4719123.0
2002-09-30,4386579.0
2002-10-01,4356304.0
2002-10-02,4424381.0
2002-10-03,4391957.0
2002-10-04,4227114.0
2002-10-07,4097412.0
2002-10-08,4084652.0
2002-10-09,4015671.0
2002-10-10,3928104.0
2002-10-11,3960263.0
2002-10-14,3988603.0
2002-10-15,3979030.0
2002-10-16,4051209.0
2002-10-17,4031731.0
2002-10-18,3973928.0
2002-10-21,3866840.0
2002-10-22,3940925.0
2002-10-23,5325452.0
2002-10-24,5440677.0
2002-10-25,5392669.0
2002-10-28,5476071.0
2002-10-29,
2002-10-30,5179883.0
2002-10-31,5027575.0
2002-11-01,5002620.0
2002-11-04,5117428.0
2002-11-05,5193603.0
2002-11-06,5725887.0
2002-11-07,5701304.0
2002-11-08,5549087.0
2002-11-11,5563120.0
2002-11-12,5408374.0
2002-11-13,6026608.0
2002-11-14,6102408.0
2002-11-15,6032020.0
2002-11-18,5900706.0
2002-11-19,5718803.0
2002-11-20,5558429.0
2002-11-21,5457936.0
2002-11-22,5456202.0
2002-11-25,5395258.0
2002-11-26,5457823.0
2002-11-27,5278736.0
2002-11-28,5172794.0
2002-11-29,5138114.0
2002-12-02,4876692.0
2002-12-03,4785930.0
2002-12-04,5025618.0
2002-12-05,
2002-12-06,
2002-12-09,4975778.0
2002-12-10,5023598.0
2002-12-11,
2002-12-12,6125812.0
2002-12-13,5879074.0
2002-12-16,5802385.0
2002-12-17,5811869.0
2002-12-18,5401907.0
2002-12-19,5427835.0
2002-12-20,5282667.0
2002-12-23,5237280.0
2002-12-24,5147874.0
2002-12-25,5030347.0
2002-12-26,5135969.0
2002-12-27,5117736.0
2002-12-30,5129631.0
2002-12-31,5044783.0
2003-01-01,
2003-01-02,5203997.0
2003-01-03,5393805.0
2003-01-06,5249025.0
2003-01-07,5144356.0
2003-01-08,6111456.0
2003-01-09,6127346.0
2003-01-10,6000512.0
2003-01-13,5990340.0
2003-01-14,5887221.0
2003-01-15,5681585.0
2003-01-16,5732030.0
2003-01-17,5683208.0
2003-01-20,5517947.0
2003-01-21,5597916.0
2003-01-22,6240757.0
2003-01-23,6126764.0
2003-01-24,5904412.0
2003-01-27,5781725.0
2003-01-28,5806619.0
2003-01-29,5704053.0
2003-01-30,5629101.0
2003-01-31,5325482.0
2003-02-03,5312203.0
2003-02-04,5373345.0
2003-02-05,5958279.0
2003-02-06,5973082.0
2003-02-07,5653742.0
2003-02-10,5851855.0
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,5770172.0
2003-02-18,5745745.0
2003-02-19,5593237.0
2003-02-20,5373579.0
2003-02-21,5331901.0
2003-02-24,5405067.0
2003-02-25,5302017.0
2003-02-26,5079930.0
2003-02-27,4975874.0
2003-02-28,4784082.0
2003-03-03,4763419.0
2003-03-04,4775697.0
2003-03-05,5882323.0
2003-03-06,5883463.0
2003-03-07,5603606.0
2003-03-10,5482166.0
2003-03-11,5482128.0
2003-03-12,5342035.0
2003-03-13,5322126.0
2003-03-14,5268475.0
2003-03-17,5123708.0
2003-03-18,5448545.0
2003-03-19,5937728.0
2003-03-20,5952245.0
2003-03-21,5875160.0
2003-03-24,5709579.0
2003-03-25,5479083.0
2003-03-26,5618562.0
2003-03-27,5427852.0
2003-03-28,5280449.0
2003-03-31,5012761.0
2003-04-01,5135316.0
2003-04-02,5207897.0
2003-04-03,5057364.0
2003-04-04,4727086.0
2003-04-07,4602488.0
2003-04-08,4672680.0
2003-04-09,5671289.0
2003-04-10,5501424.0
2003-04-11,5557398.0
2003-04-14,5488856.0
2003-04-15,5453683.0
2003-04-16,5340840.0
2003-04-17,5394423.0
2003-04-18,5077775.0
2003-04-21,5101134.0
2003-04-22,5083297.0
2003-04-23,
2003-04-24,4988021.0
2003-04-25,5091810.0
2003-04-28,5067077.0
2003-04-29,4825459.0
2003-04-30,4723805.0
2003-05-01,4635155.0
2003-05-02,4510911.0
2003-05-05,4449174.0
2003-05-06,4460244.0
2003-05-07,5005610.0
2003-05-08,5072009.0
2003-05-09,4975518.0
2003-05-12,4949502.0
2003-05-13,4963866.0
2003-05-14,4346672.0
2003-05-15,4215559.0
2003-05-16,4130252.0
2003-05-19,
2003-05-20,3969102.0
2003-05-21,5117097.0
2003-05-22,5148996.0
2003-05-23,5060988.0
2003-05-26,4841549.0
2003-05-27,4803223.0
2003-05-28,4637830.0
2003-05-29,4547533.0
2003-05-30,4377831.0
2003-06-02,4106457.0
2003-06-03,4144628.0
2003-06-04,4256776.0
2003-06-05,4079761.0
2003-06-06,4107573.0
2003-06-09,4124237.0
2003-06-10,4127694.0
2003-06-11,4192173.0
2003-06-12,4317130.0
2003-06-13,4390570.0
2003-06-16,4310552.0
2003-06-17,4476750.0
2003-06-18,5243076.0
2003-06-19,5135169.0
2003-06-20,4923719.0
2003-06-23,4805398.0
2003-06-24,4867664.0
2003-06-25,4816063.0
2003-06-26,4886029.0
2003-06-27,4733438.0
2003-06-30,4303525.0
2003-07-01,4484438.0
2003-07-02,5507850.0
2003-07-03,6035295.0
2003-07-04,6055187.0
2003-07-07,5740490.0
2003-07-08,5943823.0
2003-07-09,5698882.0
2003-07-10,5850591.0
2003-07-11,5762335.0
2003-07-14,5728254.0
2003-07-15,5771287.0
2003-07-16,6248612.0
2003-07-17,6348204.0
2003-07-18,6349250.0
2003-07-21,6218771.0
2003-07-22,6304340.0
2003-07-23,5648099.0
2003-07-24,5579711.0
2003-07-25,5611660.0
2003-07-28,5647525.0
2003-07-29,5626319.0
2003-07-30,5565368.0
2003-07-31,5357750.0
2003-08-01,5325508.0
2003-08-04,5376350.0
2003-08-05,5335716.0
2003-08-06,5269383.0
2003-08-07,5251102.0
2003-08-08,5187334.0
2003-08-11,5246782.0
2003-08-12,5319301.0
2003-08-13,6112519.0
2003-08-14,5906318.0
2003-08-15,5730907.0
2003-08-18,5562326.0
2003-08-19,5443719.0
2003-08-20,4764079.0
2003-08-21,4691506.0
2003-08-22,4693078.0
2003-08-25,4595263.0
2003-08-26,4663665.0
2003-08-27,6245636.0
2003-08-28,6281852.0
2003-08-29,6285404.0
2003-09-01,5899419.0
2003-09-02,5839787.0
2003-09-03,5656790.0
2003-09-04,5569534.0
2003-09-05,5487814.0
2003-09-08,5474158.0
2003-09-09,5550607.0
2003-09-10,5458957.0
2003-09-11,5577459.0
2003-09-12,5422177.0
2003-09-15,5332624.0
2003-09-16,5434875.0
2003-09-17,5663647.0
2003-09-18,5871384.0
2003-09-19,5795742.0
2003-09-22,6021892.0
2003-09-23,6069779.0
2003-09-24,6159673.0
2003-09-25,6065787.0
2003-09-26,5763617.0
2003-09-29,6174503.0
2003-09-30,5565265.0
2003-10-01,5700079.0
2003-10-02,5740127.0
2003-10-03,5862031.0
2003-10-06,5935723.0
2003-10-07,6082586.0
2003-10-08,
2003-10-09,7291678.0
2003-10-10,7246502.0
2003-10-13,7206014.0
2003-10-14,7236576.0
2003-10-15,7827983.0
2003-10-16,7806698.0
2003-10-17,7372569.0
2003-10-20,8190253.0
2003-10-21,8321061.0
2003-10-22,8240739.0
2003-10-23,8215361.0
2003-10-24,7895231.0
2003-10-27,7759803.0
2003-10-28,7859250.0
2003-10-29,
2003-10-30,7793433.0
2003-10-31,6952508.0
2003-11-03,7246425.0
2003-11-04,6978868.0
2003-11-05,7537995.0
2003-11-06,7407057.0
2003-11-07,7404990.0
2003-11-10,7440684.0
2003-11-11,7243286.0
2003-11-12,7131026.0
2003-11-13,7369782.0
2003-11-14,6974851.0
2003-11-17,7089067.0
2003-11-18,6807174.0
2003-11-19,7678591.0
2003-11-20,7420837.0
2003-11-21,7281671.0
2003-11-24,7473523.0
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,7376952.0
2003-12-01,6880363.0
2003-12-02,6818705.0
2003-12-03,7878396.0
2003-12-04,7868638.0
2003-12-05,7713148.0
2003-12-08,7535778.0
2003-12-09,7603818.0
2003-12-10,7412962.0
2003-12-11,7498181.0
2003-12-12,7594855.0
2003-12-15,12913344.0
2003-12-16,7648455.0
2003-12-17,7274213.0
2003-12-18,7305300.0
2003-12-19,7262796.0
2003-12-22,6375096.0
2003-12-23,6893164.0
2003-12-24,6914671.0
2003-12-25,6956123.0
2003-12-26,6886931.0
2003-12-29,6758858.0
2003-12-30,6521159.0
2003-12-31,6374734.0
2004-01-01,
2004-01-02,6640068.0
2004-01-05,6607655.0
2004-01-06,6508293.0
2004-01-07,6459340.0
2004-01-08,6440746.0
2004-01-09,6255053.0
2004-01-12,6193218.0
2004-01-13,6056514.0
2004-01-14,5562530.0
2004-01-15,5466962.0
2004-01-16,5425435.0
2004-01-19,5338059.0
2004-01-20,5698687.0
2004-01-21,5776007.0
2004-01-22,5942836.0
2004-01-23,5880756.0
2004-01-26,5678017.0
2004-01-27,5337804.0
2004-01-28,7147263.0
2004-01-29,7278529.0
2004-01-30,7245539.0
2004-02-02,
2004-02-03,
2004-02-04,
2004-02-05,7259124.0
2004-02-06,7111935.0
2004-02-09,7037947.0
2004-02-10,7127131.0
2004-02-11,7319551.0
2004-02-12,7589893.0
2004-02-13,7488974.0
2004-02-16,7466277.0
2004-02-17,7596653.0
2004-02-18,8195689.0
2004-02-19,8236319.0
2004-02-20,7969145.0
2004-02-23,7778235.0
2004-02-24,7755105.0
2004-02-25,7870738.0
2004-02-26,7759478.0
2004-02-27,7730721.0
2004-03-01,7567748.0
2004-03-02,7714218.0
2004-03-03,8354767.0
2004-03-04,8275499.0
2004-03-05,8106172.0
2004-03-08,7965977.0
