Tarih,TP_RP01_MYR
2000-07-05,7709586.0
2000-07-06,7866446.0
2000-07-07,7798688.0
2000-07-10,7624763.0
2000-07-11,7720881.0
2000-07-12,7609372.0
2000-07-13,7908319.0
2000-07-14,7817817.0
2000-07-17,7563902.0
2000-07-18,7731273.0
2000-07-19,7710392.0
2000-07-20,7583614.0
2000-07-21,7672789.0
2000-07-24,7500043.0
2000-07-25,7485622.0
2000-07-26,7194103.0
2000-07-27,7003757.0
2000-07-28,6914011.0
2000-07-31,6869957.0
2000-08-01,6702687.0
2000-08-02,6868591.0
2000-08-03,6963679.0
2000-08-04,6973999.0
2000-08-07,7113538.0
2000-08-08,7114638.0
2000-08-09,7216002.0
2000-08-10,6910827.0
2000-08-11,7221386.0
2000-08-14,7051814.0
2000-08-15,6985529.0
2000-08-16,7171606.0
2000-08-17,6965032.0
2000-08-18,6928031.0
2000-08-21,6857961.0
2000-08-22,6889447.0
2000-08-23,7227787.0
2000-08-24,7272346.0
2000-08-25,7355945.0
2000-08-28,7450627.0
2000-08-29,7409711.0
2000-08-30,
2000-08-31,7545048.0
2000-09-01,7483540.0
2000-09-04,7182619.0
2000-09-05,7269808.0
2000-09-06,7439413.0
2000-09-07,7567790.0
2000-09-08,7894034.0
2000-09-11,7408165.0
2000-09-12,7752568.0
2000-09-13,7581162.0
2000-09-14,7626077.0
2000-09-15,7519153.0
2000-09-18,7657104.0
2000-09-19,7648452.0
2000-09-20,7404559.0
2000-09-21,7607217.0
2000-09-22,7664153.0
2000-09-25,7483151.0
2000-09-26,7755385.0
2000-09-27,7719468.0
2000-09-28,7505069.0
2000-09-29,7243405.0
2000-10-02,6726538.0
2000-10-03,6724092.0
2000-10-04,6697062.0
2000-10-05,6752131.0
2000-10-06,7271234.0
2000-10-09,7164847.0
2000-10-10,7104253.0
2000-10-11,7226532.0
2000-10-12,7223894.0
2000-10-13,7201198.0
2000-10-16,7051426.0
2000-10-17,7018383.0
2000-10-18,7067023.0
2000-10-19,6934660.0
2000-10-20,7077802.0
2000-10-23,7017777.0
2000-10-24,6942300.0
2000-10-25,7091449.0
2000-10-26,7109535.0
2000-10-27,7051247.0
2000-10-30,6970769.0
2000-10-31,7430581.0
2000-11-01,7126509.0
2000-11-02,7111410.0
2000-11-03,7301650.0
2000-11-06,7108855.0
2000-11-07,7306640.0
2000-11-08,7406070.0
2000-11-09,7390819.0
2000-11-10,7448042.0
2000-11-13,7326928.0
2000-11-14,7275713.0
2000-11-15,7496224.0
2000-11-16,7454095.0
2000-11-17,7228402.0
2000-11-20,7036379.0
2000-11-21,7143176.0
2000-11-22,7198643.0
2000-11-23,7165178.0
2000-11-24,7242133.0
2000-11-27,7048386.0
2000-11-28,7144655.0
2000-11-29,6907345.0
2000-11-30,6695100.0
2000-12-01,7060597.0
2000-12-04,7365578.0
2000-12-05,7649821.0
2000-12-06,7240176.0
2000-12-07,7400081.0
2000-12-08,8250036.0
2000-12-11,7804928.0
2000-12-12,7860379.0
2000-12-13,7875002.0
2000-12-14,7771289.0
2000-12-15,7783903.0
2000-12-18,7110439.0
2000-12-19,7091751.0
2000-12-20,6964430.0
2000-12-21,6883885.0
2000-12-22,6391069.0
2000-12-25,6145937.0
2000-12-26,5977113.0
2000-12-27,
2000-12-28,
2000-12-29,
2001-01-01,
2001-01-02,6526527.0
2001-01-03,6517289.0
2001-01-04,7435661.0
2001-01-05,8218881.0
2001-01-08,7502471.0
2001-01-09,7284938.0
2001-01-10,6745209.0
2001-01-11,6646526.0
2001-01-12,6583557.0
2001-01-15,6572125.0
2001-01-16,6559961.0
2001-01-17,6391312.0
2001-01-18,6361708.0
2001-01-19,6605103.0
2001-01-22,6199692.0
2001-01-23,6212509.0
2001-01-24,6104115.0
2001-01-25,6050076.0
2001-01-26,6483022.0
2001-01-29,6089675.0
2001-01-30,5997456.0
2001-01-31,6314095.0
2001-02-01,5931755.0
2001-02-02,6965479.0
2001-02-05,6371384.0
2001-02-06,6488813.0
2001-02-07,6659550.0
2001-02-08,6777103.0
2001-02-09,7658783.0
2001-02-12,7398571.0
2001-02-13,7349497.0
2001-02-14,7514429.0
2001-02-15,7131337.0
2001-02-16,7822980.0
2001-02-19,7446494.0
2001-02-20,7337228.0
2001-02-21,7540579.0
2001-02-22,7397289.0
2001-02-23,6987542.0
2001-02-26,6664756.0
2001-02-27,5895239.0
2001-02-28,6220751.0
2001-03-01,4910734.0
2001-03-02,4610472.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,5029038.0
2001-03-12,5205364.0
2001-03-13,4954886.0
2001-03-14,5072264.0
2001-03-15,5077711.0
2001-03-16,5731930.0
2001-03-19,5454635.0
2001-03-20,5673017.0
2001-03-21,4628602.0
2001-03-22,4366344.0
2001-03-23,4843993.0
2001-03-26,4390121.0
2001-03-27,4394570.0
2001-03-28,4279180.0
2001-03-29,4184197.0
2001-03-30,3868185.0
2001-04-02,4016941.0
2001-04-03,3964340.0
2001-04-04,3886894.0
2001-04-05,3899253.0
2001-04-06,4050275.0
2001-04-09,3947549.0
2001-04-10,3989485.0
2001-04-11,3935664.0
2001-04-12,3900065.0
2001-04-13,4127264.0
2001-04-16,3747919.0
2001-04-17,3780471.0
2001-04-18,3729767.0
2001-04-19,3785371.0
2001-04-20,4535816.0
2001-04-23,
2001-04-24,4948777.0
2001-04-25,5102016.0
2001-04-26,4972975.0
2001-04-27,5850124.0
2001-04-30,4763452.0
2001-05-01,5076236.0
2001-05-02,4853104.0
2001-05-03,5001262.0
2001-05-04,5291249.0
2001-05-07,5067952.0
2001-05-08,5137721.0
2001-05-09,4989580.0
2001-05-10,4967940.0
2001-05-11,5668091.0
2001-05-14,5007457.0
2001-05-15,4907641.0
2001-05-16,4889176.0
2001-05-17,4836311.0
2001-05-18,5045238.0
2001-05-21,4820769.0
2001-05-22,4687913.0
2001-05-23,5100889.0
2001-05-24,5097720.0
2001-05-25,5720299.0
2001-05-28,5234092.0
2001-05-29,5024025.0
2001-05-30,5136506.0
2001-05-31,5613221.0
2001-06-01,5450687.0
2001-06-04,5349323.0
2001-06-05,5328104.0
2001-06-06,5396143.0
2001-06-07,5393304.0
2001-06-08,6393086.0
2001-06-11,5745800.0
2001-06-12,5343897.0
2001-06-13,5153147.0
2001-06-14,5004027.0
2001-06-15,4376909.0
2001-06-18,4473427.0
2001-06-19,4837277.0
2001-06-20,5053647.0
2001-06-21,5277906.0
2001-06-22,6476512.0
2001-06-25,5796904.0
2001-06-26,5909790.0
2001-06-27,6176443.0
2001-06-28,5587887.0
2001-06-29,5795387.0
2001-07-02,5823941.0
2001-07-03,5986202.0
2001-07-04,6045087.0
2001-07-05,6171796.0
2001-07-06,6764022.0
2001-07-09,6407019.0
2001-07-10,6441928.0
2001-07-11,6435716.0
2001-07-12,6456778.0
2001-07-13,7297983.0
2001-07-16,6556193.0
2001-07-17,6597490.0
2001-07-18,6659286.0
2001-07-19,6913248.0
2001-07-20,7268920.0
2001-07-23,6977323.0
2001-07-24,6927935.0
2001-07-25,6824802.0
2001-07-26,6542241.0
2001-07-27,7113747.0
2001-07-30,6263223.0
2001-07-31,7330829.0
2001-08-01,6587902.0
2001-08-02,6672858.0
2001-08-03,7014995.0
2001-08-06,6713545.0
2001-08-07,6588824.0
2001-08-08,6737506.0
2001-08-09,6747386.0
2001-08-10,7290764.0
2001-08-13,6550926.0
2001-08-14,6564762.0
2001-08-15,6744784.0
2001-08-16,6790856.0
2001-08-17,6814888.0
2001-08-20,5904484.0
2001-08-21,5809217.0
2001-08-22,5444924.0
2001-08-23,5070432.0
2001-08-24,5475295.0
2001-08-27,4480018.0
2001-08-28,4284152.0
2001-08-29,4234457.0
2001-08-30,
2001-08-31,4436090.0
2001-09-03,3934900.0
2001-09-04,3989518.0
2001-09-05,4037878.0
2001-09-06,4110475.0
2001-09-07,4331509.0
2001-09-10,3993065.0
2001-09-11,4028782.0
2001-09-12,4041056.0
2001-09-13,4028455.0
2001-09-14,3900268.0
2001-09-17,3977265.0
2001-09-18,3879812.0
2001-09-19,3939222.0
2001-09-20,3767400.0
2001-09-21,3834711.0
2001-09-24,3613315.0
2001-09-25,3588417.0
2001-09-26,3440324.0
2001-09-27,3426782.0
2001-09-28,4036560.0
2001-10-01,3310484.0
2001-10-02,3343439.0
2001-10-03,3397737.0
2001-10-04,3475209.0
2001-10-05,3640555.0
2001-10-08,3789086.0
2001-10-09,3509508.0
2001-10-10,3481878.0
2001-10-11,3522279.0
2001-10-12,3529732.0
2001-10-15,3446233.0
2001-10-16,3480473.0
2001-10-17,3497445.0
2001-10-18,3477287.0
2001-10-19,3529765.0
2001-10-22,3286546.0
2001-10-23,3306917.0
2001-10-24,3367041.0
2001-10-25,3181135.0
2001-10-26,3268434.0
2001-10-29,
2001-10-30,3091323.0
2001-10-31,3689646.0
2001-11-01,3012397.0
2001-11-02,2429210.0
2001-11-05,3251702.0
2001-11-06,3311763.0
2001-11-07,3417497.0
2001-11-08,3395886.0
2001-11-09,3569490.0
2001-11-12,3458280.0
2001-11-13,3588179.0
2001-11-14,3556732.0
2001-11-15,3421332.0
2001-11-16,3691615.0
2001-11-19,3469195.0
2001-11-20,3375145.0
2001-11-21,3374404.0
2001-11-22,3359340.0
2001-11-23,3387451.0
2001-11-26,3007466.0
2001-11-27,3156994.0
2001-11-28,3176445.0
2001-11-29,3150723.0
2001-11-30,3834010.0
2001-12-03,3140057.0
2001-12-04,3083191.0
2001-12-05,3259973.0
2001-12-06,3241240.0
2001-12-07,3332339.0
2001-12-10,3233922.0
2001-12-11,3232752.0
2001-12-12,3189273.0
2001-12-13,3089892.0
2001-12-14,3120033.0
2001-12-17,
2001-12-18,
2001-12-19,3092053.0
2001-12-20,3099624.0
2001-12-21,3077874.0
2001-12-24,3025803.0
2001-12-25,2960967.0
2001-12-26,2943933.0
2001-12-27,2946612.0
2001-12-28,2797658.0
2001-12-31,3379579.0
2002-01-01,
2002-01-02,3401465.0
2002-01-03,3430376.0
2002-01-04,3564991.0
2002-01-07,3470325.0
2002-01-08,3601972.0
2002-01-09,3457544.0
2002-01-10,3521085.0
2002-01-11,3589529.0
2002-01-14,3440217.0
2002-01-15,3332388.0
2002-01-16,3381372.0
2002-01-17,3382647.0
2002-01-18,3351532.0
2002-01-21,3239193.0
2002-01-22,3228840.0
2002-01-23,3458298.0
2002-01-24,3502600.0
2002-01-25,3304024.0
2002-01-28,3321594.0
2002-01-29,3316415.0
2002-01-30,3375171.0
2002-01-31,3789459.0
2002-02-01,3284635.0
2002-02-04,3381544.0
2002-02-05,3722619.0
2002-02-06,3469071.0
2002-02-07,3429896.0
2002-02-08,3519915.0
2002-02-11,3338721.0
2002-02-12,3462264.0
2002-02-13,3715300.0
2002-02-14,3438416.0
2002-02-15,3407835.0
2002-02-18,3294985.0
2002-02-19,3307503.0
2002-02-20,3174176.0
2002-02-21,3244762.0
2002-02-22,
2002-02-25,
2002-02-26,2956387.0
2002-02-27,3154788.0
2002-02-28,3931719.0
2002-03-01,3285348.0
2002-03-04,3495259.0
2002-03-05,3287308.0
2002-03-06,3306283.0
2002-03-07,3366563.0
2002-03-08,3429370.0
2002-03-11,3350903.0
2002-03-12,3347726.0
2002-03-13,3221357.0
2002-03-14,3144509.0
2002-03-15,3019058.0
2002-03-18,3201947.0
2002-03-19,3274180.0
2002-03-20,3310405.0
2002-03-21,3374129.0
2002-03-22,3460660.0
2002-03-25,3115179.0
2002-03-26,3245754.0
2002-03-27,3276491.0
2002-03-28,3275352.0
2002-03-29,3689730.0
2002-04-01,3431793.0
2002-04-02,3446933.0
2002-04-03,3693911.0
2002-04-04,3879265.0
2002-04-05,3775812.0
2002-04-08,3692732.0
2002-04-09,3737117.0
2002-04-10,3581118.0
2002-04-11,3552369.0
2002-04-12,3546583.0
2002-04-15,3442247.0
2002-04-16,3317343.0
2002-04-17,3407273.0
2002-04-18,3435024.0
2002-04-19,3462509.0
2002-04-22,3423772.0
2002-04-23,
2002-04-24,3436116.0
2002-04-25,3087348.0
2002-04-26,3246218.0
2002-04-29,3127179.0
2002-04-30,3109888.0
2002-05-01,3109249.0
2002-05-02,3163007.0
2002-05-03,3453610.0
2002-05-06,3513907.0
2002-05-07,3589170.0
2002-05-08,3710727.0
2002-05-09,3720944.0
2002-05-10,3639871.0
2002-05-13,3608718.0
2002-05-14,3680643.0
2002-05-15,3784724.0
2002-05-16,3278843.0
2002-05-17,3585213.0
2002-05-20,3511628.0
2002-05-21,3494106.0
2002-05-22,3572333.0
2002-05-23,3713717.0
2002-05-24,4448031.0
2002-05-27,3400124.0
2002-05-28,3584214.0
2002-05-29,3646219.0
2002-05-30,3685570.0
2002-05-31,3659169.0
2002-06-03,3964340.0
2002-06-04,4058351.0
2002-06-05,4342474.0
2002-06-06,4566897.0
2002-06-07,5450078.0
2002-06-10,4546576.0
2002-06-11,4574709.0
2002-06-12,4581866.0
2002-06-13,4547203.0
2002-06-14,4468409.0
2002-06-17,4019569.0
2002-06-18,4335480.0
2002-06-19,4105741.0
2002-06-20,4049261.0
2002-06-21,4934391.0
2002-06-24,4127535.0
2002-06-25,3793934.0
2002-06-26,3844680.0
2002-06-27,3581639.0
2002-06-28,3706914.0
2002-07-01,3635319.0
2002-07-02,3826089.0
2002-07-03,3902088.0
2002-07-04,4311242.0
2002-07-05,5171897.0
2002-07-08,4435847.0
2002-07-09,4518192.0
2002-07-10,4464747.0
2002-07-11,4417244.0
2002-07-12,4507278.0
2002-07-15,4310524.0
2002-07-16,4331088.0
2002-07-17,4019974.0
2002-07-18,4016981.0
2002-07-19,4973268.0
2002-07-22,3994585.0
2002-07-23,4101551.0
2002-07-24,4233077.0
2002-07-25,3661884.0
2002-07-26,3763746.0
2002-07-29,3946504.0
2002-07-30,3915277.0
2002-07-31,4043710.0
2002-08-01,3955508.0
2002-08-02,4919001.0
2002-08-05,3919292.0
2002-08-06,3998289.0
2002-08-07,4061324.0
2002-08-08,4200280.0
2002-08-09,4215541.0
2002-08-12,3990317.0
2002-08-13,3951573.0
2002-08-14,3828788.0
2002-08-15,3457475.0
2002-08-16,4220308.0
2002-08-19,3506766.0
2002-08-20,3545146.0
2002-08-21,3449718.0
2002-08-22,3473763.0
2002-08-23,3612279.0
2002-08-26,3014294.0
2002-08-27,3104993.0
2002-08-28,3331421.0
2002-08-29,4010915.0
2002-08-30,
2002-09-02,3299591.0
2002-09-03,3334946.0
2002-09-04,3264436.0
2002-09-05,3074778.0
2002-09-06,3069474.0
2002-09-09,3038377.0
2002-09-10,2978760.0
2002-09-11,3029654.0
2002-09-12,3004625.0
2002-09-13,3634725.0
2002-09-16,2733873.0
2002-09-17,2814602.0
2002-09-18,2874761.0
2002-09-19,2955944.0
2002-09-20,2896434.0
2002-09-23,2853191.0
2002-09-24,2968101.0
2002-09-25,2785956.0
2002-09-26,2784182.0
2002-09-27,3390803.0
2002-09-30,2914676.0
2002-10-01,2725994.0
2002-10-02,2714789.0
2002-10-03,2739456.0
2002-10-04,2830695.0
2002-10-07,2801876.0
2002-10-08,2777200.0
2002-10-09,2769346.0
2002-10-10,2714907.0
2002-10-11,3364066.0
2002-10-14,2700759.0
2002-10-15,2706245.0
2002-10-16,2570255.0
2002-10-17,2568177.0
2002-10-18,2595582.0
2002-10-21,2576144.0
2002-10-22,2606715.0
2002-10-23,3001565.0
2002-10-24,2969575.0
2002-10-25,3443829.0
2002-10-28,2803294.0
2002-10-29,
2002-10-30,2620069.0
2002-10-31,2483257.0
2002-11-01,2564460.0
2002-11-04,2698618.0
2002-11-05,2680061.0
2002-11-06,2917774.0
2002-11-07,2862294.0
2002-11-08,3248413.0
2002-11-11,2844542.0
2002-11-12,2828419.0
2002-11-13,2836884.0
2002-11-14,2745040.0
2002-11-15,2580339.0
2002-11-18,2517394.0
2002-11-19,2546542.0
2002-11-20,2538058.0
2002-11-21,2518541.0
2002-11-22,2844173.0
2002-11-25,2500012.0
2002-11-26,2569018.0
2002-11-27,2496433.0
2002-11-28,2450596.0
2002-11-29,2466265.0
2002-12-02,2323747.0
2002-12-03,2697501.0
2002-12-04,2971730.0
2002-12-05,
2002-12-06,
2002-12-09,2660694.0
2002-12-10,2767163.0
2002-12-11,
2002-12-12,2850569.0
2002-12-13,2795836.0
2002-12-16,2764213.0
2002-12-17,2653030.0
2002-12-18,2684901.0
2002-12-19,2619766.0
2002-12-20,3084588.0
2002-12-23,2664097.0
2002-12-24,2754405.0
2002-12-25,2749692.0
2002-12-26,2780234.0
2002-12-27,2763038.0
2002-12-30,2693441.0
2002-12-31,2757321.0
2003-01-01,
2003-01-02,2904606.0
2003-01-03,3626364.0
2003-01-06,3034924.0
2003-01-07,3056032.0
2003-01-08,3276374.0
2003-01-09,3208079.0
2003-01-10,3260292.0
2003-01-13,3254153.0
2003-01-14,3079449.0
2003-01-15,2946565.0
2003-01-16,2964461.0
2003-01-17,3566930.0
2003-01-20,2867382.0
2003-01-21,2956430.0
2003-01-22,3088882.0
2003-01-23,2991841.0
2003-01-24,2965746.0
2003-01-27,2852208.0
2003-01-28,2861872.0
2003-01-29,2824055.0
2003-01-30,2812688.0
2003-01-31,3218782.0
2003-02-03,2802866.0
2003-02-04,2881889.0
2003-02-05,3049463.0
2003-02-06,2989022.0
2003-02-07,2888212.0
2003-02-10,2993399.0
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,2852113.0
2003-02-18,2721182.0
2003-02-19,2725515.0
2003-02-20,2653452.0
2003-02-21,2770151.0
2003-02-24,2785179.0
2003-02-25,2749510.0
2003-02-26,2784419.0
2003-02-27,2820455.0
2003-02-28,3090109.0
2003-03-03,2919289.0
2003-03-04,3250374.0
2003-03-05,3409815.0
2003-03-06,3364531.0
2003-03-07,3403939.0
2003-03-10,3406060.0
2003-03-11,3458602.0
2003-03-12,3528854.0
2003-03-13,3573317.0
2003-03-14,3963431.0
2003-03-17,3468053.0
2003-03-18,3221863.0
2003-03-19,3537235.0
2003-03-20,3280797.0
2003-03-21,3659607.0
2003-03-24,3432706.0
2003-03-25,3378867.0
2003-03-26,3442181.0
2003-03-27,3236377.0
2003-03-28,3924595.0
2003-03-31,3348239.0
2003-04-01,2968874.0
2003-04-02,3155529.0
2003-04-03,3153235.0
2003-04-04,3269139.0
2003-04-07,3114208.0
2003-04-08,3223938.0
2003-04-09,3513127.0
2003-04-10,3450902.0
2003-04-11,3982726.0
2003-04-14,3460584.0
2003-04-15,3218057.0
2003-04-16,3181502.0
2003-04-17,3105396.0
2003-04-18,3011646.0
2003-04-21,2895103.0
2003-04-22,2924594.0
2003-04-23,
2003-04-24,2992140.0
2003-04-25,3235045.0
2003-04-28,2983666.0
2003-04-29,2941364.0
2003-04-30,2772404.0
2003-05-01,2805274.0
2003-05-02,2850052.0
2003-05-05,2962898.0
2003-05-06,3039978.0
2003-05-07,3386091.0
2003-05-08,3346867.0
2003-05-09,3642678.0
2003-05-12,3238007.0
2003-05-13,3258457.0
2003-05-14,3180901.0
2003-05-15,2779253.0
2003-05-16,2675789.0
2003-05-19,
2003-05-20,2571513.0
2003-05-21,3003790.0
2003-05-22,2767437.0
2003-05-23,3158298.0
2003-05-26,2666278.0
2003-05-27,2720168.0
2003-05-28,2741687.0
2003-05-29,2794762.0
2003-05-30,2660204.0
2003-06-02,2660843.0
2003-06-03,2752603.0
2003-06-04,2745497.0
2003-06-05,3021391.0
2003-06-06,3374441.0
2003-06-09,3246212.0
2003-06-10,3205745.0
2003-06-11,3020534.0
2003-06-12,3025009.0
2003-06-13,2904778.0
2003-06-16,2937183.0
2003-06-17,2821391.0
2003-06-18,2581703.0
2003-06-19,2514198.0
2003-06-20,2687668.0
2003-06-23,2673139.0
2003-06-24,2556564.0
2003-06-25,2455215.0
2003-06-26,2480421.0
2003-06-27,2440162.0
2003-06-30,2265221.0
2003-07-01,2486892.0
2003-07-02,2974677.0
2003-07-03,3312117.0
2003-07-04,3336836.0
2003-07-07,3172625.0
2003-07-08,3158050.0
2003-07-09,3226149.0
2003-07-10,3120355.0
2003-07-11,2989383.0
2003-07-14,2923129.0
2003-07-15,2833055.0
2003-07-16,2736645.0
2003-07-17,2619075.0
2003-07-18,2620544.0
2003-07-21,2714820.0
2003-07-22,2734948.0
2003-07-23,2420366.0
2003-07-24,2535022.0
2003-07-25,2628250.0
2003-07-28,2524162.0
2003-07-29,2598429.0
2003-07-30,2717562.0
2003-07-31,2644850.0
2003-08-01,2816775.0
2003-08-04,2762684.0
2003-08-05,3338770.0
2003-08-06,3317110.0
2003-08-07,3307721.0
2003-08-08,3361639.0
2003-08-11,3328780.0
2003-08-12,3477655.0
2003-08-13,3552489.0
2003-08-14,2835545.0
2003-08-15,2814428.0
2003-08-18,2430854.0
2003-08-19,2529778.0
2003-08-20,2410864.0
2003-08-21,2359901.0
2003-08-22,2408586.0
2003-08-25,2399672.0
2003-08-26,2427821.0
2003-08-27,2730556.0
2003-08-28,2842327.0
2003-08-29,2656530.0
2003-09-01,2517088.0
2003-09-02,2617828.0
2003-09-03,2668824.0
2003-09-04,2969285.0
2003-09-05,2946044.0
2003-09-08,2951380.0
2003-09-09,3031504.0
2003-09-10,3039122.0
2003-09-11,3069561.0
2003-09-12,3102969.0
2003-09-15,2863307.0
2003-09-16,2614508.0
2003-09-17,2659579.0
2003-09-18,2607507.0
2003-09-19,2793532.0
2003-09-22,2999197.0
2003-09-23,2922583.0
2003-09-24,2909453.0
2003-09-25,2841194.0
2003-09-26,2998468.0
2003-09-29,2664185.0
2003-09-30,2600751.0
2003-10-01,2724849.0
2003-10-02,2756610.0
2003-10-03,3121004.0
2003-10-06,3177455.0
2003-10-07,3340874.0
2003-10-08,
2003-10-09,3560314.0
2003-10-10,3576822.0
2003-10-13,3496245.0
2003-10-14,3190471.0
2003-10-15,3039294.0
2003-10-16,3040749.0
2003-10-17,2845987.0
2003-10-20,2899112.0
2003-10-21,3060933.0
2003-10-22,3189429.0
2003-10-23,3105629.0
2003-10-24,3203059.0
2003-10-27,2974794.0
2003-10-28,3096706.0
2003-10-29,
2003-10-30,2977540.0
2003-10-31,2886117.0
2003-11-03,2900752.0
2003-11-04,3060295.0
2003-11-05,3628424.0
2003-11-06,3695156.0
2003-11-07,3750983.0
2003-11-10,3671278.0
2003-11-11,3796934.0
2003-11-12,3679803.0
2003-11-13,3395528.0
2003-11-14,3117252.0
2003-11-17,2757637.0
2003-11-18,2683397.0
2003-11-19,3449757.0
2003-11-20,3103182.0
2003-11-21,3405183.0
2003-11-24,3604339.0
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,3549869.0
2003-12-01,3388705.0
2003-12-02,3231804.0
2003-12-03,3326578.0
2003-12-04,3556655.0
2003-12-05,3464899.0
2003-12-08,3348274.0
2003-12-09,3451675.0
2003-12-10,3436068.0
2003-12-11,3445946.0
2003-12-12,3379494.0
2003-12-15,3300880.0
2003-12-16,3189036.0
2003-12-17,3172315.0
2003-12-18,3047821.0
2003-12-19,3008119.0
2003-12-22,3210653.0
2003-12-23,3539547.0
2003-12-24,3264165.0
2003-12-25,3029355.0
2003-12-26,3078653.0
2003-12-29,2988218.0
2003-12-30,2845212.0
2003-12-31,2818246.0
2004-01-01,
2004-01-02,3206672.0
2004-01-05,3359787.0
2004-01-06,3492765.0
2004-01-07,3500050.0
2004-01-08,3600536.0
2004-01-09,3694043.0
2004-01-12,3407310.0
2004-01-13,3418318.0
2004-01-14,3235848.0
2004-01-15,3101060.0
2004-01-16,3065698.0
2004-01-19,2884243.0
2004-01-20,2827729.0
2004-01-21,3047081.0
2004-01-22,2878984.0
2004-01-23,3149674.0
2004-01-26,2857188.0
2004-01-27,2866785.0
2004-01-28,3112264.0
2004-01-29,2906938.0
2004-01-30,2805683.0
2004-02-02,
2004-02-03,
2004-02-04,
2004-02-05,2730107.0
2004-02-06,2826958.0
2004-02-09,2960196.0
2004-02-10,3299438.0
2004-02-11,3384132.0
2004-02-12,3391167.0
2004-02-13,3216785.0
2004-02-16,3134474.0
2004-02-17,3107599.0
2004-02-18,3096291.0
2004-02-19,2929027.0
2004-02-20,2922184.0
2004-02-23,3044631.0
2004-02-24,2926672.0
2004-02-25,3032976.0
2004-02-26,2827070.0
2004-02-27,2909694.0
2004-03-01,2705170.0
2004-03-02,2699179.0
2004-03-03,3222728.0
2004-03-04,3335756.0
2004-03-05,3300621.0
2004-03-08,3307243.0
