Tarih,TP_UR_S13
2017-04-01,4650.0
2017-05-01,5207.0
2017-06-01,5214.0
2017-07-01,5444.0
2017-08-01,2377.0
2017-09-01,4337.0
2017-10-01,5856.0
2017-11-01,5144.0
2017-12-01,4669.0
2018-01-01,3703.0
2018-02-01,3962.0
2018-03-01,4831.0
2018-04-01,5296.0
2018-05-01,5059.0
2018-06-01,5059.0
2018-07-01,5235.0
2018-08-01,1552.0
2018-09-01,5315.0
2018-10-01,5624.0
2018-11-01,5724.0
2018-12-01,5574.0
2019-01-01,5062.0
2019-02-01,5369.0
2019-03-01,5505.0
2019-04-01,5025.0
2019-05-01,3880.0
2019-06-01,3399.0
2019-07-01,6635.0
2019-08-01,2577.0
2019-09-01,6531.0
2019-10-01,6025.0
2019-11-01,5622.0
2019-12-01,6038.0
2020-01-01,4885.0
2020-02-01,5322.0
2020-03-01,3690.0
2020-04-01,0.0
2020-05-01,3328.0
2020-06-01,4012.0
2020-07-01,5457.0
2020-08-01,3163.0
2020-09-01,5519.0
2020-10-01,5406.0
2020-11-01,5024.0
2020-12-01,5658.0
2021-01-01,4093.0
2021-02-01,4568.0
2021-03-01,5857.0
2021-04-01,1703.0
2021-05-01,26.0
2021-06-01,3413.0
2021-07-01,3659.0
2021-08-01,5433.0
2021-09-01,5229.0
2021-10-01,4215.0
2021-11-01,3677.0
2021-12-01,5005.0
2022-01-01,4698.0
2022-02-01,4307.0
2022-03-01,4600.0
2022-04-01,4119.0
2022-05-01,2983.0
2022-06-01,4594.0
2022-07-01,4179.0
2022-08-01,3073.0
2022-09-01,3823.0
2022-10-01,3302.0
2022-11-01,3581.0
2022-12-01,3652.0
2023-01-01,4337.0
2023-02-01,4884.0
2023-03-01,5544.0
2023-04-01,4471.0
2023-05-01,5084.0
2023-06-01,4492.0
2023-07-01,4909.0
2023-08-01,3310.0
2023-09-01,4413.0
2023-10-01,3111.0
2023-11-01,2708.0
2023-12-01,3644.0
2024-01-01,2930.0
2024-02-01,3557.0
2024-03-01,3881.0
2024-04-01,3742.0
2024-05-01,5257.0
2024-06-01,4553.0
2024-07-01,5849.0
2024-08-01,4479.0
2024-09-01,6992.0
2024-10-01,7541.0
2024-11-01,7133.0
2024-12-01,7268.0
2025-01-01,6812.0
2025-02-01,7581.0
2025-03-01,8581.0
2025-04-01,9154.0
2025-05-01,10584.0
2025-06-01,9112.0
2025-07-01,9408.0
2025-08-01,5744.0
2025-09-01,8842.0
