Tarih,TP_UR_S12
2010-02-01,120.0
2010-03-01,236.0
2010-04-01,282.0
2010-05-01,254.0
2010-06-01,201.0
2010-07-01,200.0
2010-08-01,218.0
2010-09-01,256.0
2010-10-01,242.0
2010-11-01,227.0
2010-12-01,373.0
2011-01-01,238.0
2011-02-01,290.0
2011-03-01,321.0
2011-04-01,283.0
2011-05-01,277.0
2011-06-01,216.0
2011-07-01,323.0
2011-08-01,299.0
2011-09-01,295.0
2011-10-01,315.0
2011-11-01,257.0
2011-12-01,395.0
2012-01-01,200.0
2012-02-01,284.0
2012-03-01,334.0
2012-04-01,270.0
2012-05-01,413.0
2012-06-01,367.0
2012-07-01,408.0
2012-08-01,236.0
2012-09-01,462.0
2012-10-01,434.0
2012-11-01,493.0
2012-12-01,257.0
2013-01-01,401.0
2013-02-01,427.0
2013-03-01,461.0
2013-04-01,415.0
2013-05-01,453.0
2013-06-01,442.0
2013-07-01,414.0
2013-08-01,244.0
2013-09-01,550.0
2013-10-01,448.0
2013-11-01,579.0
2013-12-01,363.0
2014-01-01,599.0
2014-02-01,536.0
2014-03-01,532.0
2014-04-01,543.0
2014-05-01,454.0
2014-06-01,496.0
2014-07-01,268.0
2014-08-01,472.0
2014-09-01,290.0
2014-10-01,394.0
2014-11-01,272.0
2014-12-01,468.0
2015-01-01,504.0
2015-02-01,503.0
2015-03-01,587.0
2015-04-01,530.0
2015-05-01,515.0
2015-06-01,600.0
2015-07-01,392.0
2015-08-01,591.0
2015-09-01,649.0
2015-10-01,648.0
2015-11-01,671.0
2015-12-01,941.0
2016-01-01,74.0
2016-02-01,239.0
2016-03-01,311.0
2016-04-01,320.0
2016-05-01,363.0
2016-06-01,329.0
2016-07-01,226.0
2016-08-01,440.0
2016-09-01,262.0
2016-10-01,294.0
2016-11-01,238.0
2016-12-01,236.0
2017-01-01,201.0
2017-02-01,248.0
2017-03-01,367.0
2017-04-01,235.0
2017-05-01,219.0
2017-06-01,185.0
2017-07-01,221.0
2017-08-01,317.0
2017-09-01,386.0
2017-10-01,393.0
2017-11-01,497.0
2017-12-01,463.0
2018-01-01,296.0
2018-02-01,349.0
2018-03-01,351.0
2018-04-01,315.0
2018-05-01,467.0
2018-06-01,228.0
2018-07-01,337.0
2018-08-01,136.0
2018-09-01,249.0
2018-10-01,218.0
2018-11-01,197.0
2018-12-01,173.0
2019-01-01,138.0
2019-02-01,135.0
2019-03-01,206.0
2019-04-01,174.0
2019-05-01,252.0
2019-06-01,174.0
2019-07-01,252.0
2019-08-01,169.0
2019-09-01,221.0
2019-10-01,291.0
2019-11-01,253.0
2019-12-01,285.0
2020-01-01,68.0
2020-02-01,198.0
2020-03-01,245.0
2020-04-01,97.0
2020-05-01,126.0
2020-06-01,184.0
2020-07-01,224.0
2020-08-01,143.0
2020-09-01,218.0
2020-10-01,157.0
2020-11-01,124.0
2020-12-01,259.0
2021-01-01,69.0
2021-02-01,157.0
2021-03-01,120.0
2021-04-01,162.0
2021-05-01,139.0
2021-06-01,221.0
2021-07-01,137.0
2021-08-01,264.0
2021-09-01,285.0
2021-10-01,220.0
2021-11-01,132.0
2021-12-01,247.0
2022-01-01,138.0
2022-02-01,210.0
2022-03-01,268.0
2022-04-01,234.0
2022-05-01,295.0
2022-06-01,332.0
2022-07-01,169.0
2022-08-01,295.0
2022-09-01,328.0
2022-10-01,279.0
2022-11-01,345.0
2022-12-01,442.0
2023-01-01,256.0
2023-02-01,303.0
2023-03-01,502.0
2023-04-01,367.0
2023-05-01,422.0
2023-06-01,387.0
2023-07-01,409.0
2023-08-01,446.0
2023-09-01,461.0
2023-10-01,429.0
2023-11-01,393.0
2023-12-01,289.0
2024-01-01,418.0
2024-02-01,484.0
2024-03-01,531.0
2024-04-01,361.0
2024-05-01,496.0
2024-06-01,428.0
2024-07-01,330.0
2024-08-01,227.0
2024-09-01,327.0
2024-10-01,429.0
2024-11-01,432.0
2024-12-01,483.0
2025-01-01,333.0
2025-02-01,388.0
2025-03-01,439.0
2025-04-01,358.0
2025-05-01,416.0
2025-06-01,395.0
2025-07-01,393.0
2025-08-01,354.0
2025-09-01,436.0
