Tarih,TP_UR_S10
2008-10-01,3308.0
2008-11-01,2880.0
2008-12-01,2436.0
2009-01-01,239.0
2009-02-01,383.0
2009-03-01,401.0
2009-04-01,350.0
2009-05-01,345.0
2009-06-01,566.0
2009-07-01,617.0
2009-08-01,895.0
2009-09-01,1221.0
2009-10-01,1102.0
2009-11-01,997.0
2009-12-01,1130.0
2010-01-01,630.0
2010-02-01,772.0
2010-03-01,1396.0
2010-04-01,1453.0
2010-05-01,1812.0
2010-06-01,2218.0
2010-07-01,1860.0
2010-08-01,2097.0
2010-09-01,2347.0
2010-10-01,2956.0
2010-11-01,2890.0
2010-12-01,3420.0
2011-01-01,1986.0
2011-02-01,2908.0
2011-03-01,3585.0
2011-04-01,3697.0
2011-05-01,3423.0
2011-06-01,3177.0
2011-07-01,2889.0
2011-08-01,2715.0
2011-09-01,3445.0
2011-10-01,3114.0
2011-11-01,2816.0
2011-12-01,3641.0
2012-01-01,2003.0
2012-02-01,2532.0
2012-03-01,2856.0
2012-04-01,2604.0
2012-05-01,3129.0
2012-06-01,3040.0
2012-07-01,2802.0
2012-08-01,2067.0
2012-09-01,2601.0
2012-10-01,2105.0
2012-11-01,2076.0
2012-12-01,1314.0
2013-01-01,2070.0
2013-02-01,2450.0
2013-03-01,2520.0
2013-04-01,2472.0
2013-05-01,2631.0
2013-06-01,2843.0
2013-07-01,2621.0
2013-08-01,2045.0
2013-09-01,2800.0
2013-10-01,2314.0
2013-11-01,2508.0
2013-12-01,2808.0
2014-01-01,2027.0
2014-02-01,2180.0
2014-03-01,2308.0
2014-04-01,2446.0
2014-05-01,2611.0
2014-06-01,2965.0
2014-07-01,2468.0
2014-08-01,2183.0
2014-09-01,3504.0
2014-10-01,2764.0
2014-11-01,2995.0
2014-12-01,3480.0
2015-01-01,2775.0
2015-02-01,2549.0
2015-03-01,3092.0
2015-04-01,3522.0
2015-05-01,3004.0
2015-06-01,3369.0
2015-07-01,2339.0
2015-08-01,2725.0
2015-09-01,2848.0
2015-10-01,2895.0
2015-11-01,2707.0
2015-12-01,4013.0
2016-01-01,449.0
2016-02-01,976.0
2016-03-01,1726.0
2016-04-01,1774.0
2016-05-01,1981.0
2016-06-01,2032.0
2016-07-01,1525.0
2016-08-01,1141.0
2016-09-01,1711.0
2016-10-01,1350.0
2016-11-01,1525.0
2016-12-01,1179.0
2017-01-01,924.0
2017-02-01,1678.0
2017-03-01,2122.0
2017-04-01,1614.0
2017-05-01,1822.0
2017-06-01,2005.0
2017-07-01,1539.0
2017-08-01,1068.0
2017-09-01,2555.0
2017-10-01,2460.0
2017-11-01,3011.0
2017-12-01,2701.0
2018-01-01,2139.0
2018-02-01,2553.0
2018-03-01,2572.0
2018-04-01,2502.0
2018-05-01,2577.0
2018-06-01,2540.0
2018-07-01,2468.0
2018-08-01,1364.0
2018-09-01,2144.0
2018-10-01,1793.0
2018-11-01,1400.0
2018-12-01,1477.0
2019-01-01,1394.0
2019-02-01,1690.0
2019-03-01,1827.0
2019-04-01,1169.0
2019-05-01,1411.0
2019-06-01,1695.0
2019-07-01,2347.0
2019-08-01,1756.0
2019-09-01,1894.0
2019-10-01,1123.0
2019-11-01,1341.0
2019-12-01,1356.0
2020-01-01,572.0
2020-02-01,1748.0
2020-03-01,2176.0
2020-04-01,278.0
2020-05-01,1137.0
2020-06-01,1649.0
2020-07-01,2156.0
2020-08-01,2113.0
2020-09-01,2646.0
2020-10-01,2798.0
2020-11-01,2963.0
2020-12-01,2890.0
2021-01-01,2372.0
2021-02-01,3114.0
2021-03-01,3712.0
2021-04-01,3431.0
2021-05-01,2529.0
2021-06-01,2871.0
2021-07-01,2080.0
2021-08-01,2343.0
2021-09-01,2244.0
2021-10-01,4190.0
2021-11-01,5640.0
2021-12-01,3939.0
2022-01-01,2625.0
2022-02-01,2924.0
2022-03-01,5946.0
2022-04-01,3797.0
2022-05-01,2858.0
2022-06-01,4163.0
2022-07-01,2518.0
2022-08-01,3012.0
2022-09-01,4561.0
2022-10-01,4851.0
2022-11-01,4756.0
2022-12-01,4564.0
2023-01-01,3987.0
2023-02-01,3994.0
2023-03-01,4946.0
2023-04-01,3987.0
2023-05-01,5157.0
2023-06-01,4392.0
2023-07-01,4236.0
2023-08-01,3765.0
2023-09-01,4900.0
2023-10-01,4868.0
2023-11-01,4414.0
2023-12-01,3674.0
2024-01-01,3660.0
2024-02-01,5588.0
2024-03-01,3672.0
2024-04-01,2561.0
2024-05-01,3256.0
2024-06-01,2635.0
2024-07-01,2818.0
2024-08-01,1919.0
2024-09-01,3070.0
2024-10-01,2840.0
2024-11-01,2619.0
2024-12-01,2651.0
2025-01-01,1306.0
2025-02-01,1294.0
2025-03-01,3409.0
2025-04-01,2759.0
2025-05-01,3468.0
2025-06-01,3344.0
2025-07-01,3002.0
2025-08-01,1944.0
2025-09-01,3184.0
