Tarih,TP_UR_S14
2019-07-01,881.0
2019-08-01,464.0
2019-09-01,691.0
2019-10-01,989.0
2019-11-01,869.0
2019-12-01,579.0
2020-01-01,665.0
2020-02-01,770.0
2020-03-01,776.0
2020-04-01,177.0
2020-05-01,522.0
2020-06-01,904.0
2020-07-01,738.0
2020-08-01,459.0
2020-09-01,818.0
2020-10-01,712.0
2020-11-01,726.0
2020-12-01,626.0
2021-01-01,254.0
2021-02-01,280.0
2021-03-01,453.0
2021-04-01,542.0
2021-05-01,472.0
2021-06-01,612.0
2021-07-01,505.0
2021-08-01,450.0
2021-09-01,345.0
2021-10-01,527.0
2021-11-01,562.0
2021-12-01,515.0
2022-01-01,243.0
2022-02-01,363.0
2022-03-01,712.0
2022-04-01,483.0
2022-05-01,613.0
2022-06-01,884.0
2022-07-01,584.0
2022-08-01,863.0
2022-09-01,715.0
2022-10-01,784.0
2022-11-01,883.0
2022-12-01,1215.0
2023-01-01,445.0
2023-02-01,649.0
2023-03-01,918.0
2023-04-01,910.0
2023-05-01,957.0
2023-06-01,824.0
2023-07-01,884.0
2023-08-01,945.0
2023-09-01,1012.0
2023-10-01,1107.0
2023-11-01,1012.0
2023-12-01,1198.0
2024-01-01,909.0
2024-02-01,1123.0
2024-03-01,1127.0
2024-04-01,748.0
2024-05-01,999.0
2024-06-01,641.0
2024-07-01,535.0
2024-08-01,562.0
2024-09-01,681.0
2024-10-01,800.0
2024-11-01,859.0
2024-12-01,924.0
2025-01-01,780.0
2025-02-01,872.0
2025-03-01,984.0
2025-04-01,933.0
2025-05-01,1068.0
2025-06-01,1016.0
2025-07-01,1049.0
2025-08-01,915.0
2025-09-01,1126.0
