Tarih,TP_TRY_MT01,TP_TRY_MT01
2017-02-03,2017-5,8.68
2017-02-10,2017-6,8.85
2017-02-17,2017-7,8.86
2017-02-24,2017-8,8.72
2017-03-03,2017-9,8.68
2017-03-10,2017-10,8.91
2017-03-17,2017-11,9.0
2017-03-24,2017-12,9.11
2017-03-31,2017-13,9.35
2017-04-07,2017-14,9.28
2017-04-14,2017-15,9.69
2017-04-21,2017-16,9.71
2017-04-28,2017-17,9.79
2017-05-05,2017-18,9.73
2017-05-12,2017-19,10.05
2017-05-19,2017-20,10.14
2017-05-26,2017-21,10.41
2017-06-02,2017-22,10.22
2017-06-09,2017-23,10.56
2017-06-16,2017-24,10.63
2017-06-23,2017-25,10.91
2017-06-30,2017-26,10.8
2017-07-07,2017-27,10.76
2017-07-14,2017-28,10.82
2017-07-21,2017-29,10.93
2017-07-28,2017-30,10.81
2017-08-04,2017-31,10.84
2017-08-11,2017-32,10.89
2017-08-18,2017-33,10.9
2017-08-25,2017-34,10.88
2017-09-01,2017-35,10.82
2017-09-08,2017-36,10.69
2017-09-15,2017-37,10.87
2017-09-22,2017-38,10.97
2017-09-29,2017-39,10.96
2017-10-06,2017-40,10.83
2017-10-13,2017-41,11.01
2017-10-20,2017-42,11.17
2017-10-27,2017-43,11.24
2017-11-03,2017-44,11.04
2017-11-10,2017-45,11.2
2017-11-17,2017-46,11.23
2017-11-24,2017-47,11.28
2017-12-01,2017-48,11.2
2017-12-08,2017-49,11.16
2017-12-15,2017-50,11.2
2017-12-22,2017-51,11.4
2017-12-29,2017-52,11.22
2018-01-05,2018-1,11.06
2018-01-12,2018-2,11.26
2018-01-19,2018-3,11.24
2018-01-26,2018-4,11.28
2018-02-02,2018-5,11.21
2018-02-09,2018-6,11.33
2018-02-16,2018-7,11.27
2018-02-23,2018-8,11.61
2018-03-02,2018-9,11.28
2018-03-09,2018-10,11.47
2018-03-16,2018-11,11.54
2018-03-23,2018-12,11.73
2018-03-30,2018-13,11.75
2018-04-06,2018-14,11.51
2018-04-13,2018-15,11.79
2018-04-20,2018-16,11.71
2018-04-27,2018-17,11.77
2018-05-04,2018-18,11.58
2018-05-11,2018-19,11.76
2018-05-18,2018-20,11.92
2018-05-25,2018-21,12.61
2018-06-01,2018-22,12.8
2018-06-08,2018-23,13.78
2018-06-15,2018-24,14.25
2018-06-22,2018-25,14.74
2018-06-29,2018-26,14.85
2018-07-06,2018-27,14.91
2018-07-13,2018-28,15.34
2018-07-20,2018-29,15.52
2018-07-27,2018-30,15.66
2018-08-03,2018-31,15.41
2018-08-10,2018-32,15.79
2018-08-17,2018-33,16.76
2018-08-24,2018-34,16.34
2018-08-31,2018-35,17.38
2018-09-07,2018-36,18.3
2018-09-14,2018-37,21.15
2018-09-21,2018-38,22.59
2018-09-28,2018-39,22.78
2018-10-05,2018-40,22.57
2018-10-12,2018-41,22.91
2018-10-19,2018-42,22.89
2018-10-26,2018-43,23.04
2018-11-02,2018-44,22.36
2018-11-09,2018-45,22.37
2018-11-16,2018-46,21.9
2018-11-23,2018-47,21.92
2018-11-30,2018-48,21.66
2018-12-07,2018-49,21.14
2018-12-14,2018-50,21.44
2018-12-21,2018-51,21.52
2018-12-28,2018-52,21.43
2019-01-04,2019-1,20.85
2019-01-11,2019-2,20.75
2019-01-18,2019-3,20.17
2019-01-25,2019-4,19.97
2019-02-01,2019-5,19.58
2019-02-08,2019-6,19.39
2019-02-15,2019-7,19.22
2019-02-22,2019-8,19.23
2019-03-01,2019-9,18.97
2019-03-08,2019-10,18.71
2019-03-15,2019-11,19.03
2019-03-22,2019-12,19.11
2019-03-29,2019-13,19.51
2019-04-05,2019-14,19.2
2019-04-12,2019-15,19.52
2019-04-19,2019-16,20.59
2019-04-26,2019-17,21.03
2019-05-03,2019-18,21.07
2019-05-10,2019-19,21.73
2019-05-17,2019-20,22.04
2019-05-24,2019-21,22.49
2019-05-31,2019-22,22.41
2019-06-07,2019-23,21.68
2019-06-14,2019-24,22.27
2019-06-21,2019-25,22.39
2019-06-28,2019-26,22.34
2019-07-05,2019-27,21.45
2019-07-12,2019-28,21.39
2019-07-19,2019-29,21.28
2019-07-26,2019-30,19.53
2019-08-02,2019-31,18.47
2019-08-09,2019-32,18.09
2019-08-16,2019-33,17.84
2019-08-23,2019-34,17.21
2019-08-30,2019-35,16.79
2019-09-06,2019-36,16.14
2019-09-13,2019-37,15.08
2019-09-20,2019-38,14.65
2019-09-27,2019-39,14.42
2019-10-04,2019-40,13.63
2019-10-11,2019-41,13.52
2019-10-18,2019-42,13.44
2019-10-25,2019-43,12.5
2019-11-01,2019-44,11.95
2019-11-08,2019-45,11.62
2019-11-15,2019-46,11.41
2019-11-22,2019-47,11.29
2019-11-29,2019-48,11.11
2019-12-06,2019-49,10.85
2019-12-13,2019-50,10.3
2019-12-20,2019-51,9.96
2019-12-27,2019-52,9.83
2020-01-03,2020-1,9.59
2020-01-10,2020-2,9.48
2020-01-17,2020-3,9.17
2020-01-24,2020-4,9.17
2020-01-31,2020-5,9.15
2020-02-07,2020-6,8.92
2020-02-14,2020-7,9.05
2020-02-21,2020-8,8.92
2020-02-28,2020-9,9.02
2020-03-06,2020-10,8.83
2020-03-13,2020-11,9.02
2020-03-20,2020-12,9.0
2020-03-27,2020-13,9.04
2020-04-03,2020-14,8.77
2020-04-10,2020-15,8.98
2020-04-17,2020-16,8.91
2020-04-24,2020-17,8.39
2020-05-01,2020-18,7.93
2020-05-08,2020-19,7.29
2020-05-15,2020-20,7.26
2020-05-22,2020-21,7.11
2020-05-29,2020-22,7.04
2020-06-05,2020-23,6.95
2020-06-12,2020-24,7.02
2020-06-19,2020-25,7.02
2020-06-26,2020-26,7.0
2020-07-03,2020-27,6.99
2020-07-10,2020-28,6.96
2020-07-17,2020-29,6.96
2020-07-24,2020-30,6.95
2020-07-31,2020-31,6.87
2020-08-07,2020-32,7.34
2020-08-14,2020-33,8.1
2020-08-21,2020-34,8.87
2020-08-28,2020-35,8.83
2020-09-04,2020-36,9.22
2020-09-11,2020-37,9.37
2020-09-18,2020-38,9.48
2020-09-25,2020-39,10.14
2020-10-02,2020-40,10.1
2020-10-09,2020-41,10.24
2020-10-16,2020-42,10.38
2020-10-23,2020-43,10.59
2020-10-30,2020-44,10.79
2020-11-06,2020-45,11.26
2020-11-13,2020-46,11.89
2020-11-20,2020-47,13.36
2020-11-27,2020-48,14.05
2020-12-04,2020-49,14.09
2020-12-11,2020-50,14.43
2020-12-18,2020-51,14.6
2020-12-25,2020-52,15.44
2021-01-01,2021-1,16.07
2021-01-08,2021-2,15.46
2021-01-15,2021-3,15.59
2021-01-22,2021-4,15.55
2021-01-29,2021-5,15.65
2021-02-05,2021-6,15.42
2021-02-12,2021-7,15.51
2021-02-19,2021-8,15.53
2021-02-26,2021-9,15.71
2021-03-05,2021-10,15.58
2021-03-12,2021-11,15.92
2021-03-19,2021-12,16.53
2021-03-26,2021-13,17.24
2021-04-02,2021-14,16.91
2021-04-09,2021-15,17.1
2021-04-16,2021-16,17.21
2021-04-23,2021-17,17.31
2021-04-30,2021-18,17.34
2021-05-07,2021-19,17.33
2021-05-14,2021-20,17.54
2021-05-21,2021-21,17.33
2021-05-28,2021-22,17.39
2021-06-04,2021-23,17.19
2021-06-11,2021-24,17.35
2021-06-18,2021-25,17.39
2021-06-25,2021-26,17.57
2021-07-02,2021-27,17.25
2021-07-09,2021-28,17.15
2021-07-16,2021-29,17.41
2021-07-23,2021-30,17.38
2021-07-30,2021-31,17.42
2021-08-06,2021-32,17.18
2021-08-13,2021-33,17.49
2021-08-20,2021-34,17.48
2021-08-27,2021-35,17.62
2021-09-03,2021-36,17.47
2021-09-10,2021-37,17.57
2021-09-17,2021-38,17.57
2021-09-24,2021-39,17.31
2021-10-01,2021-40,16.85
2021-10-08,2021-41,16.78
2021-10-15,2021-42,16.96
2021-10-22,2021-43,16.03
2021-10-29,2021-44,15.54
2021-11-05,2021-45,15.12
2021-11-12,2021-46,15.26
2021-11-19,2021-47,14.76
2021-11-26,2021-48,14.66
2021-12-03,2021-49,14.58
2021-12-10,2021-50,14.8
2021-12-17,2021-51,14.82
2021-12-24,2021-52,16.82
2021-12-31,2021-53,19.03
2022-01-07,2022-1,17.15
2022-01-14,2022-2,17.04
2022-01-21,2022-3,16.82
2022-01-28,2022-4,16.86
2022-02-04,2022-5,16.47
2022-02-11,2022-6,16.24
2022-02-18,2022-7,16.03
2022-02-25,2022-8,15.62
2022-03-04,2022-9,15.34
2022-03-11,2022-10,15.1
2022-03-18,2022-11,14.91
2022-03-25,2022-12,15.02
2022-04-01,2022-13,14.96
2022-04-08,2022-14,14.86
2022-04-15,2022-15,15.03
2022-04-22,2022-16,15.09
2022-04-29,2022-17,14.98
2022-05-06,2022-18,14.88
2022-05-13,2022-19,14.84
2022-05-20,2022-20,14.92
2022-05-27,2022-21,15.26
2022-06-03,2022-22,15.21
2022-06-10,2022-23,15.51
2022-06-17,2022-24,15.66
2022-06-24,2022-25,16.11
2022-07-01,2022-26,16.27
2022-07-08,2022-27,16.43
2022-07-15,2022-28,16.63
2022-07-22,2022-29,16.82
2022-07-29,2022-30,16.86
2022-08-05,2022-31,16.53
2022-08-12,2022-32,16.71
2022-08-19,2022-33,16.03
2022-08-26,2022-34,15.65
2022-09-02,2022-35,15.16
2022-09-09,2022-36,15.28
2022-09-16,2022-37,15.03
2022-09-23,2022-38,14.82
2022-09-30,2022-39,14.84
2022-10-07,2022-40,14.81
2022-10-14,2022-41,14.92
2022-10-21,2022-42,14.28
2022-10-28,2022-43,14.45
2022-11-04,2022-44,14.39
2022-11-11,2022-45,14.64
2022-11-18,2022-46,14.5
2022-11-25,2022-47,14.58
2022-12-02,2022-48,14.75
2022-12-09,2022-49,15.04
2022-12-16,2022-50,14.96
2022-12-23,2022-51,15.42
2022-12-30,2022-52,16.06
2023-01-06,2023-1,15.53
2023-01-13,2023-2,15.67
2023-01-20,2023-3,15.68
2023-01-27,2023-4,16.3
2023-02-03,2023-5,16.26
2023-02-10,2023-6,16.38
2023-02-17,2023-7,16.47
2023-02-24,2023-8,16.91
2023-03-03,2023-9,16.78
2023-03-10,2023-10,16.68
2023-03-17,2023-11,16.72
2023-03-24,2023-12,17.39
2023-03-31,2023-13,17.79
2023-04-07,2023-14,17.34
2023-04-14,2023-15,18.27
2023-04-21,2023-16,18.76
2023-04-28,2023-17,19.56
2023-05-05,2023-18,18.72
2023-05-12,2023-19,20.28
2023-05-19,2023-20,21.12
2023-05-26,2023-21,24.21
2023-06-02,2023-22,23.46
2023-06-09,2023-23,26.49
2023-06-16,2023-24,27.28
2023-06-23,2023-25,30.75
2023-06-30,2023-26,28.45
2023-07-07,2023-27,28.09
2023-07-14,2023-28,26.01
2023-07-21,2023-29,25.2
2023-07-28,2023-30,23.44
2023-08-04,2023-31,22.96
2023-08-11,2023-32,23.01
2023-08-18,2023-33,22.91
2023-08-25,2023-34,25.06
2023-09-01,2023-35,26.96
2023-09-08,2023-36,27.48
2023-09-15,2023-37,29.12
2023-09-22,2023-38,31.58
2023-09-29,2023-39,33.25
2023-10-06,2023-40,32.52
2023-10-13,2023-41,34.27
2023-10-20,2023-42,34.22
2023-10-27,2023-43,35.72
2023-11-03,2023-44,36.65
2023-11-10,2023-45,37.04
2023-11-17,2023-46,37.11
2023-11-24,2023-47,38.81
2023-12-01,2023-48,40.77
2023-12-08,2023-49,41.97
2023-12-15,2023-50,42.17
2023-12-22,2023-51,43.13
2023-12-29,2023-52,43.68
2024-01-05,2024-1,44.05
2024-01-12,2024-2,43.84
2024-01-19,2024-3,44.02
2024-01-26,2024-4,44.91
2024-02-02,2024-5,43.89
2024-02-09,2024-6,43.8
2024-02-16,2024-7,44.21
2024-02-23,2024-8,44.08
2024-03-01,2024-9,44.56
2024-03-08,2024-10,45.14
2024-03-15,2024-11,46.43
2024-03-22,2024-12,48.69
2024-03-29,2024-13,52.53
2024-04-05,2024-14,54.65
2024-04-12,2024-15,55.18
2024-04-19,2024-16,55.33
2024-04-26,2024-17,56.45
2024-05-03,2024-18,56.4
2024-05-10,2024-19,55.97
2024-05-17,2024-20,56.53
2024-05-24,2024-21,56.08
2024-05-31,2024-22,55.9
2024-06-07,2024-23,55.56
2024-06-14,2024-24,55.34
2024-06-21,2024-25,55.63
2024-06-28,2024-26,54.78
2024-07-05,2024-27,54.83
2024-07-12,2024-28,54.34
2024-07-19,2024-29,54.72
2024-07-26,2024-30,54.52
2024-08-02,2024-31,54.39
2024-08-09,2024-32,53.89
2024-08-16,2024-33,53.82
2024-08-23,2024-34,53.93
2024-08-30,2024-35,53.94
2024-09-06,2024-36,54.09
2024-09-13,2024-37,54.01
2024-09-20,2024-38,54.74
2024-09-27,2024-39,54.84
2024-10-04,2024-40,54.8
2024-10-11,2024-41,54.46
2024-10-18,2024-42,54.74
2024-10-25,2024-43,54.48
2024-11-01,2024-44,55.07
2024-11-08,2024-45,54.38
2024-11-15,2024-46,54.98
2024-11-22,2024-47,54.63
2024-11-29,2024-48,54.51
2024-12-06,2024-49,54.38
2024-12-13,2024-50,54.91
2024-12-20,2024-51,55.04
2024-12-27,2024-52,54.5
2025-01-03,2025-1,53.97
2025-01-10,2025-2,53.33
2025-01-17,2025-3,52.72
2025-01-24,2025-4,51.82
2025-01-31,2025-5,50.68
2025-02-07,2025-6,50.7
2025-02-14,2025-7,50.0
2025-02-21,2025-8,49.93
2025-02-28,2025-9,49.55
2025-03-07,2025-10,48.44
2025-03-14,2025-11,47.98
2025-03-21,2025-12,48.53
2025-03-28,2025-13,50.61
2025-04-04,2025-14,51.07
2025-04-11,2025-15,50.92
2025-04-18,2025-16,52.77
2025-04-25,2025-17,53.75
2025-05-02,2025-18,55.54
2025-05-09,2025-19,56.27
2025-05-16,2025-20,56.33
2025-05-23,2025-21,56.27
2025-05-30,2025-22,56.58
2025-06-06,2025-23,56.69
2025-06-13,2025-24,55.96
2025-06-20,2025-25,55.61
2025-06-27,2025-26,55.8
2025-07-04,2025-27,55.27
2025-07-11,2025-28,54.39
2025-07-18,2025-29,53.72
2025-07-25,2025-30,51.78
2025-08-01,2025-31,51.25
2025-08-08,2025-32,51.0
2025-08-15,2025-33,50.57
2025-08-22,2025-34,50.22
2025-08-29,2025-35,50.01
2025-09-05,2025-36,49.84
2025-09-12,2025-37,48.51
2025-09-19,2025-38,48.28
2025-09-26,2025-39,48.54
2025-10-03,2025-40,47.99
2025-10-10,2025-41,47.5
