Tarih,TP_PBD_H17
2013-10-01,908055664.0
2013-11-01,916880666.0
2013-12-01,947130882.0
2014-01-01,964071691.0
2014-02-01,963164519.0
2014-03-01,963518308.0
2014-04-01,968265876.0
2014-05-01,964959720.0
2014-06-01,983722930.0
2014-07-01,1007783542.0
2014-08-01,1012439530.0
2014-09-01,1036634001.0
2014-10-01,1027698372.0
2014-11-01,1030729172.0
2014-12-01,1058375876.0
2015-01-01,1067721202.0
2015-02-01,1093829932.0
2015-03-01,1115449855.0
2015-04-01,1142556705.0
2015-05-01,1153804293.0
2015-06-01,1163824043.0
2015-07-01,1194155111.0
2015-08-01,1217300519.0
2015-09-01,1248430831.0
2015-10-01,1232121461.0
2015-11-01,1221870692.0
2015-12-01,1231372005.0
2016-01-01,1240770059.0
2016-02-01,1249511247.0
2016-03-01,1263781530.0
2016-04-01,1266570060.0
2016-05-01,1293525421.0
2016-06-01,1305271138.0
2016-07-01,1326359176.0
2016-08-01,1326305899.0
2016-09-01,1345575883.0
2016-10-01,1364923020.0
2016-11-01,1410613189.0
2016-12-01,1452191325.0
2017-01-01,1471483671.0
2017-02-01,1451833731.0
2017-03-01,1494229989.0
2017-04-01,1520251868.0
2017-05-01,1535734064.0
2017-06-01,1561834716.0
2017-07-01,1568368176.0
2017-08-01,1593951257.0
2017-09-01,1612732863.0
2017-10-01,1664183458.0
2017-11-01,1683352666.0
2017-12-01,1685940805.0
2018-01-01,1676807261.0
2018-02-01,1694609626.0
2018-03-01,1744353243.0
2018-04-01,1779293786.0
2018-05-01,1853417400.0
2018-06-01,1875400976.0
2018-07-01,1937451079.0
2018-08-01,2165096387.0
2018-09-01,2077660144.0
2018-10-01,2006393728.0
2018-11-01,1950916929.0
2018-12-01,1994730747.0
2019-01-01,2010342521.0
2019-02-01,2060021120.0
2019-03-01,2172621910.0
2019-04-01,2243229594.0
2019-05-01,2262201927.0
2019-06-01,2254688633.0
2019-07-01,2243881619.0
2019-08-01,2347639539.0
2019-09-01,2354711744.0
2019-10-01,2415733741.0
2019-11-01,2453389814.0
2019-12-01,2554361328.0
2020-01-01,2574629717.0
2020-02-01,2669569415.0
2020-03-01,2795598843.0
2020-04-01,3036983455.0
2020-05-01,3064957239.0
2020-06-01,3134310780.0
2020-07-01,3260200557.0
2020-08-01,3307273781.0
2020-09-01,3379207000.0
2020-10-01,3521824801.0
2020-11-01,3416797915.0
2020-12-01,3421903274.0
2021-01-01,3401455924.0
2021-02-01,3422130770.0
2021-03-01,3618987820.0
2021-04-01,3677393422.0
2021-05-01,3782521284.0
2021-06-01,3876874389.0
2021-07-01,3917262517.0
2021-08-01,3926701334.0
2021-09-01,4112493558.0
2021-10-01,4365787288.0
2021-11-01,5158076672.0
2021-12-01,5209545803.0
2022-01-01,5235972901.0
2022-02-01,5403380930.0
2022-03-01,5796602081.0
2022-04-01,5997344255.0
2022-05-01,6379097762.0
2022-06-01,6529719172.0
2022-07-01,7064825208.0
2022-08-01,7349937717.0
2022-09-01,7603202723.0
2022-10-01,7866893098.0
2022-11-01,8053625056.0
2022-12-01,8460684933.0
2023-01-01,8669477111.0
2023-02-01,8864728369.0
2023-03-01,9285376613.0
2023-04-01,9746466914.0
2023-05-01,9700373043.0
2023-06-01,11131819814.0
2023-07-01,11779895431.0
2023-08-01,12231040930.0
2023-09-01,12660259691.0
2023-10-01,13097974238.0
2023-11-01,13388504649.0
2023-12-01,14032110771.0
2024-01-01,14170572337.0
2024-02-01,14588406812.0
2024-03-01,14983979333.0
2024-04-01,15258074085.0
2024-05-01,15763121325.0
2024-06-01,16325989816.0
2024-07-01,16989587529.0
2024-08-01,17675451244.0
2024-09-01,18037952952.0
2024-10-01,18490024940.0
2024-11-01,18871576626.0
2024-12-01,19498736560.0
2025-01-01,20081206903.0
2025-02-01,20682730084.0
2025-03-01,21585230914.0
2025-04-01,22069913170.0
2025-05-01,22636159627.0
2025-06-01,23192225134.0
2025-07-01,23915664828.0
2025-08-01,24485754737.0
