Tarih,TP_PBD_D12,TP_PBD_F09
2007-01-09,156211971.75,
2007-01-10,155137130.0,
2007-01-11,157565938.0,
2007-01-12,156738231.0,
2007-02-01,,159880271.0
2007-03-01,,162850525.0
2007-04-01,,165925674.0
2007-05-01,,166986500.0
2007-06-01,,170481341.0
2007-07-01,,176097623.0
2007-08-01,,182018123.0
2007-09-01,,180017129.0
2007-10-01,,182917984.0
2007-11-01,,187440480.0
2007-12-01,,195106213.0
2008-01-01,,197824887.0
2008-01-02,158879121.0,
2008-01-03,165581874.0,
2008-01-04,166126522.0,
2008-01-05,159322153.0,
2008-01-06,159255005.0,
2008-01-07,158526567.0,
2008-01-08,159409652.0,
2008-01-09,163738350.0,
2008-01-10,172668722.0,
2008-01-11,178782848.0,
2008-01-12,181347325.0,
2008-02-01,,199914261.0
2008-03-01,,211931597.0
2008-04-01,,212879990.0
2008-05-01,,209591519.0
2008-06-01,,218080777.0
2008-07-01,,219597758.0
2008-08-01,,218126502.0
2008-09-01,,226811685.0
2008-10-01,,239651109.0
2008-11-01,,245752313.0
2008-12-01,,252628928.0
2009-01-01,187366603.0,
2009-01-02,195245940.0,
2009-01-03,198265775.0,
2009-01-04,201370929.0,
2009-01-05,207924301.0,
2009-01-06,208993009.0,
2009-01-07,213439870.0,
2009-01-08,221531397.0,
2009-01-09,227061234.0,
2009-01-10,235400690.0,
2009-01-11,240235079.0,
2009-01-12,244587058.0,
2009-02-01,,253225215.0
2009-03-01,,253800406.0
2009-04-01,,251493066.0
2009-05-01,,250551576.0
2009-06-01,,259466415.0
2009-07-01,,260094903.0
2009-08-01,,263978366.0
2009-09-01,,265270376.0
2009-10-01,,268536975.0
2009-11-01,,270837296.0
2009-12-01,,283470012.0
2010-01-01,250219906.0,
2010-01-02,256811446.0,
2010-01-03,255241788.0,
2010-01-04,249699378.0,
2010-01-05,251605761.0,
2010-01-06,253562346.0,
2010-01-07,251803337.0,
2010-01-08,251486782.0,
2010-01-09,253365425.0,
2010-01-10,252367971.0,
2010-01-11,257805497.0,
2010-01-12,260582013.0,
2010-02-01,,292161296.0
2010-03-01,,299940893.0
2010-04-01,,300398265.0
2010-05-01,,312869492.0
2010-06-01,,323220836.0
2010-07-01,,320156556.0
2010-08-01,,323457381.0
2010-09-01,,325205448.0
2010-10-01,,321179808.0
2010-11-01,,336697955.0
2010-12-01,,351500765.0
2011-01-01,,357038271.0
2011-01-02,256868350.0,
2011-01-03,253085201.0,
2011-01-04,249537303.0,
2011-01-05,251101402.0,
2011-01-06,248071506.0,
2011-01-07,247213651.0,
2011-01-08,251436221.0,
2011-01-09,255100531.0,
2011-01-10,251869809.0,
2011-01-11,250723628.0,
2011-01-12,245576631.0,
2011-02-01,,367390204.0
2011-03-01,,367767298.0
2011-04-01,,364924442.0
2011-05-01,,380151686.0
2011-06-01,,385567459.0
2011-07-01,,383088685.0
2011-08-01,,379284617.0
2011-09-01,,388566937.0
2011-10-01,,385567049.0
2011-11-01,,384901041.0
2011-12-01,,384876369.0
2012-01-01,,385006089.0
2012-01-02,253528848.0,
2012-01-03,248883732.0,
2012-01-04,246351921.0,
2012-01-05,249154716.0,
2012-01-06,249465198.0,
2012-01-07,242201823.0,
2012-01-08,244340250.0,
2012-01-09,243451683.0,
2012-01-10,241841101.0,
2012-01-11,238719570.0,
2012-01-12,234695720.0,
2012-02-01,,385996168.0
2012-03-01,,390603718.0
2012-04-01,,396901167.0
2012-05-01,,394281073.0
2012-06-01,,393472393.0
2012-07-01,,410694859.0
2012-08-01,,413113020.0
2012-09-01,,412020266.0
2012-10-01,,425027384.0
2012-11-01,,429655926.0
2012-12-01,,436893317.0
2013-01-01,,434111784.0
2013-01-02,238748042.0,
2013-01-03,235712625.0,
2013-01-04,227060114.0,
2013-01-05,231262621.0,
2013-01-06,229462372.0,
2013-01-07,235568545.0,
2013-01-08,232530771.0,
2013-01-09,236219613.0,
2013-01-10,235909019.0,
2013-01-11,236643854.0,
2013-01-12,238845670.0,
2013-02-01,,443482228.0
2013-03-01,,441677500.0
2013-04-01,,453538085.0
2013-05-01,,466396871.0
2013-06-01,,465742428.0
2013-07-01,,483699756.0
2013-08-01,,469012527.0
2013-09-01,,490685178.0
2013-10-01,,488029080.0
2013-11-01,,486071058.0
2013-12-01,,496219797.0
2014-01-01,240692826.0,
2014-01-02,241818487.0,
2014-01-03,247962562.0,
2014-01-04,247090323.0,
2014-01-05,246666491.0,
2014-01-06,238477985.0,
2014-01-07,236780967.0,
2014-01-08,240466468.0,
2014-01-09,243704047.0,
2014-01-10,244399545.0,
2014-01-11,244281614.0,
2014-01-12,243801034.0,
2014-02-01,,492085857.0
2014-03-01,,492109219.0
2014-04-01,,495880717.0
2014-05-01,,496279451.0
2014-06-01,,519500098.0
2014-07-01,,528915664.0
2014-08-01,,507722756.0
2014-09-01,,528432373.0
2014-10-01,,514981274.0
2014-11-01,,518715213.0
2014-12-01,,550727985.0
2015-01-01,249719227.0,
2015-01-02,253585997.0,
2015-01-03,256169539.0,
2015-01-04,253500240.0,
2015-01-05,260072339.0,
2015-01-06,261648901.0,
2015-01-07,264268749.0,
2015-01-08,266226293.0,
2015-01-09,268339927.0,
2015-01-10,272440208.0,
2015-01-11,274731829.0,
2015-01-12,273769515.0,
2015-02-01,,546228777.0
2015-03-01,,558107890.0
2015-04-01,,562533702.0
2015-05-01,,546381540.0
2015-06-01,,552926548.0
2015-07-01,,568260900.0
2015-08-01,,569210048.0
2015-09-01,,578397174.0
2015-10-01,,568184968.0
2015-11-01,,580604570.0
2015-12-01,,589160274.0
2016-01-01,279117341.0,
2016-01-02,281038804.0,
2016-01-03,280022061.0,
2016-01-04,275332889.0,
2016-01-05,275954501.0,
2016-01-06,278121919.0,
2016-01-07,277361779.0,
2016-01-08,276672045.0,
2016-01-09,277073278.0,
2016-01-10,281414107.0,
2016-01-11,290856744.0,
2016-01-12,292194754.0,
2016-02-01,,606552336.0
2016-03-01,,603858915.0
2016-04-01,,598245706.0
2016-05-01,,623716405.0
2016-06-01,,629902251.0
2016-07-01,,639630503.0
2016-08-01,,657309227.0
2016-09-01,,674601842.0
2016-10-01,,691793924.0
2016-11-01,,688549554.0
2016-12-01,,681981811.0
2017-01-01,301243369.0,
2017-01-02,298653585.0,
2017-01-03,299746263.0,
2017-01-04,299226000.0,
2017-01-05,297023886.0,
2017-01-06,297943858.0,
2017-01-07,298621817.0,
2017-01-08,299102557.0,
2017-01-09,305207122.0,
2017-01-10,312305642.0,
2017-01-11,318396052.0,
2017-01-12,328055934.0,
2017-02-01,,675231902.0
2017-03-01,,672279521.0
2017-04-01,,672342844.0
2017-05-01,,695870959.0
2017-06-01,,715116252.0
2017-07-01,,733266044.0
2017-08-01,,719646526.0
2017-09-01,,729984790.0
2017-10-01,,763183778.0
2017-11-01,,774280091.0
2017-12-01,,763720364.0
2018-01-01,331118299.0,
2018-01-02,335564926.0,
2018-01-03,342183873.0,
2018-01-04,339884697.0,
2018-01-05,347023410.0,
2018-01-06,357685940.0,
2018-01-07,370382319.0,
2018-01-08,393408601.0,
2018-01-09,412017066.0,
2018-01-10,405038622.0,
2018-01-11,402279850.0,
2018-01-12,415541659.0,
2018-02-01,,774502883.0
2018-03-01,,788898299.0
2018-04-01,,815554093.0
2018-05-01,,804626308.0
2018-06-01,,801319091.0
2018-07-01,,829350060.0
2018-08-01,,841921992.0
2018-09-01,,848854505.0
2018-10-01,,862772977.0
2018-11-01,,872374342.0
2018-12-01,,875365259.0
2019-01-01,,863230213.0
2019-01-02,443982814.0,
2019-01-03,459418477.0,
2019-01-04,492457370.0,
2019-01-05,502479981.0,
2019-01-06,517975896.0,
2019-01-07,516977572.0,
2019-01-08,533969288.0,
2019-01-09,536777405.0,
2019-01-10,549461240.0,
2019-01-11,562281704.0,
2019-01-12,589829006.0,
2019-02-01,,847511651.0
2019-03-01,,825237882.0
2019-04-01,,849175994.0
2019-05-01,,837933658.0
2019-06-01,,842487680.0
2019-07-01,,880032278.0
2019-08-01,,895708405.0
2019-09-01,,921749233.0
2019-10-01,,934746112.0
2019-11-01,,951068628.0
2019-12-01,,990614308.0
2020-01-01,,998076368.0
2020-01-02,638166966.0,
2020-01-03,678568473.0,
2020-01-04,758526656.0,
2020-01-05,827780845.0,
2020-01-06,817114293.0,
2020-01-07,867219943.0,
2020-01-08,947068706.0,
2020-01-09,952359356.0,
2020-01-10,964183076.0,
2020-01-11,939697134.0,
2020-01-12,921542362.0,
2020-02-01,,990434811.0
2020-03-01,,1038362174.0
2020-04-01,,1098372848.0
2020-05-01,,1074505364.0
2020-06-01,,1135717646.0
2020-07-01,,1144696307.0
2020-08-01,,1152644875.0
2020-09-01,,1160133479.0
2020-10-01,,1158132379.0
2020-11-01,,1172478765.0
2020-12-01,,1222611000.0
2021-01-01,,1228025113.0
2021-01-02,948157695.0,
2021-01-03,978691436.0,
2021-01-04,991161909.0,
2021-01-05,1011280234.0,
2021-01-06,1029123740.0,
2021-01-07,1033951564.0,
2021-01-08,1046093738.0,
2021-01-09,1077626442.0,
2021-01-10,1123707686.0,
2021-01-11,1305044053.0,
2021-01-12,1334979155.0,
2021-02-01,,1249381557.0
2021-03-01,,1315065759.0
2021-04-01,,1324318513.0
2021-05-01,,1330725130.0
2021-06-01,,1374148363.0
2021-07-01,,1399503909.0
2021-08-01,,1426589578.0
2021-09-01,,1484830598.0
2021-10-01,,1517885910.0
2021-11-01,,1525370287.0
2021-12-01,,1497690272.0
2022-01-01,1368760042.0,
2022-01-02,1422463734.0,
2022-01-03,1544146954.0,
2022-01-04,1577034019.0,
2022-01-05,1698389885.0,
2022-01-06,1730041603.0,
2022-01-07,1840579547.0,
2022-01-08,1872580424.0,
2022-01-09,1905797737.0,
2022-01-10,1983016941.0,
2022-01-11,2081827265.0,
2022-01-12,2145942014.0,
2022-02-01,,1869860810.0
2022-03-01,,2011949256.0
2022-04-01,,2097229315.0
2022-05-01,,2199232406.0
2022-06-01,,2321894494.0
2022-07-01,,2459535970.0
2022-08-01,,2690034104.0
2022-09-01,,2849969850.0
2022-10-01,,3025357016.0
2022-11-01,,3284311498.0
2022-12-01,,3662268569.0
2023-01-01,,3848536339.0
2023-01-02,2256661737.0,
2023-01-03,2435517718.0,
2023-01-04,2463156008.0,
2023-01-05,2435738541.0,
2023-01-06,2732674182.0,
2023-01-07,2849073172.0,
2023-01-08,2912131739.0,
2023-01-09,2987605236.0,
2023-01-10,3068503468.0,
2023-01-11,3189386445.0,
2023-01-12,3322876546.0,
2023-02-01,,4137102598.0
2023-03-01,,4459864670.0
2023-04-01,,4701531359.0
2023-05-01,,4876456769.0
2023-06-01,,5375787752.0
2023-07-01,,5873255605.0
2023-08-01,,6064698505.0
2023-09-01,,6448217807.0
2023-10-01,,6708827146.0
2023-11-01,,6903871542.0
2023-12-01,,7287018634.0
2024-01-01,3474492759.0,
2024-01-02,3624071127.0,
2024-01-03,3782655510.0,
2024-01-04,3707664754.0,
2024-01-05,3705715695.0,
2024-01-06,3839519928.0,
2024-01-07,3971198430.0,
2024-01-08,4089361705.0,
2024-01-09,4187681859.0,
2024-01-10,4301065050.0,
2024-01-11,4384116504.0,
2024-01-12,4563966397.0,
2024-02-01,,7358310991.0
2024-03-01,,7230493055.0
2024-04-01,,7689841576.0
2024-05-01,,8247569954.0
2024-06-01,,8516923602.0
2024-07-01,,8803055683.0
2024-08-01,,8851209287.0
2024-09-01,,9043548756.0
2024-10-01,,9410683218.0
2024-11-01,,9658585116.0
2024-12-01,,10112465627.0
2025-01-01,,10142092652.0
2025-01-02,4821844260.0,
2025-01-03,5019325812.0,
2025-01-04,5344563534.0,
2025-01-05,5426233367.0,
2025-01-06,5610547213.0,
2025-01-07,5825874213.0,
2025-01-08,6087342268.0,
2025-02-01,,10346857117.0
2025-03-01,,10749450279.0
2025-04-01,,10780474341.0
2025-05-01,,11142609083.0
2025-06-01,,11475550975.0
2025-07-01,,11918207714.0
2025-08-01,,12115369772.0
