Tarih,TP_MT210AGS_TRY_MT01
2013-08-01,7.04
2013-09-01,7.05
2013-10-01,6.73
2013-11-01,6.96
2013-12-01,7.29
2014-01-01,8.54
2014-02-01,9.54
2014-03-01,10.06
2014-04-01,9.81
2014-05-01,9.25
2014-06-01,8.74
2014-07-01,8.12
2014-08-01,8.01
2014-09-01,8.4
2014-10-01,8.37
2014-11-01,8.42
2014-12-01,9.22
2015-01-01,8.76
2015-02-01,8.8
2015-03-01,9.13
2015-04-01,9.2
2015-05-01,9.21
2015-06-01,9.52
2015-07-01,9.52
2015-08-01,9.3
2015-09-01,10.13
2015-10-01,9.88
2015-11-01,9.89
2015-12-01,10.26
2016-01-01,10.05
2016-02-01,10.05
2016-03-01,10.28
2016-04-01,9.84
2016-05-01,9.62
2016-06-01,9.38
2016-07-01,9.15
2016-08-01,8.9
2016-09-01,8.98
2016-10-01,8.89
2016-11-01,8.8
2016-12-01,8.76
2017-01-01,8.86
2017-02-01,9.08
2017-03-01,9.63
2017-04-01,10.1
2017-05-01,10.66
2017-06-01,11.0
2017-07-01,11.15
2017-08-01,10.9
2017-09-01,11.06
2017-10-01,11.4
2017-11-01,11.49
2017-12-01,11.52
2018-01-01,11.38
2018-02-01,11.48
2018-03-01,11.8
2018-04-01,12.04
2018-05-01,12.9
2018-06-01,15.12
2018-07-01,15.38
2018-08-01,17.34
2018-09-01,22.6
2018-10-01,22.22
2018-11-01,21.63
2018-12-01,21.34
2019-01-01,20.31
2019-02-01,19.77
2019-03-01,20.29
2019-04-01,21.59
2019-05-01,22.8
2019-06-01,22.71
2019-07-01,19.85
2019-08-01,17.45
2019-09-01,14.86
2019-10-01,12.79
2019-11-01,11.78
2019-12-01,10.37
2020-01-01,9.55
2020-02-01,9.46
2020-03-01,9.17
2020-04-01,8.29
2020-05-01,7.24
2020-06-01,7.13
2020-07-01,7.08
2020-08-01,9.2
2020-09-01,10.43
2020-10-01,11.21
2020-11-01,14.24
2020-12-01,16.35
2021-01-01,15.99
2021-02-01,15.91
2021-03-01,17.47
2021-04-01,17.67
2021-05-01,17.61
2021-06-01,17.69
2021-07-01,17.74
2021-08-01,17.84
2021-09-01,17.38
2021-10-01,15.92
2021-11-01,14.84
2021-12-01,18.4
2022-01-01,16.6
2022-02-01,15.58
2022-03-01,14.93
2022-04-01,14.9
2022-05-01,15.33
2022-06-01,16.74
2022-07-01,16.77
2022-08-01,15.41
2022-09-01,14.78
2022-10-01,14.18
2022-11-01,14.41
2022-12-01,15.72
2023-01-01,16.02
2023-02-01,16.82
2023-03-01,17.74
2023-04-01,19.44
2023-05-01,22.57
2023-06-01,29.11
2023-07-01,25.22
2023-08-01,27.52
2023-09-01,34.49
2023-10-01,37.41
2023-11-01,42.11
2023-12-01,45.8
2024-01-01,46.52
2024-02-01,46.76
2024-03-01,55.11
2024-04-01,58.05
2024-05-01,58.04
2024-06-01,56.91
2024-07-01,55.74
2024-08-01,55.63
2024-09-01,56.25
2024-10-01,55.81
2024-11-01,55.51
2024-12-01,55.45
2025-01-01,50.25
2025-02-01,49.29
2025-03-01,50.21
2025-04-01,54.56
2025-05-01,56.16
2025-06-01,54.97
2025-07-01,51.1
2025-08-01,49.61
