Tarih,TP_KVDB08
2013-08-01,47281.0
2013-09-01,48957.0
2013-10-01,49274.0
2013-11-01,51758.0
2013-12-01,52569.0
2014-01-01,50364.0
2014-02-01,50336.0
2014-03-01,51500.0
2014-04-01,51495.0
2014-05-01,54598.0
2014-06-01,54534.0
2014-07-01,53728.0
2014-08-01,53340.0
2014-09-01,55660.0
2014-10-01,56301.0
2014-11-01,58044.0
2014-12-01,56624.0
2015-01-01,56884.0
2015-02-01,54275.0
2015-03-01,51912.0
2015-04-01,49125.0
2015-05-01,45147.0
2015-06-01,44736.0
2015-07-01,42430.0
2015-08-01,39962.0
2015-09-01,34978.0
2015-10-01,32966.0
2015-11-01,29755.0
2015-12-01,29147.0
2016-01-01,28793.0
2016-02-01,27979.0
2016-03-01,25982.0
2016-04-01,25745.0
2016-05-01,25320.0
2016-06-01,24608.0
2016-07-01,24518.0
2016-08-01,23214.0
2016-09-01,22773.0
2016-10-01,21718.0
2016-11-01,21228.0
2016-12-01,18588.0
2017-01-01,18951.0
2017-02-01,19168.0
2017-03-01,19364.0
2017-04-01,18645.0
2017-05-01,18368.0
2017-06-01,19607.0
2017-07-01,19399.0
2017-08-01,20396.0
2017-09-01,20842.0
2017-10-01,22111.0
2017-11-01,21909.0
2017-12-01,21773.0
2018-01-01,21843.0
2018-02-01,21670.0
2018-03-01,20960.0
2018-04-01,21560.0
2018-05-01,21186.0
2018-06-01,21076.0
2018-07-01,19203.0
2018-08-01,16551.0
2018-09-01,15914.0
2018-10-01,13855.0
2018-11-01,12807.0
2018-12-01,12214.0
2019-01-01,11194.0
2019-02-01,11726.0
2019-03-01,12105.0
2019-04-01,13084.0
2019-05-01,12326.0
2019-06-01,12841.0
2019-07-01,13256.0
2019-08-01,12161.0
2019-09-01,12035.0
2019-10-01,11215.0
2019-11-01,10233.0
2019-12-01,10335.0
2020-01-01,10053.0
2020-02-01,10034.0
2020-03-01,9853.0
2020-04-01,10797.0
2020-05-01,11048.0
2020-06-01,12088.0
2020-07-01,12638.0
2020-08-01,12873.0
2020-09-01,13117.0
2020-10-01,12489.0
2020-11-01,12156.0
2020-12-01,13329.0
2021-01-01,13266.0
2021-02-01,13380.0
2021-03-01,12785.0
2021-04-01,12722.0
2021-05-01,12305.0
2021-06-01,13157.0
2021-07-01,12928.0
2021-08-01,12585.0
2021-09-01,11959.0
2021-10-01,11619.0
2021-11-01,11493.0
2021-12-01,10531.0
2022-01-01,10343.0
2022-02-01,10743.0
2022-03-01,10717.0
2022-04-01,11096.0
2022-05-01,11785.0
2022-06-01,10597.0
2022-07-01,10276.0
2022-08-01,10028.0
2022-09-01,9424.0
2022-10-01,9906.0
2022-11-01,10063.0
2022-12-01,10789.0
2023-01-01,10537.0
2023-02-01,10756.0
2023-03-01,10890.0
2023-04-01,11496.0
2023-05-01,11371.0
2023-06-01,11438.0
2023-07-01,11578.0
2023-08-01,11799.0
2023-09-01,12006.0
2023-10-01,12434.0
2023-11-01,12859.0
2023-12-01,11790.0
2024-01-01,11803.0
2024-02-01,11723.0
2024-03-01,11938.0
2024-04-01,11923.0
2024-05-01,13595.0
2024-06-01,14272.0
2024-07-01,14651.0
2024-08-01,13673.0
2024-09-01,15394.0
2024-10-01,17064.0
2024-11-01,17790.0
2024-12-01,17492.0
2025-01-01,21000.0
2025-02-01,19276.0
2025-03-01,18575.0
2025-04-01,13015.0
2025-05-01,11783.0
2025-06-01,10357.0
2025-07-01,10035.0
2025-08-01,11844.0
