Tarih,TP_YISGUCU2_G1
2014-02-01,56648.0
2014-03-01,56718.0
2014-04-01,56795.0
2014-05-01,56869.0
2014-06-01,56946.0
2014-07-01,57021.0
2014-08-01,57098.0
2014-09-01,57175.0
2014-10-01,57249.0
2014-11-01,57326.0
2014-12-01,57401.0
2015-01-01,57475.0
2015-02-01,57545.0
2015-03-01,57609.0
2015-04-01,57679.0
2015-05-01,57747.0
2015-06-01,57818.0
2015-07-01,57891.0
2015-08-01,57973.0
2015-09-01,58055.0
2015-10-01,58134.0
2015-11-01,58215.0
2015-12-01,58294.0
2016-01-01,58368.0
2016-02-01,58433.0
2016-03-01,58493.0
2016-04-01,58558.0
2016-05-01,58621.0
2016-06-01,58686.0
2016-07-01,58756.0
2016-08-01,58835.0
2016-09-01,58914.0
2016-10-01,58990.0
2016-11-01,59069.0
2016-12-01,59146.0
2017-01-01,59493.0
2017-02-01,59567.0
2017-03-01,59634.0
2017-04-01,59709.0
2017-05-01,59781.0
2017-06-01,59855.0
2017-07-01,59928.0
2017-08-01,60002.0
2017-09-01,60077.0
2017-10-01,60149.0
2017-11-01,60223.0
2017-12-01,60295.0
2018-01-01,60360.0
2018-02-01,60415.0
2018-03-01,60464.0
2018-04-01,60519.0
2018-05-01,60571.0
2018-06-01,60626.0
2018-07-01,60679.0
2018-08-01,60734.0
2018-09-01,60788.0
2018-10-01,60841.0
2018-11-01,60896.0
2018-12-01,60949.0
2019-01-01,61017.0
2019-02-01,61101.0
2019-03-01,61177.0
2019-04-01,61261.0
2019-05-01,61342.0
2019-06-01,61426.0
2019-07-01,61507.0
2019-08-01,61591.0
2019-09-01,61675.0
2019-10-01,61756.0
2019-11-01,61840.0
2019-12-01,61921.0
2020-01-01,62015.0
2020-02-01,62119.0
2020-03-01,62216.0
2020-04-01,62321.0
2020-05-01,62421.0
2020-06-01,62525.0
2020-07-01,62626.0
2020-08-01,62730.0
2020-09-01,62834.0
2020-10-01,62935.0
2020-11-01,63039.0
2020-12-01,63140.0
2021-01-01,63236.0
2021-02-01,63323.0
2021-03-01,63401.0
2021-04-01,63488.0
2021-05-01,63572.0
2021-06-01,63659.0
2021-07-01,63744.0
2021-08-01,63831.0
2021-09-01,63918.0
2021-10-01,64002.0
2021-11-01,64089.0
2021-12-01,64173.0
2022-01-01,64256.0
2022-02-01,64334.0
2022-03-01,64405.0
2022-04-01,64484.0
2022-05-01,64560.0
2022-06-01,64639.0
2022-07-01,64714.0
2022-08-01,64793.0
2022-09-01,64871.0
2022-10-01,64947.0
2022-11-01,65026.0
2022-12-01,65102.0
2023-01-01,65166.0
2023-02-01,65214.0
2023-03-01,65257.0
2023-04-01,65305.0
2023-05-01,65352.0
2023-06-01,65400.0
2023-07-01,65446.0
2023-08-01,65494.0
2023-09-01,65542.0
2023-10-01,65589.0
2023-11-01,65637.0
2023-12-01,65683.0
2024-01-01,65726.0
2024-02-01,65763.0
2024-03-01,65799.0
2024-04-01,65834.0
2024-05-01,65870.0
2024-06-01,65906.0
2024-07-01,65942.0
2024-08-01,65979.0
2024-09-01,66016.0
2024-10-01,66051.0
2024-11-01,66088.0
2024-12-01,66124.0
2025-01-01,66163.0
2025-02-01,66206.0
2025-03-01,66245.0
2025-04-01,66288.0
2025-05-01,66330.0
2025-06-01,66373.0
2025-07-01,66414.0
2025-08-01,66458.0
