Tarih,TP_DF_PT_HACM
2002-02-13,166659474.14
2002-02-14,530155238.36
2002-02-15,818212845.64
2002-02-18,104125417.46
2002-02-19,172383373.86
2002-02-20,334330506.82
2002-02-21,428639006.94
2002-02-22,
2002-02-25,
2002-02-26,653999476.18
2002-02-27,152758390.4
2002-02-28,149578341.56
2002-03-01,322377257.32
2002-03-04,169913143.58
2002-03-05,303153271.98
2002-03-06,249345604.62
2002-03-07,313695599.9
2002-03-08,221017561.52
2002-03-11,269408056.68
2002-03-12,308638971.98
2002-03-13,124932540.16
2002-03-14,220647998.8
2002-03-15,528359458.08
2002-03-18,396296247.34
2002-03-19,603519808.4
2002-03-20,216832348.58
2002-03-21,437630222.78
2002-03-22,208919095.64
2002-03-25,166705337.4
2002-03-26,183232711.9
2002-03-27,370075386.96
2002-03-28,244188547.04
2002-03-29,475724713.36
2002-04-01,275082449.32
2002-04-02,324124791.3
2002-04-03,359403743.06
2002-04-04,395855623.8
2002-04-05,296667894.36
2002-04-08,286544673.38
2002-04-09,493272368.68
2002-04-10,531714856.08
2002-04-11,149316503.18
2002-04-12,322487918.02
2002-04-15,327439902.96
2002-04-16,318512343.08
2002-04-17,524115317.06
2002-04-18,222992655.02
2002-04-19,605278901.3
2002-04-22,307206390.28
2002-04-23,
2002-04-24,198974721.1
2002-04-25,292010039.36
2002-04-26,452148175.72
2002-04-29,307456893.22
2002-04-30,449950856.0
2002-05-01,379316856.92
2002-05-02,329051199.74
2002-05-03,234940207.6
2002-05-06,266177343.96
2002-05-07,189097770.4
2002-05-08,375706018.92
2002-05-09,373429650.0
2002-05-10,383391451.76
2002-05-13,129577418.22
2002-05-14,257943918.0
2002-05-15,216920764.52
2002-05-16,347761112.88
2002-05-17,465836198.0
2002-05-20,251399583.0
2002-05-21,401763236.72
2002-05-22,403658665.38
2002-05-23,300737112.0
2002-05-24,366726368.0
2002-05-27,123242353.72
2002-05-28,167121784.6
2002-05-29,366394406.0
2002-05-30,95186060.78
2002-05-31,445771378.0
2002-06-03,250123086.0
2002-06-04,262308118.0
2002-06-05,181360071.56
2002-06-06,219225889.88
2002-06-07,407521256.0
2002-06-10,159044057.0
2002-06-11,245893652.0
2002-06-12,199770824.0
2002-06-13,270561088.0
2002-06-14,366006655.98
2002-06-17,292180590.0
2002-06-18,621515709.68
2002-06-19,361994256.0
2002-06-20,531576240.0
2002-06-21,700840480.0
2002-06-24,250002007.52
2002-06-25,255018944.0
2002-06-26,276702455.0
2002-06-27,383090501.4
2002-06-28,431679152.0
2002-07-01,90266080.0
2002-07-02,403173160.8
2002-07-03,293412315.58
2002-07-04,39719632.0
2002-07-05,426959614.0
2002-07-08,160279519.0
2002-07-09,442585578.16
2002-07-10,190011413.44
2002-07-11,192736334.0
2002-07-12,504502806.0
2002-07-15,94449430.2
2002-07-16,319519670.22
2002-07-17,270117768.28
2002-07-18,389680907.0
2002-07-19,345901888.0
2002-07-22,145136013.0
2002-07-23,556588563.08
2002-07-24,143553801.72
2002-07-25,264390988.0
2002-07-26,460293144.98
2002-07-29,165550414.32
2002-07-30,242511716.0
2002-07-31,130074622.0
2002-08-01,225120632.0
2002-08-02,247948090.4
2002-08-05,65985347.4
2002-08-06,254036634.78
2002-08-07,195891960.0
2002-08-08,325946343.94
2002-08-09,302000726.0
2002-08-12,119096394.3
2002-08-13,363398802.0
2002-08-14,186850420.0
2002-08-15,229781109.6
2002-08-16,300932184.0
2002-08-19,193931737.86
2002-08-20,198313066.0
2002-08-21,84684321.88
2002-08-22,292549039.2
2002-08-23,260944077.0
2002-08-26,88153434.6
2002-08-27,456649561.0
2002-08-28,103737540.0
2002-08-29,608691803.0
2002-08-30,
2002-09-02,10935990.0
2002-09-03,285047280.0
2002-09-04,148472832.0
2002-09-05,191539046.0
2002-09-06,356849499.12
2002-09-09,85217075.46
2002-09-10,363990553.54
2002-09-11,92473256.0
2002-09-12,279603702.2
2002-09-13,290868891.76
2002-09-16,36769382.82
2002-09-17,298724326.0
2002-09-18,121248886.0
2002-09-19,90650857.0
2002-09-20,206042742.32
2002-09-23,327197093.92
2002-09-24,321156840.0
2002-09-25,117562747.0
2002-09-26,438267938.0
2002-09-27,244293297.08
2002-09-30,31029531.0
2002-10-01,98988790.0
2002-10-02,209973484.0
2002-10-03,201210816.0
2002-10-04,168630374.0
2002-10-07,39808169.68
2002-10-08,452872286.0
2002-10-09,72077848.0
2002-10-10,309147610.0
2002-10-11,239577459.8
2002-10-14,127419000.0
2002-10-15,197670135.0
2002-10-16,128456841.74
2002-10-17,265176750.0
2002-10-18,174060343.0
2002-10-21,115844250.0
2002-10-22,202754784.2
2002-10-23,303301936.36
2002-10-24,333596904.0
2002-10-25,348144516.0
2002-10-28,117080192.0
2002-10-29,
2002-10-30,113805642.0
2002-10-31,203793218.2
2002-11-01,370785239.82
2002-11-04,175409650.0
2002-11-05,191953292.0
2002-11-06,176658725.0
2002-11-07,377749894.8
2002-11-08,294384527.58
2002-11-11,66927108.96
2002-11-12,60315283.06
2002-11-13,313664192.0
2002-11-14,547826191.0
2002-11-15,318465048.0
2002-11-18,48057404.0
2002-11-19,211589840.0
2002-11-20,84396254.0
2002-11-21,237266052.0
2002-11-22,247732848.0
2002-11-25,94270680.0
2002-11-26,301666151.18
2002-11-27,115595150.0
2002-11-28,26166820.0
2002-11-29,289340050.0
2002-12-02,86856350.0
2002-12-03,661089184.0
2002-12-04,107624461.0
2002-12-05,
2002-12-06,
2002-12-09,220497461.34
2002-12-10,41465136.0
2002-12-11,61722880.0
2002-12-12,142174337.42
2002-12-13,427043564.0
2002-12-16,136482245.0
2002-12-17,239571648.0
2002-12-18,35038600.0
2002-12-19,172630784.0
2002-12-20,244278380.0
2002-12-23,14578648.0
2002-12-24,170748422.0
2002-12-25,72923018.0
2002-12-26,138826350.0
2002-12-27,274244367.0
2002-12-30,112052728.14
2002-12-31,267787265.5
2003-01-01,
2003-01-02,242017361.0
2003-01-03,132610852.0
2003-01-06,4067750.0
2003-01-07,404775097.0
2003-01-08,142334950.0
2003-01-09,111300260.0
2003-01-10,356793093.0
2003-01-13,34341682.0
2003-01-14,404621540.0
2003-01-15,217143306.4
2003-01-16,201137430.0
2003-01-17,280772886.0
2003-01-20,15409400.0
2003-01-21,148173850.08
2003-01-22,59422702.0
2003-01-23,22789957.0
2003-01-24,419214240.0
2003-01-27,82829388.0
2003-01-28,362593375.0
2003-01-29,99494710.0
2003-01-30,22820000.0
2003-01-31,301733378.0
2003-02-03,25010920.0
2003-02-04,195316697.4
2003-02-05,86693380.0
2003-02-06,461943504.0
2003-02-07,887022490.0
2003-02-10,43091576.0
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,189826821.64
2003-02-18,260921632.54
2003-02-19,195336158.8
2003-02-20,311456917.0
2003-02-21,116750723.2
2003-02-24,38935488.34
2003-02-25,454577086.0
2003-02-26,53843790.2
2003-02-27,293742776.0
2003-02-28,125122125.0
2003-03-03,77051614.0
2003-03-04,223354202.0
2003-03-05,75690465.0
2003-03-06,178679546.82
2003-03-07,243266372.0
2003-03-10,340954700.0
2003-03-11,109208320.0
2003-03-12,135160960.0
2003-03-13,84602664.0
2003-03-14,72743684.0
2003-03-17,31582800.0
2003-03-18,264757376.0
2003-03-19,401846611.0
2003-03-20,392814485.0
2003-03-21,376053826.0
2003-03-24,334646958.0
2003-03-25,447320253.0
2003-03-26,268256300.0
2003-03-27,459734661.0
2003-03-28,394203059.16
2003-03-31,313317520.0
2003-04-01,329592880.0
2003-04-02,235244000.0
2003-04-03,186521920.0
2003-04-04,404710540.0
2003-04-07,142423848.36
2003-04-08,519215016.0
2003-04-09,400333692.0
2003-04-10,213394176.0
2003-04-11,82073960.0
2003-04-14,100966320.0
2003-04-15,191040481.0
2003-04-16,134286450.0
2003-04-17,384851470.0
2003-04-18,209606532.0
2003-04-21,164468066.0
2003-04-22,280169008.0
2003-04-23,
2003-04-24,142572000.0
2003-04-25,509921551.0
2003-04-28,74601056.0
2003-04-29,242081830.0
2003-04-30,185177389.24
2003-05-01,64740244.0
2003-05-02,217058984.0
2003-05-05,42843212.0
2003-05-06,169385625.0
2003-05-07,165622256.0
2003-05-08,330452029.6
2003-05-09,398071856.0
2003-05-12,149492200.0
2003-05-13,124043929.0
2003-05-14,154767220.0
2003-05-15,127402858.0
2003-05-16,155024403.2
2003-05-19,
2003-05-20,395911808.0
2003-05-21,292199775.0
2003-05-22,132143624.0
2003-05-23,353073750.0
2003-05-26,2898320.0
2003-05-27,330114786.0
2003-05-28,119827470.0
2003-05-29,234871424.0
2003-05-30,214894252.8
2003-06-02,52862306.0
2003-06-03,154634446.0
2003-06-04,16812220.0
2003-06-05,97710900.0
2003-06-06,472180287.8
2003-06-09,177351996.0
2003-06-10,351969708.84
2003-06-11,113891264.0
2003-06-12,152287332.0
2003-06-13,226146412.0
2003-06-16,189473696.0
2003-06-17,135031670.0
2003-06-18,193792480.0
2003-06-19,335851130.0
2003-06-20,316546664.0
2003-06-23,141993727.0
2003-06-24,212479520.0
2003-06-25,239917931.0
2003-06-26,282722840.7
2003-06-27,363752372.0
2003-06-30,117473659.82
2003-07-01,254976576.0
2003-07-02,166100148.8
2003-07-03,299769180.0
2003-07-04,92802000.0
2003-07-07,120903592.0
2003-07-08,279564072.0
2003-07-09,217300120.0
2003-07-10,368129415.38
2003-07-11,298756030.4
2003-07-14,108122396.2
2003-07-15,217325744.4
2003-07-16,144427375.6
2003-07-17,189383232.0
2003-07-18,410088992.0
2003-07-21,124736046.0
2003-07-22,306795799.6
2003-07-23,168572011.92
2003-07-24,286294897.0
2003-07-25,458502660.0
2003-07-28,123627556.0
2003-07-29,340547648.44
2003-07-30,204333993.32
2003-07-31,375126518.32
2003-08-01,239431340.0
2003-08-04,141130611.0
2003-08-05,255077130.4
2003-08-06,218617872.0
2003-08-07,329015805.0
2003-08-08,370538164.0
2003-08-11,108684062.0
2003-08-12,349815932.0
2003-08-13,142084208.0
2003-08-14,196413860.0
2003-08-15,292946245.0
2003-08-18,134328484.0
2003-08-19,365921768.0
2003-08-20,151926918.4
2003-08-21,301047010.0
2003-08-22,258828429.88
2003-08-25,102759536.0
2003-08-26,431178200.0
2003-08-27,172107635.0
2003-08-28,342373250.0
2003-08-29,354127080.0
2003-09-01,63426550.0
2003-09-02,245571388.0
2003-09-03,184504781.6
2003-09-04,336942340.0
2003-09-05,282940310.0
2003-09-08,183438988.0
2003-09-09,356869320.0
2003-09-10,122532788.0
2003-09-11,412147658.42
2003-09-12,228291146.16
2003-09-15,314508713.0
2003-09-16,298665736.0
2003-09-17,151979778.0
2003-09-18,430722890.0
2003-09-19,246533078.0
2003-09-22,160350664.0
2003-09-23,241743640.0
2003-09-24,140297603.7
2003-09-25,420779641.0
2003-09-26,391346108.0
2003-09-29,190883948.76
2003-09-30,200486969.0
2003-10-01,312528385.0
2003-10-02,387967912.44
2003-10-03,517536927.3
2003-10-06,196303690.0
2003-10-07,526759856.0
2003-10-08,312985662.0
2003-10-09,416709520.0
2003-10-10,344884962.94
2003-10-13,81788150.0
2003-10-14,465362858.0
2003-10-15,304520345.0
2003-10-16,291618440.0
2003-10-17,376869624.0
2003-10-20,177390000.0
2003-10-21,178950190.66
2003-10-22,137012700.0
2003-10-23,121520483.4
2003-10-24,344896684.0
2003-10-27,280321648.0
2003-10-28,2199140.0
2003-10-29,
2003-10-30,217508100.0
2003-10-31,288971552.0
2003-11-03,166406963.0
2003-11-04,194165610.0
2003-11-05,127317580.0
2003-11-06,267221480.0
2003-11-07,201111200.0
2003-11-10,75273908.0
2003-11-11,48511200.0
2003-11-12,131643360.0
2003-11-13,216000000.0
2003-11-14,135205219.4
2003-11-17,2118880.0
2003-11-18,167762747.0
2003-11-19,41617726.0
2003-11-20,80915057.8
2003-11-21,291352216.0
2003-11-24,189968800.0
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,300424470.0
2003-12-01,131200000.0
2003-12-02,239882475.9
2003-12-03,159172780.0
2003-12-04,187824850.0
2003-12-05,253586550.0
2003-12-08,153430045.0
2003-12-09,254993880.0
2003-12-10,21820000.0
2003-12-11,51686320.0
2003-12-12,269073458.0
2003-12-15,32587410.0
2003-12-16,121583608.6
2003-12-17,2260472.0
2003-12-18,115583160.0
2003-12-19,91017260.0
2003-12-22,33470000.0
2003-12-23,132745160.0
2003-12-24,10267038.0
2003-12-25,
2003-12-26,179349592.48
2003-12-29,43460000.0
2003-12-30,142155749.0
2003-12-31,276761932.0
2004-01-01,
2004-01-02,219988140.0
2004-01-05,163800000.0
2004-01-06,205273810.0
2004-01-07,303982480.0
2004-01-08,59552000.0
2004-01-09,147160000.0
2004-01-12,35640000.0
2004-01-13,183785856.0
2004-01-14,2840000.0
2004-01-15,82000000.0
2004-01-16,99286360.0
2004-01-19,17664200.0
2004-01-20,73817380.0
2004-01-21,39130804.0
2004-01-22,86985952.0
2004-01-23,152126960.0
2004-01-26,207698400.0
2004-01-27,299755690.0
2004-01-28,229065840.0
2004-01-29,250774544.0
2004-01-30,302517896.84
2004-02-02,
2004-02-03,
2004-02-04,
2004-02-05,338884000.0
2004-02-06,407715132.4
2004-02-09,224698220.0
2004-02-10,172183264.0
2004-02-11,188235340.0
2004-02-12,296960000.0
2004-02-13,188600000.0
2004-02-16,10600000.0
