Tarih,TP_DF_DE_HACM
2001-03-30,86274862.44
2001-04-02,102481990.76
2001-04-03,76759929.26
2001-04-04,38872910.48
2001-04-05,77548705.76
2001-04-06,64425094.96
2001-04-09,108003978.74
2001-04-10,63550454.88
2001-04-11,44728976.66
2001-04-12,114787749.88
2001-04-13,129987737.72
2001-04-16,196026000.22
2001-04-17,59364320.6
2001-04-18,54049318.0
2001-04-19,61952522.06
2001-04-20,44882352.64
2001-04-23,
2001-04-24,28044509.06
2001-04-25,33754644.26
2001-04-26,29245168.18
2001-04-27,32715728.26
2001-04-30,27442720.82
2001-05-01,24747714.66
2001-05-02,31929715.76
2001-05-03,42833758.06
2001-05-04,31703549.08
2001-05-07,16458893.88
2001-05-08,22504294.42
2001-05-09,12975649.16
2001-05-10,37038592.08
2001-05-11,13986220.64
2001-05-14,20214614.32
2001-05-15,20627392.2
2001-05-16,21142534.56
2001-05-17,21209381.6
2001-05-18,38129184.04
2001-05-21,25966434.4
2001-05-22,29286353.12
2001-05-23,30886203.02
2001-05-24,23534841.54
2001-05-25,32181903.98
2001-05-28,10653939.14
2001-05-29,40496348.46
2001-05-30,35229357.26
2001-05-31,47775852.36
2001-06-01,34197335.08
2001-06-04,10848790.32
2001-06-05,23847914.88
2001-06-06,36011079.22
2001-06-07,25527248.4
2001-06-08,13236264.5
2001-06-11,17706707.1
2001-06-12,23232642.66
2001-06-13,24207186.72
2001-06-14,25771182.42
2001-06-15,17614194.38
2001-06-18,13035524.46
2001-06-19,30549230.42
2001-06-20,74501253.78
2001-06-21,84258256.22
2001-06-22,35014699.58
2001-06-25,105071730.2
2001-06-26,56050282.52
2001-06-27,26313050.02
2001-06-28,28464482.66
2001-06-29,17175342.86
2001-07-02,13180562.52
2001-07-03,35959788.76
2001-07-04,26746878.16
2001-07-05,16663499.6
2001-07-06,23054638.24
2001-07-09,15271174.0
2001-07-10,15414402.66
2001-07-11,20888002.82
2001-07-12,28628944.78
2001-07-13,41970742.56
2001-07-16,51020028.08
2001-07-17,28237711.0
2001-07-18,92876446.46
2001-07-19,48460594.32
2001-07-20,20762912.16
2001-07-23,33665167.02
2001-07-24,28477775.22
2001-07-25,21569841.28
2001-07-26,19233810.2
2001-07-27,22327178.44
2001-07-30,40322796.5
2001-07-31,24877519.2
2001-08-01,16697773.64
2001-08-02,22129667.18
2001-08-03,42453911.62
2001-08-06,18124093.12
2001-08-07,46250238.54
2001-08-08,38734484.46
2001-08-09,40806969.32
2001-08-10,39990430.38
2001-08-13,75434676.28
2001-08-14,57223598.48
2001-08-15,27303362.96
2001-08-16,48830503.14
2001-08-17,39488743.36
2001-08-20,28813977.02
2001-08-21,22783511.96
2001-08-22,16137364.5
2001-08-23,25877398.1
2001-08-24,28606588.76
2001-08-27,21199576.8
2001-08-28,28284451.72
2001-08-29,33708622.04
2001-08-30,
2001-08-31,17496526.94
2001-09-03,1908147.04
2001-09-04,24485422.56
2001-09-05,19490627.38
2001-09-06,8587958.76
2001-09-07,18508407.9
2001-09-10,16058341.78
2001-09-11,16318892.18
2001-09-12,85510492.94
2001-09-13,21077569.46
2001-09-14,14560112.14
2001-09-17,21565285.36
2001-09-18,37175542.72
2001-09-19,14688183.08
2001-09-20,14725685.78
2001-09-21,11095801.64
2001-09-24,17808133.2
2001-09-25,12764018.02
2001-09-26,17841339.08
2001-09-27,31176460.42
2001-09-28,22749972.86
2001-10-01,26308242.74
2001-10-02,17705437.0
2001-10-03,19044558.64
2001-10-04,21735013.9
2001-10-05,37880032.66
2001-10-08,30534290.36
2001-10-09,153369876.6
2001-10-10,70484932.36
2001-10-11,31809239.46
2001-10-12,25607852.94
2001-10-15,51680155.9
2001-10-16,31360590.8
2001-10-17,35963447.84
2001-10-18,18540383.72
2001-10-19,14692219.72
2001-10-22,35308195.2
2001-10-23,25785983.42
2001-10-24,16622321.96
2001-10-25,9707571.78
2001-10-26,24984904.24
2001-10-29,
2001-10-30,33678215.42
2001-10-31,24974893.7
2001-11-01,19878508.36
2001-11-02,13185992.88
2001-11-05,24222961.94
2001-11-06,25479666.44
2001-11-07,34631020.02
2001-11-08,23115142.82
2001-11-09,31669391.46
2001-11-12,4758626.32
2001-11-13,23314174.74
2001-11-14,17138482.02
2001-11-15,16161116.04
2001-11-16,22512895.98
2001-11-19,24055940.1
2001-11-20,24230530.4
2001-11-21,26032617.96
2001-11-22,13339178.34
2001-11-23,21915544.32
2001-11-26,10826415.54
2001-11-27,39643972.82
2001-11-28,10832651.34
2001-11-29,20953119.84
2001-11-30,15533578.84
2001-12-03,43760943.0
2001-12-04,19623715.24
2001-12-05,59789267.54
2001-12-06,19048128.04
2001-12-07,42058012.7
2001-12-10,54703557.98
2001-12-11,40234067.46
2001-12-12,37366297.2
2001-12-13,45257665.24
2001-12-14,47132982.38
2001-12-17,
2001-12-18,
2001-12-19,98502556.78
2001-12-20,126504961.04
2001-12-21,123735325.8
2001-12-24,108714861.08
2001-12-25,13161453.48
2001-12-26,142965365.42
2001-12-27,164741934.04
2001-12-28,250757851.72
2001-12-31,366993640.84
2002-01-01,
2002-01-02,115782586.4
2002-01-03,53496651.9
2002-01-04,28353933.66
2002-01-07,44033881.8
2002-01-08,21479295.2
2002-01-09,37178700.98
2002-01-10,34328300.3
2002-01-11,36546074.28
2002-01-14,30641968.36
2002-01-15,21924706.0
2002-01-16,25057842.68
2002-01-17,19902390.98
2002-01-18,20221311.92
2002-01-21,10596188.06
2002-01-22,37005017.8
2002-01-23,21230796.64
2002-01-24,36338401.32
2002-01-25,15853486.16
2002-01-28,16895576.62
2002-01-29,24161155.94
2002-01-30,11163489.08
2002-01-31,27769376.84
2002-02-01,13680877.68
2002-02-04,12655749.86
2002-02-05,22860048.48
2002-02-06,19916510.08
2002-02-07,31695248.66
2002-02-08,10163453.6
2002-02-11,26255295.48
2002-02-12,8932887.46
2002-02-13,23769842.46
2002-02-14,6694343.78
2002-02-15,18304560.6
2002-02-18,13816209.46
2002-02-19,28280075.86
2002-02-20,30190363.28
2002-02-21,33077983.46
2002-02-22,
2002-02-25,
2002-02-26,7428826.56
2002-02-27,23461614.42
2002-02-28,25541826.58
2002-03-01,20798739.38
2002-03-04,20511916.96
2002-03-05,17279513.5
2002-03-06,13125540.38
2002-03-07,9808777.98
2002-03-08,10943928.16
2002-03-11,27887665.88
2002-03-12,27004351.28
2002-03-13,25261209.22
2002-03-14,16303293.56
2002-03-15,18165946.18
2002-03-18,21434432.36
2002-03-19,21455650.0
2002-03-20,19483673.14
2002-03-21,25675515.18
2002-03-22,20453594.0
2002-03-25,25875712.02
2002-03-26,15135273.0
2002-03-27,19939665.9
2002-03-28,21274829.64
2002-03-29,20629120.0
2002-04-01,21166811.08
2002-04-02,17961157.42
2002-04-03,19582418.08
2002-04-04,13077336.78
2002-04-05,17583281.16
2002-04-08,12224881.0
2002-04-09,11429040.0
2002-04-10,9567533.3
2002-04-11,20424955.46
2002-04-12,14267994.78
2002-04-15,8693260.0
2002-04-16,15903710.0
2002-04-17,10958557.06
2002-04-18,12332081.02
2002-04-19,23309065.3
2002-04-22,9551670.28
2002-04-23,
2002-04-24,17569355.1
2002-04-25,18166187.36
2002-04-26,22189495.72
2002-04-29,24905293.22
2002-04-30,30439952.0
2002-05-01,35935016.92
2002-05-02,44566419.74
2002-05-03,24330467.6
2002-05-06,25542057.96
2002-05-07,25097770.4
2002-05-08,16906018.92
2002-05-09,29449650.0
2002-05-10,13875451.76
2002-05-13,22777418.22
2002-05-14,15994918.0
2002-05-15,22520764.52
2002-05-16,29887970.88
2002-05-17,15997520.0
2002-05-20,15620663.0
2002-05-21,16163236.72
2002-05-22,13846579.38
2002-05-23,18866712.0
2002-05-24,19088842.0
2002-05-27,2661233.72
2002-05-28,12477208.6
2002-05-29,29284046.0
2002-05-30,21298220.78
2002-05-31,22714318.0
2002-06-03,21767086.0
2002-06-04,15781840.0
2002-06-05,21312671.56
2002-06-06,8541703.88
2002-06-07,16477256.0
2002-06-10,13065937.0
2002-06-11,21783732.0
2002-06-12,9545944.0
2002-06-13,6769888.0
2002-06-14,10311655.98
2002-06-17,12502790.0
2002-06-18,7971520.0
2002-06-19,75178256.0
2002-06-20,228056240.0
2002-06-21,227418610.0
2002-06-24,122549611.36
2002-06-25,73470944.0
2002-06-26,90702455.0
2002-06-27,49375501.4
2002-06-28,44953152.0
2002-07-01,54266080.0
2002-07-02,41427970.0
2002-07-03,58789799.12
2002-07-04,39474570.0
2002-07-05,57649614.0
2002-07-08,40540519.0
2002-07-09,30711826.16
2002-07-10,29809339.44
2002-07-11,30934334.0
2002-07-12,18703006.0
2002-07-15,50616030.2
2002-07-16,23567670.22
2002-07-17,36012768.28
2002-07-18,25324907.0
2002-07-19,13476288.0
2002-07-22,35136013.0
2002-07-23,47502347.28
2002-07-24,39603195.66
2002-07-25,40529588.0
2002-07-26,50279144.98
2002-07-29,33550414.32
2002-07-30,26823716.0
2002-07-31,44074622.0
2002-08-01,42368632.0
2002-08-02,34711738.4
2002-08-05,25410847.4
2002-08-06,36510634.78
2002-08-07,44503960.0
2002-08-08,16452405.0
2002-08-09,28715636.0
2002-08-12,18907650.3
2002-08-13,16860402.0
2002-08-14,15068420.0
2002-08-15,10165109.6
2002-08-16,15388184.0
2002-08-19,30122737.86
2002-08-20,17332266.0
2002-08-21,20779633.88
2002-08-22,19414239.2
2002-08-23,23643077.0
2002-08-26,8153434.6
2002-08-27,11247561.0
2002-08-28,13737540.0
2002-08-29,22275261.0
2002-08-30,
2002-09-02,788320.0
2002-09-03,11680880.0
2002-09-04,16268622.0
2002-09-05,21731046.0
2002-09-06,10875499.12
2002-09-09,9303075.46
2002-09-10,18185553.54
2002-09-11,12473256.0
2002-09-12,10591702.2
2002-09-13,17796891.76
2002-09-16,8769382.82
2002-09-17,11663326.0
2002-09-18,8993920.0
2002-09-19,10957525.0
2002-09-20,11072342.32
2002-09-23,13477093.92
2002-09-24,19448440.0
2002-09-25,13992747.0
2002-09-26,10885538.0
2002-09-27,26293297.08
2002-09-30,12959427.0
2002-10-01,15980790.0
2002-10-02,14357484.0
2002-10-03,23546816.0
2002-10-04,13145574.0
2002-10-07,9445780.0
2002-10-08,9284286.0
2002-10-09,12275848.0
2002-10-10,7440500.0
2002-10-11,28029459.8
2002-10-14,3500000.0
2002-10-15,18517135.0
2002-10-16,16784841.74
2002-10-17,25355750.0
2002-10-18,26104123.0
2002-10-21,25844250.0
2002-10-22,17213784.2
2002-10-23,5448936.36
2002-10-24,11380864.0
2002-10-25,10118226.0
2002-10-28,1216392.0
2002-10-29,
2002-10-30,11932378.0
2002-10-31,17542314.2
2002-11-01,26646639.82
2002-11-04,15463250.0
2002-11-05,15068374.0
2002-11-06,12608725.0
2002-11-07,7172240.0
2002-11-08,24344527.58
2002-11-11,2785708.96
2002-11-12,19763283.06
2002-11-13,13601792.0
2002-11-14,13287191.0
2002-11-15,4362848.0
2002-11-18,3845092.0
2002-11-19,13235780.0
2002-11-20,12347454.0
2002-11-21,11212052.0
2002-11-22,15608648.0
2002-11-25,4244680.0
2002-11-26,13929075.0
2002-11-27,9595150.0
2002-11-28,2198420.0
2002-11-29,11919650.0
2002-12-02,4856350.0
2002-12-03,13258784.0
2002-12-04,9624461.0
2002-12-05,
2002-12-06,
2002-12-09,10497461.34
2002-12-10,7273136.0
2002-12-11,5554880.0
2002-12-12,7979937.42
2002-12-13,10167160.0
2002-12-16,8158845.0
2002-12-17,8418608.0
2002-12-18,3038600.0
2002-12-19,6630784.0
2002-12-20,5252380.0
2002-12-23,8578648.0
2002-12-24,4236722.0
2002-12-25,914018.0
2002-12-26,6826350.0
2002-12-27,11185367.0
2002-12-30,23330448.14
2002-12-31,42748865.5
2003-01-01,
2003-01-02,4772361.0
2003-01-03,2551652.0
2003-01-06,4067750.0
2003-01-07,8959097.0
2003-01-08,7921950.0
2003-01-09,9692260.0
2003-01-10,2733093.0
2003-01-13,16341682.0
2003-01-14,14437540.0
2003-01-15,6564306.4
2003-01-16,3137430.0
2003-01-17,2772886.0
2003-01-20,1409400.0
2003-01-21,14334250.08
2003-01-22,5422702.0
2003-01-23,2789957.0
2003-01-24,3109440.0
2003-01-27,8051388.0
2003-01-28,7893375.0
2003-01-29,4918710.0
2003-01-30,2820000.0
2003-01-31,3767778.0
2003-02-03,5010920.0
2003-02-04,13144697.4
2003-02-05,7883380.0
2003-02-06,20435504.0
2003-02-07,66033690.0
2003-02-10,3091576.0
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,30958120.8
2003-02-18,101518353.6
2003-02-19,29336158.8
2003-02-20,22300117.0
2003-02-21,10446723.2
2003-02-24,18935488.34
2003-02-25,21289486.0
2003-02-26,12257790.2
2003-02-27,22378376.0
2003-02-28,30827525.0
2003-03-03,47051614.0
2003-03-04,28647602.0
2003-03-05,12038465.0
2003-03-06,10919546.82
2003-03-07,8574372.0
2003-03-10,8649700.0
2003-03-11,11512320.0
2003-03-12,5052960.0
2003-03-13,6602664.0
2003-03-14,4204284.0
2003-03-17,11582800.0
2003-03-18,28878176.0
2003-03-19,40310011.0
2003-03-20,57086885.0
2003-03-21,29065026.0
2003-03-24,26544958.0
2003-03-25,37096253.0
2003-03-26,20236300.0
2003-03-27,6249461.0
2003-03-28,10340659.16
2003-03-31,6143920.0
2003-04-01,7570480.0
2003-04-02,3464000.0
2003-04-03,4738720.0
2003-04-04,4324140.0
2003-04-07,15293009.0
2003-04-08,7739816.0
2003-04-09,4903692.0
2003-04-10,3483776.0
2003-04-11,4073960.0
2003-04-14,4966320.0
2003-04-15,7771281.0
2003-04-16,2938050.0
2003-04-17,3988470.0
2003-04-18,2837532.0
2003-04-21,8266066.0
2003-04-22,15001008.0
2003-04-23,
2003-04-24,940000.0
2003-04-25,16497151.0
2003-04-28,2823856.0
2003-04-29,20973830.0
2003-04-30,9157189.24
2003-05-01,24740244.0
2003-05-02,14730184.0
2003-05-05,11388012.0
2003-05-06,5722625.0
2003-05-07,9368816.0
2003-05-08,5807029.6
2003-05-09,12193056.0
2003-05-12,6609400.0
2003-05-13,15725729.0
2003-05-14,6707220.0
2003-05-15,9810058.0
2003-05-16,11739603.2
2003-05-19,
2003-05-20,10444608.0
2003-05-21,6520175.0
2003-05-22,11708024.0
2003-05-23,5212750.0
2003-05-26,898320.0
2003-05-27,17423786.0
2003-05-28,6626470.0
2003-05-29,6617024.0
2003-05-30,7882652.8
2003-06-02,8453506.0
2003-06-03,6892646.0
2003-06-04,6812220.0
2003-06-05,8565900.0
2003-06-06,8366287.8
2003-06-09,3351996.0
2003-06-10,9839308.84
2003-06-11,5961664.0
2003-06-12,4560332.0
2003-06-13,2640412.0
2003-06-16,4632096.0
2003-06-17,5031670.0
2003-06-18,2512880.0
2003-06-19,3156330.0
2003-06-20,7120264.0
2003-06-23,3919727.0
2003-06-24,4881920.0
2003-06-25,6356931.0
2003-06-26,3532840.7
2003-06-27,3642372.0
2003-06-30,7473659.82
2003-07-01,4085776.0
2003-07-02,6389748.8
2003-07-03,4225180.0
2003-07-04,
2003-07-07,4923592.0
2003-07-08,5827072.0
2003-07-09,3300120.0
2003-07-10,11922615.38
2003-07-11,7657630.4
2003-07-14,1317996.2
2003-07-15,2732144.4
2003-07-16,2417375.6
2003-07-17,3069232.0
2003-07-18,2931392.0
2003-07-21,3530046.0
2003-07-22,6488599.6
2003-07-23,5858011.92
2003-07-24,5267915.0
2003-07-25,3119660.0
2003-07-28,3627556.0
2003-07-29,4563648.44
2003-07-30,4888993.32
2003-07-31,2524918.32
2003-08-01,4318140.0
2003-08-04,1120611.0
2003-08-05,1774130.4
2003-08-06,5939872.0
2003-08-07,3222805.0
2003-08-08,3581964.0
2003-08-11,4684062.0
2003-08-12,2886432.0
2003-08-13,2084208.0
2003-08-14,2413860.0
2003-08-15,2946245.0
2003-08-18,3059484.0
2003-08-19,4036568.0
2003-08-20,1926918.4
2003-08-21,2171010.0
2003-08-22,4626029.88
2003-08-25,2759536.0
2003-08-26,4918200.0
2003-08-27,2107635.0
2003-08-28,2761250.0
2003-08-29,4167880.0
2003-09-01,2516550.0
2003-09-02,7091388.0
2003-09-03,1930781.6
2003-09-04,4145340.0
2003-09-05,4765310.0
2003-09-08,1574988.0
2003-09-09,5942720.0
2003-09-10,3532788.0
2003-09-11,4772058.42
2003-09-12,1813146.16
2003-09-15,3627713.0
2003-09-16,2721176.0
2003-09-17,969778.0
2003-09-18,3724890.0
2003-09-19,3039078.0
2003-09-22,2062664.0
2003-09-23,3370840.0
2003-09-24,1797603.7
2003-09-25,3027641.0
2003-09-26,3044908.0
2003-09-29,2883948.76
2003-09-30,5378369.0
2003-10-01,4528385.0
2003-10-02,5297512.44
2003-10-03,3409927.3
2003-10-06,3491690.0
2003-10-07,3671856.0
2003-10-08,4025662.0
2003-10-09,2104320.0
2003-10-10,3720162.94
2003-10-13,1788150.0
2003-10-14,4558858.0
2003-10-15,2520345.0
2003-10-16,1618440.0
2003-10-17,3679224.0
2003-10-20,1800000.0
2003-10-21,2436790.66
2003-10-22,1711100.0
2003-10-23,2814883.4
2003-10-24,4615884.0
2003-10-27,2119848.0
2003-10-28,2199140.0
2003-10-29,
2003-10-30,2627100.0
2003-10-31,4759552.0
2003-11-03,1507963.0
2003-11-04,5386610.0
2003-11-05,1317580.0
2003-11-06,4081480.0
2003-11-07,180000.0
2003-11-10,2429908.0
2003-11-11,940000.0
2003-11-12,3044960.0
2003-11-13,1230000.0
2003-11-14,2138219.4
2003-11-17,2118880.0
2003-11-18,3765347.0
2003-11-19,3617726.0
2003-11-20,3758857.8
2003-11-21,5894416.0
2003-11-24,38081800.0
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,5818870.0
2003-12-01,1200000.0
2003-12-02,3375875.9
2003-12-03,3357780.0
2003-12-04,1824850.0
2003-12-05,1373550.0
2003-12-08,1343045.0
2003-12-09,2993880.0
2003-12-10,1820000.0
2003-12-11,1686320.0
2003-12-12,749458.0
2003-12-15,2587410.0
2003-12-16,3583608.6
2003-12-17,2260472.0
2003-12-18,7583160.0
2003-12-19,5017260.0
2003-12-22,3470000.0
2003-12-23,745160.0
2003-12-24,10267038.0
2003-12-25,
2003-12-26,5349592.48
2003-12-29,3460000.0
2003-12-30,12155749.0
2003-12-31,71757932.0
2004-01-01,
2004-01-02,2146140.0
2004-01-05,1200000.0
2004-01-06,13943810.0
2004-01-07,3982480.0
2004-01-08,3552000.0
2004-01-09,3160000.0
2004-01-12,2900000.0
2004-01-13,17785856.0
2004-01-14,2840000.0
2004-01-15,2000000.0
2004-01-16,21286360.0
2004-01-19,160000.0
2004-01-20,13817380.0
2004-01-21,2644804.0
2004-01-22,2985952.0
2004-01-23,12126960.0
2004-01-26,3698400.0
2004-01-27,887690.0
2004-01-28,3589840.0
2004-01-29,7774544.0
2004-01-30,5225896.84
2004-02-02,
2004-02-03,
2004-02-04,
2004-02-05,4500000.0
2004-02-06,2706732.4
2004-02-09,4698220.0
2004-02-10,17453264.0
2004-02-11,2235340.0
2004-02-12,960000.0
2004-02-13,2600000.0
2004-02-16,600000.0
2004-02-17,1813748.4
2004-02-18,3862776.0
2004-02-19,1569448.0
2004-02-20,1300003.0
2004-02-23,
2004-02-24,1020000.0
2004-02-25,100000.0
2004-02-26,1181286.0
2004-02-27,1400000.0
2004-03-01,984100.0
2004-03-02,249740.0
2004-03-03,3258384.0
2004-03-04,6352692.0
2004-03-05,6496498.0
2004-03-08,1247720.0
2004-03-09,4130000.0
