Tarih,TP_FG_J083
2014-06-01,135.01
2014-07-01,138.03
2014-08-01,138.36
2014-09-01,138.36
2014-10-01,138.55
2014-11-01,138.55
2014-12-01,138.55
2015-01-01,140.33
2015-02-01,141.85
2015-03-01,141.69
2015-04-01,141.54
2015-05-01,141.54
2015-06-01,141.54
2015-07-01,141.65
2015-08-01,142.81
2015-09-01,143.69
2015-10-01,144.24
2015-11-01,144.59
2015-12-01,144.59
2016-01-01,144.59
2016-02-01,144.59
2016-03-01,144.59
2016-04-01,144.79
2016-05-01,146.41
2016-06-01,147.28
2016-07-01,149.5
2016-08-01,149.5
2016-09-01,149.77
2016-10-01,149.77
2016-11-01,150.78
2016-12-01,150.78
2017-01-01,150.78
2017-02-01,151.31
2017-03-01,151.31
2017-04-01,151.21
2017-05-01,152.54
2017-06-01,152.61
2017-07-01,152.61
2017-08-01,152.4
2017-09-01,153.38
2017-10-01,153.38
2017-11-01,153.56
2017-12-01,153.56
2018-01-01,151.55
2018-02-01,152.18
2018-03-01,152.42
2018-04-01,152.42
2018-05-01,153.65
2018-06-01,162.27
2018-07-01,160.75
2018-08-01,164.64
2018-09-01,164.64
2018-10-01,168.81
2018-11-01,168.88
2018-12-01,168.88
2019-01-01,170.86
2019-02-01,171.25
2019-03-01,171.48
2019-04-01,171.49
2019-05-01,171.94
2019-06-01,172.8
2019-07-01,173.65
2019-08-01,174.01
2019-09-01,173.86
2019-10-01,178.12
2019-11-01,179.74
2019-12-01,180.54
2020-01-01,180.39
2020-02-01,180.72
2020-03-01,180.86
2020-04-01,179.71
2020-05-01,180.58
2020-06-01,182.26
2020-07-01,184.52
2020-08-01,185.33
2020-09-01,186.4
2020-10-01,187.03
2020-11-01,187.26
2020-12-01,189.34
2021-01-01,189.57
2021-02-01,191.64
2021-03-01,194.17
2021-04-01,193.14
2021-05-01,195.07
2021-06-01,195.67
2021-07-01,195.92
2021-08-01,198.06
2021-09-01,198.86
2021-10-01,199.71
2021-11-01,200.84
2021-12-01,201.27
2022-01-01,206.12
2022-02-01,208.61
2022-03-01,213.1
2022-04-01,219.2
2022-05-01,223.09
2022-06-01,230.15
2022-07-01,234.35
2022-08-01,238.16
2022-09-01,245.4
2022-10-01,251.93
2022-11-01,259.39
2022-12-01,261.89
2023-01-01,283.18
2023-02-01,286.48
2023-03-01,289.46
2023-04-01,312.7
2023-05-01,322.02
2023-06-01,330.98
2023-07-01,343.37
2023-08-01,360.86
2023-09-01,380.34
2023-10-01,395.89
2023-11-01,416.52
2023-12-01,429.2
2024-01-01,439.3
2024-02-01,466.81
2024-03-01,497.79
2024-04-01,519.97
2024-05-01,531.78
2024-06-01,553.91
2024-07-01,584.18
2024-08-01,587.75
2024-09-01,589.71
2024-10-01,598.56
2024-11-01,609.85
2024-12-01,618.66
2025-01-01,636.14
2025-02-01,659.42
2025-03-01,663.06
2025-04-01,665.58
2025-05-01,664.57
2025-06-01,674.42
2025-07-01,712.7
2025-08-01,724.49
2025-09-01,730.31
