Tarih,TP_FG_J022
2014-06-01,411.16
2014-07-01,419.31
2014-08-01,416.63
2014-09-01,411.65
2014-10-01,411.65
2014-11-01,411.65
2014-12-01,411.65
2015-01-01,427.89
2015-02-01,425.72
2015-03-01,425.72
2015-04-01,425.72
2015-05-01,425.72
2015-06-01,425.72
2015-07-01,429.98
2015-08-01,431.36
2015-09-01,432.97
2015-10-01,432.97
2015-11-01,432.97
2015-12-01,432.97
2016-01-01,474.17
2016-02-01,478.9
2016-03-01,478.9
2016-04-01,478.9
2016-05-01,478.9
2016-06-01,478.9
2016-07-01,514.22
2016-08-01,532.95
2016-09-01,532.95
2016-10-01,532.95
2016-11-01,532.95
2016-12-01,572.08
2017-01-01,586.43
2017-02-01,586.43
2017-03-01,586.43
2017-04-01,586.43
2017-05-01,586.43
2017-06-01,586.43
2017-07-01,586.43
2017-08-01,586.43
2017-09-01,586.43
2017-10-01,586.43
2017-11-01,586.43
2017-12-01,586.43
2018-01-01,586.43
2018-02-01,586.43
2018-03-01,586.43
2018-04-01,586.43
2018-05-01,586.43
2018-06-01,586.43
2018-07-01,586.43
2018-08-01,588.44
2018-09-01,588.44
2018-10-01,588.44
2018-11-01,588.44
2018-12-01,588.44
2019-01-01,588.44
2019-02-01,588.44
2019-03-01,588.44
2019-04-01,632.26
2019-05-01,693.56
2019-06-01,693.67
2019-07-01,694.34
2019-08-01,839.04
2019-09-01,855.18
2019-10-01,855.18
2019-11-01,855.18
2019-12-01,855.18
2020-01-01,855.18
2020-02-01,843.13
2020-03-01,843.13
2020-04-01,843.13
2020-05-01,849.01
2020-06-01,856.79
2020-07-01,856.98
2020-08-01,857.4
2020-09-01,857.65
2020-10-01,857.65
2020-11-01,857.65
2020-12-01,857.65
2021-01-01,857.65
2021-02-01,857.78
2021-03-01,857.91
2021-04-01,864.69
2021-05-01,864.69
2021-06-01,864.69
2021-07-01,864.69
2021-08-01,864.69
2021-09-01,864.69
2021-10-01,920.39
2021-11-01,920.39
2021-12-01,1030.44
2022-01-01,1247.78
2022-02-01,1247.78
2022-03-01,1300.55
2022-04-01,1355.54
2022-05-01,1447.92
2022-06-01,1463.83
2022-07-01,1572.28
2022-08-01,1572.28
2022-09-01,1572.54
2022-10-01,1625.82
2022-11-01,1680.91
2022-12-01,1680.91
2023-01-01,1860.8
2023-02-01,1840.82
2023-03-01,1840.82
2023-04-01,1840.82
2023-05-01,1840.82
2023-06-01,2067.12
2023-07-01,2295.17
2023-08-01,2376.58
2023-09-01,2639.83
2023-10-01,2639.83
2023-11-01,2904.41
2023-12-01,2904.41
2024-01-01,3005.68
2024-02-01,3005.68
2024-03-01,3005.68
2024-04-01,3322.1
2024-05-01,3483.87
2024-06-01,3483.87
2024-07-01,3652.55
2024-08-01,3827.57
2024-09-01,4005.15
2024-10-01,4005.15
2024-11-01,4005.15
2024-12-01,4005.15
2025-01-01,4005.15
2025-02-01,4005.15
2025-03-01,4439.72
2025-04-01,4440.4
2025-05-01,4441.35
2025-06-01,4446.25
2025-07-01,4675.34
2025-08-01,4972.92
2025-09-01,4972.92
