Tarih,TP_FG_J08
2014-06-01,122.36
2014-07-01,124.69
2014-08-01,124.86
2014-09-01,124.8
2014-10-01,124.68
2014-11-01,124.52
2014-12-01,124.38
2015-01-01,125.55
2015-02-01,126.73
2015-03-01,126.69
2015-04-01,126.34
2015-05-01,126.14
2015-06-01,126.19
2015-07-01,126.18
2015-08-01,127.4
2015-09-01,128.32
2015-10-01,128.64
2015-11-01,129.09
2015-12-01,128.81
2016-01-01,128.87
2016-02-01,128.33
2016-03-01,128.2
2016-04-01,128.57
2016-05-01,129.75
2016-06-01,130.06
2016-07-01,131.85
2016-08-01,131.99
2016-09-01,132.32
2016-10-01,132.24
2016-11-01,133.08
2016-12-01,132.9
2017-01-01,133.05
2017-02-01,133.92
2017-03-01,133.93
2017-04-01,133.9
2017-05-01,134.58
2017-06-01,134.05
2017-07-01,134.22
2017-08-01,134.33
2017-09-01,134.68
2017-10-01,134.67
2017-11-01,135.0
2017-12-01,134.77
2018-01-01,133.44
2018-02-01,133.74
2018-03-01,133.87
2018-04-01,133.82
2018-05-01,134.28
2018-06-01,140.67
2018-07-01,140.51
2018-08-01,144.2
2018-09-01,145.8
2018-10-01,148.79
2018-11-01,147.9
2018-12-01,147.74
2019-01-01,148.84
2019-02-01,148.34
2019-03-01,147.91
2019-04-01,147.47
2019-05-01,147.56
2019-06-01,148.12
2019-07-01,149.35
2019-08-01,149.35
2019-09-01,149.25
2019-10-01,151.38
2019-11-01,151.97
2019-12-01,152.41
2020-01-01,152.03
2020-02-01,151.7
2020-03-01,151.63
2020-04-01,149.76
2020-05-01,151.96
2020-06-01,155.29
2020-07-01,158.03
2020-08-01,158.87
2020-09-01,159.31
2020-10-01,159.67
2020-11-01,159.86
2020-12-01,161.14
2021-01-01,161.64
2021-02-01,162.55
2021-03-01,163.78
2021-04-01,163.32
2021-05-01,164.23
2021-06-01,164.81
2021-07-01,165.0
2021-08-01,166.48
2021-09-01,167.26
2021-10-01,168.11
2021-11-01,169.08
2021-12-01,175.25
2022-01-01,179.03
2022-02-01,181.88
2022-03-01,188.48
2022-04-01,193.88
2022-05-01,196.77
2022-06-01,203.94
2022-07-01,207.56
2022-08-01,211.52
2022-09-01,218.71
2022-10-01,224.39
2022-11-01,229.73
2022-12-01,232.35
2023-01-01,246.83
2023-02-01,248.16
2023-03-01,249.61
2023-04-01,264.41
2023-05-01,268.96
2023-06-01,279.47
2023-07-01,296.86
2023-08-01,309.57
2023-09-01,320.61
2023-10-01,329.18
2023-11-01,340.46
2023-12-01,350.9
2024-01-01,361.37
2024-02-01,376.94
2024-03-01,398.23
2024-04-01,410.9
2024-05-01,415.03
2024-06-01,425.56
2024-07-01,439.23
2024-08-01,441.96
2024-09-01,438.07
2024-10-01,453.51
2024-11-01,462.05
2024-12-01,470.47
2025-01-01,480.56
2025-02-01,492.02
2025-03-01,493.84
2025-04-01,498.46
2025-05-01,494.92
2025-06-01,504.0
2025-07-01,525.4
2025-08-01,533.05
2025-09-01,539.72
