Tarih,TP_FG_J126
2014-06-01,332.94
2014-07-01,332.94
2014-08-01,332.94
2014-09-01,332.94
2014-10-01,332.94
2014-11-01,332.94
2014-12-01,332.94
2015-01-01,335.53
2015-02-01,338.27
2015-03-01,338.27
2015-04-01,338.27
2015-05-01,338.27
2015-06-01,338.27
2015-07-01,338.27
2015-08-01,338.27
2015-09-01,338.27
2015-10-01,338.27
2015-11-01,338.27
2015-12-01,338.27
2016-01-01,361.58
2016-02-01,386.86
2016-03-01,386.86
2016-04-01,386.86
2016-05-01,386.86
2016-06-01,386.86
2016-07-01,401.51
2016-08-01,401.51
2016-09-01,401.51
2016-10-01,401.51
2016-11-01,416.73
2016-12-01,437.19
2017-01-01,454.99
2017-02-01,469.02
2017-03-01,469.02
2017-04-01,469.02
2017-05-01,469.02
2017-06-01,471.68
2017-07-01,483.49
2017-08-01,517.3
2017-09-01,517.3
2017-10-01,517.3
2017-11-01,517.3
2017-12-01,517.3
2018-01-01,530.76
2018-02-01,553.14
2018-03-01,570.75
2018-04-01,585.6
2018-05-01,585.6
2018-06-01,591.05
2018-07-01,609.29
2018-08-01,609.29
2018-09-01,609.29
2018-10-01,609.29
2018-11-01,609.29
2018-12-01,609.29
2019-01-01,658.86
2019-02-01,673.69
2019-03-01,673.69
2019-04-01,673.69
2019-05-01,673.69
2019-06-01,673.69
2019-07-01,681.48
2019-08-01,714.95
2019-09-01,714.95
2019-10-01,734.13
2019-11-01,734.13
2019-12-01,734.13
2020-01-01,756.55
2020-02-01,778.35
2020-03-01,52.91
2020-04-01,52.91
2020-05-01,52.91
2020-06-01,52.91
2020-07-01,52.91
2020-08-01,52.91
2020-09-01,52.91
2020-10-01,52.91
2020-11-01,52.91
2020-12-01,52.91
2021-01-01,59.17
2021-02-01,60.49
2021-03-01,60.49
2021-04-01,60.49
2021-05-01,60.49
2021-06-01,60.48
2021-07-01,60.47
2021-08-01,60.47
2021-09-01,60.47
2021-10-01,60.47
2021-11-01,60.47
2021-12-01,60.47
2022-01-01,66.77
2022-02-01,77.87
2022-03-01,77.87
2022-04-01,77.87
2022-05-01,77.87
2022-06-01,77.87
2022-07-01,77.87
2022-08-01,77.87
2022-09-01,81.97
2022-10-01,81.97
2022-11-01,81.97
2022-12-01,81.97
2023-01-01,124.41
2023-02-01,135.14
2023-03-01,135.14
2023-04-01,135.14
2023-05-01,135.14
2023-06-01,135.14
2023-07-01,135.14
2023-08-01,135.14
2023-09-01,135.14
2023-10-01,135.14
2023-11-01,135.14
2023-12-01,135.14
2024-01-01,223.11
2024-02-01,223.11
2024-03-01,223.11
2024-04-01,223.11
2024-05-01,223.11
2024-06-01,223.11
2024-07-01,223.11
2024-08-01,223.11
2024-09-01,223.11
2024-10-01,223.11
2024-11-01,223.11
2024-12-01,223.11
2025-01-01,321.98
2025-02-01,321.98
2025-03-01,321.98
2025-04-01,321.98
2025-05-01,321.98
2025-06-01,321.98
2025-07-01,321.98
2025-08-01,321.98
2025-09-01,321.98
