Tarih,TP_FG_J02
2014-06-01,411.81
2014-07-01,420.02
2014-08-01,418.09
2014-09-01,413.42
2014-10-01,413.41
2014-11-01,413.42
2014-12-01,413.37
2015-01-01,430.69
2015-02-01,428.79
2015-03-01,428.76
2015-04-01,428.83
2015-05-01,428.86
2015-06-01,428.83
2015-07-01,433.8
2015-08-01,435.34
2015-09-01,436.87
2015-10-01,436.83
2015-11-01,436.85
2015-12-01,436.87
2016-01-01,478.81
2016-02-01,483.58
2016-03-01,483.59
2016-04-01,483.88
2016-05-01,483.73
2016-06-01,483.72
2016-07-01,517.8
2016-08-01,535.59
2016-09-01,535.63
2016-10-01,535.6
2016-11-01,535.64
2016-12-01,574.89
2017-01-01,588.45
2017-02-01,588.6
2017-03-01,588.59
2017-04-01,588.65
2017-05-01,588.66
2017-06-01,588.7
2017-07-01,591.0
2017-08-01,591.27
2017-09-01,591.32
2017-10-01,591.32
2017-11-01,591.4
2017-12-01,591.36
2018-01-01,593.67
2018-02-01,593.86
2018-03-01,593.87
2018-04-01,593.92
2018-05-01,594.83
2018-06-01,594.96
2018-07-01,599.46
2018-08-01,602.0
2018-09-01,602.41
2018-10-01,603.51
2018-11-01,604.56
2018-12-01,605.52
2019-01-01,609.26
2019-02-01,609.94
2019-03-01,609.99
2019-04-01,651.31
2019-05-01,709.14
2019-06-01,709.43
2019-07-01,714.76
2019-08-01,851.35
2019-09-01,866.61
2019-10-01,866.63
2019-11-01,866.66
2019-12-01,866.65
2020-01-01,866.45
2020-02-01,854.81
2020-03-01,855.12
2020-04-01,855.31
2020-05-01,860.99
2020-06-01,868.44
2020-07-01,870.4
2020-08-01,872.12
2020-09-01,872.47
2020-10-01,872.4
2020-11-01,872.43
2020-12-01,872.31
2021-01-01,878.17
2021-02-01,879.35
2021-03-01,879.67
2021-04-01,886.09
2021-05-01,885.96
2021-06-01,885.88
2021-07-01,886.1
2021-08-01,887.73
2021-09-01,888.14
2021-10-01,941.17
2021-11-01,941.45
2021-12-01,1046.98
2022-01-01,1276.31
2022-02-01,1281.95
2022-03-01,1332.12
2022-04-01,1385.71
2022-05-01,1476.21
2022-06-01,1514.77
2022-07-01,1618.58
2022-08-01,1620.0
2022-09-01,1620.68
2022-10-01,1674.14
2022-11-01,1727.47
2022-12-01,1728.66
2023-01-01,1922.07
2023-02-01,1913.86
2023-03-01,1914.9
2023-04-01,1915.13
2023-05-01,1920.5
2023-06-01,2134.25
2023-07-01,2372.57
2023-08-01,2462.06
2023-09-01,2709.08
2023-10-01,2711.63
2023-11-01,2960.04
2023-12-01,2960.44
2024-01-01,3106.06
2024-02-01,3121.3
2024-03-01,3120.83
2024-04-01,3419.12
2024-05-01,3581.35
2024-06-01,3583.98
2024-07-01,3793.2
2024-08-01,3962.5
2024-09-01,4127.41
2024-10-01,4125.76
2024-11-01,4124.01
2024-12-01,4123.21
2025-01-01,4165.35
2025-02-01,4164.84
2025-03-01,4579.45
2025-04-01,4576.59
2025-05-01,4579.52
2025-06-01,4586.04
2025-07-01,4847.18
2025-08-01,5139.92
2025-09-01,5138.41
