Tarih,TP_FG_J104
2014-06-01,199.18
2014-07-01,199.18
2014-08-01,200.4
2014-09-01,215.35
2014-10-01,215.35
2014-11-01,215.35
2014-12-01,215.35
2015-01-01,215.35
2015-02-01,215.35
2015-03-01,215.35
2015-04-01,215.35
2015-05-01,215.35
2015-06-01,215.35
2015-07-01,217.32
2015-08-01,227.16
2015-09-01,228.22
2015-10-01,229.52
2015-11-01,229.52
2015-12-01,229.52
2016-01-01,229.52
2016-02-01,229.52
2016-03-01,229.52
2016-04-01,229.52
2016-05-01,229.52
2016-06-01,229.52
2016-07-01,229.52
2016-08-01,245.56
2016-09-01,247.27
2016-10-01,247.69
2016-11-01,247.69
2016-12-01,247.69
2017-01-01,247.69
2017-02-01,247.69
2017-03-01,247.69
2017-04-01,247.69
2017-05-01,247.69
2017-06-01,247.69
2017-07-01,247.69
2017-08-01,266.76
2017-09-01,271.29
2017-10-01,271.29
2017-11-01,271.29
2017-12-01,271.29
2018-01-01,271.29
2018-02-01,271.29
2018-03-01,271.29
2018-04-01,271.29
2018-05-01,271.29
2018-06-01,271.29
2018-07-01,271.29
2018-08-01,271.29
2018-09-01,296.86
2018-10-01,296.86
2018-11-01,296.86
2018-12-01,296.86
2019-01-01,296.86
2019-02-01,296.86
2019-03-01,296.86
2019-04-01,296.86
2019-05-01,296.86
2019-06-01,296.86
2019-07-01,296.86
2019-08-01,332.12
2019-09-01,333.4
2019-10-01,333.4
2019-11-01,333.4
2019-12-01,333.4
2020-01-01,333.4
2020-02-01,333.4
2020-03-01,333.4
2020-04-01,333.4
2020-05-01,333.4
2020-06-01,333.4
2020-07-01,333.4
2020-08-01,333.4
2020-09-01,354.87
2020-10-01,354.31
2020-11-01,353.56
2020-12-01,353.56
2021-01-01,353.56
2021-02-01,353.56
2021-03-01,353.56
2021-04-01,353.56
2021-05-01,353.56
2021-06-01,353.56
2021-07-01,353.56
2021-08-01,353.56
2021-09-01,419.73
2021-10-01,419.73
2021-11-01,419.73
2021-12-01,419.73
2022-01-01,419.73
2022-02-01,419.73
2022-03-01,419.73
2022-04-01,419.73
2022-05-01,419.73
2022-06-01,419.73
2022-07-01,419.73
2022-08-01,521.48
2022-09-01,639.86
2022-10-01,641.26
2022-11-01,641.26
2022-12-01,641.26
2023-01-01,641.26
2023-02-01,641.26
2023-03-01,641.26
2023-04-01,641.26
2023-05-01,641.26
2023-06-01,641.26
2023-07-01,641.26
2023-08-01,641.26
2023-09-01,1460.3
2023-10-01,1460.3
2023-11-01,1466.3
2023-12-01,1466.3
2024-01-01,1466.3
2024-02-01,1466.3
2024-03-01,1466.3
2024-04-01,1466.3
2024-05-01,1466.3
2024-06-01,1466.3
2024-07-01,1466.3
2024-08-01,2099.73
2024-09-01,3050.38
2024-10-01,3050.38
2024-11-01,3050.38
2024-12-01,3050.38
2025-01-01,3050.38
2025-02-01,3050.38
2025-03-01,3050.38
2025-04-01,3050.38
2025-05-01,3050.38
2025-06-01,3050.38
2025-07-01,3050.38
2025-08-01,3105.32
2025-09-01,5020.37
