Tarih,TP_KB_A03
2019-01-01,45317.0
2019-02-01,45317.0
2019-03-01,45300.0
2019-04-01,24564967.0
2019-05-01,24496100.0
2019-06-01,24326300.0
2019-07-01,23058697.0
2019-08-01,23918577.0
2019-09-01,22965457.0
2019-10-01,23683257.0
2019-11-01,24371617.0
2019-12-01,38574068.0
2020-01-01,38306088.0
2020-02-01,36569734.0
2020-03-01,37888414.0
2020-04-01,45580212.0
2020-05-01,71181315.0
2020-06-01,71667495.0
2020-07-01,73298085.0
2020-08-01,75305405.0
2020-09-01,76930445.0
2020-10-01,79044625.0
2020-11-01,77563145.0
2020-12-01,76484595.0
2021-01-01,75980285.0
2021-02-01,73462492.0
2021-03-01,76546812.0
2021-04-01,77047052.0
2021-05-01,78921102.0
2021-06-01,78735362.0
2021-07-01,77415202.0
2021-08-01,76825792.0
2021-09-01,78546300.0
2021-10-01,81083752.0
2021-11-01,93246022.0
2021-12-01,94740082.0
2022-01-01,96486852.0
2022-02-01,95770218.0
2022-03-01,149539852.0
2022-04-01,146902898.0
2022-05-01,154448528.0
2022-06-01,154145430.0
2022-07-01,157089650.0
2022-08-01,156313719.0
2022-09-01,155668020.0
2022-10-01,158554651.0
2022-11-01,158554651.0
2022-12-01,163303443.0
2023-01-01,158916249.0
2023-02-01,154064017.0
2023-03-01,269165158.0
2023-04-01,271284193.0
2023-05-01,272803473.0
2023-06-01,297069895.0
2023-07-01,302444206.0
2023-08-01,299258600.0
2023-09-01,300394400.0
2023-10-01,303371686.0
2023-11-01,310542611.0
2023-12-01,313845624.0
2024-01-01,314758329.0
2024-02-01,315168261.0
2024-03-01,319525677.0
2024-04-01,190511521.0
2024-05-01,190530784.0
2024-06-01,190554200.0
2024-07-01,190610308.0
2024-08-01,190780187.0
2024-09-01,190810900.0
2024-10-01,190724643.0
2024-11-01,190680182.0
2024-12-01,214878482.0
2025-01-01,214961956.0
2025-02-01,215135831.0
2025-03-01,215627014.0
2025-04-01,216191200.0
2025-05-01,216301716.0
2025-06-01,216733167.0
2025-07-01,216773970.0
2025-08-01,216966019.0
