Tarih,TP_KB_A02
2011-03-01,350864651.0
2011-04-01,352918602.0
2011-05-01,353621190.0
2011-06-01,354876060.0
2011-07-01,360032165.0
2011-08-01,362785878.0
2011-09-01,363570279.0
2011-10-01,365497212.0
2011-11-01,363970484.0
2011-12-01,366354772.0
2012-01-01,369767009.0
2012-02-01,374579088.0
2012-03-01,372763668.0
2012-04-01,371376099.0
2012-05-01,372533262.0
2012-06-01,374361092.0
2012-07-01,378781945.0
2012-08-01,381545258.0
2012-09-01,382949876.0
2012-10-01,387166162.0
2012-11-01,382196146.0
2012-12-01,380987926.0
2013-01-01,383402180.0
2013-02-01,385284468.0
2013-03-01,388204934.0
2013-04-01,388975439.0
2013-05-01,390542941.0
2013-06-01,391217535.0
2013-07-01,396356047.0
2013-08-01,399777677.0
2013-09-01,406093433.0
2013-10-01,405634656.0
2013-11-01,404124226.0
2013-12-01,401754037.0
2014-01-01,405012645.0
2014-02-01,405801046.0
2014-03-01,407747417.0
2014-04-01,408120435.0
2014-05-01,411121112.0
2014-06-01,407166385.0
2014-07-01,406993250.0
2014-08-01,406172283.0
2014-09-01,406963479.0
2014-10-01,410406089.0
2014-11-01,412910175.0
2014-12-01,414000255.0
2015-01-01,415309380.0
2015-02-01,419580554.0
2015-03-01,421560776.0
2015-04-01,426861379.0
2015-05-01,426902845.0
2015-06-01,426997212.0
2015-07-01,431143812.0
2015-08-01,431742496.0
2015-09-01,434936180.0
2015-10-01,435565695.0
2015-11-01,436818963.0
2015-12-01,440076616.0
2016-01-01,441432154.0
2016-02-01,441422865.0
2016-03-01,445571110.0
2016-04-01,446744958.0
2016-05-01,449624284.0
2016-06-01,450607101.0
2016-07-01,451622505.0
2016-08-01,454728126.0
2016-09-01,459392640.0
2016-10-01,461323226.0
2016-11-01,464516134.0
2016-12-01,467573516.0
2017-01-01,471559527.0
2017-02-01,476712971.0
2017-03-01,481432507.0
2017-04-01,485001420.0
2017-05-01,488634126.0
2017-06-01,493774470.0
2017-07-01,503082723.0
2017-08-01,511706647.0
2017-09-01,520982089.0
2017-10-01,528016960.0
2017-11-01,531974119.0
2017-12-01,534427713.0
2018-01-01,538804583.0
2018-02-01,541881583.0
2018-03-01,548384583.0
2018-04-01,551074583.0
2018-05-01,554451583.0
2018-06-01,559205583.0
2018-07-01,565790583.0
2018-08-01,571380683.0
2018-09-01,578982683.0
2018-10-01,581836683.0
2018-11-01,572278683.0
2018-12-01,580601683.0
2019-01-01,591572890.0
2019-02-01,605982435.0
2019-03-01,612003889.0
2019-04-01,616621208.0
2019-05-01,628064966.0
2019-06-01,643307612.0
2019-07-01,647174367.0
2019-08-01,657889026.0
2019-09-01,667533443.0
2019-10-01,676807488.0
2019-11-01,680192785.0
2019-12-01,700995124.0
2020-01-01,707214722.0
2020-02-01,737430643.0
2020-03-01,758887522.0
2020-04-01,811163835.0
2020-05-01,865404850.0
2020-06-01,882478362.0
2020-07-01,943662580.0
2020-08-01,993396923.0
2020-09-01,999059188.0
2020-10-01,1019677021.0
2020-11-01,993129344.0
2020-12-01,983868934.0
2021-01-01,988286776.0
2021-02-01,1009115902.0
2021-03-01,1034695175.0
2021-04-01,1042929721.0
2021-05-01,1054386172.0
2021-06-01,1056679050.0
2021-07-01,1073562938.0
2021-08-01,1090933930.0
2021-09-01,1101254111.0
2021-10-01,1113962372.0
2021-11-01,1213147015.0
2021-12-01,1216529885.0
2022-01-01,1248433016.0
2022-02-01,1287220626.0
2022-03-01,1315496805.0
2022-04-01,1335532679.0
2022-05-01,1383272554.0
2022-06-01,1431176907.0
2022-07-01,1493679206.0
2022-08-01,1507692584.0
2022-09-01,1557130643.0
2022-10-01,1616476399.0
2022-11-01,1670135531.0
2022-12-01,1723131689.0
2023-01-01,1808352313.0
2023-02-01,1866072418.0
2023-03-01,1961260800.0
2023-04-01,2018634033.0
2023-05-01,2072302841.0
2023-06-01,2275552816.0
2023-07-01,2337615464.0
2023-08-01,2456697775.0
2023-09-01,2556348050.0
2023-10-01,2660382204.0
2023-11-01,2771663927.0
2023-12-01,2894155054.0
2024-01-01,3050441160.0
2024-02-01,3124383361.0
2024-03-01,3251635050.0
2024-04-01,3368200226.0
2024-05-01,3512293449.0
2024-06-01,3679147834.0
2024-07-01,3792193983.0
2024-08-01,3965874648.0
2024-09-01,4148601723.0
2024-10-01,4356284234.0
2024-11-01,4541671661.0
2024-12-01,4678711860.0
2025-01-01,4898126707.0
2025-02-01,5127295694.0
2025-03-01,5405719313.0
2025-04-01,5775452800.0
2025-05-01,5929694741.0
2025-06-01,6230707436.0
2025-07-01,6593605373.0
2025-08-01,6909370900.0
