Tarih,TP_LKF_KSV02
2013-10-01,3105479.0
2013-11-01,2717028.0
2013-12-01,3005266.0
2014-01-01,2984550.0
2014-02-01,3156837.0
2014-03-01,3008368.0
2014-04-01,3251393.0
2014-05-01,3323734.0
2014-06-01,3153068.0
2014-07-01,3885263.0
2014-08-01,4459949.0
2014-09-01,4193489.0
2014-10-01,4261123.0
2014-11-01,4295915.0
2014-12-01,4533207.0
2015-01-01,4602826.0
2015-02-01,4571804.0
2015-03-01,4542301.0
2015-04-01,4562018.0
2015-05-01,4570123.0
2015-06-01,4739243.0
2015-07-01,5026303.0
2015-08-01,5663596.0
2015-09-01,5799312.0
2015-10-01,5522517.0
2015-11-01,5643288.0
2015-12-01,5639106.0
2016-01-01,6157674.0
2016-02-01,5817651.0
2016-03-01,6229232.0
2016-04-01,6216633.0
2016-05-01,6727412.0
2016-06-01,7228476.0
2016-07-01,6420119.0
2016-08-01,6744854.0
2016-09-01,6357210.0
2016-10-01,6654807.0
2016-11-01,6463589.0
2016-12-01,6347464.0
2017-01-01,6429766.0
2017-02-01,6140440.0
2017-03-01,5549932.0
2017-04-01,5603103.0
2017-05-01,5490844.0
2017-06-01,5454588.0
2017-07-01,5295811.0
2017-08-01,4987675.0
2017-09-01,5044394.0
2017-10-01,5511329.0
2017-11-01,5749794.0
2017-12-01,5452335.0
2018-01-01,6015571.0
2018-02-01,6284303.0
2018-03-01,7009689.0
2018-04-01,8404092.0
2018-05-01,6857395.0
2018-06-01,6235637.0
2018-07-01,5643508.0
2018-08-01,5146974.0
2018-09-01,4905449.0
2018-10-01,4576354.0
2018-11-01,4224973.0
2018-12-01,4261689.0
2019-01-01,3856027.0
2019-02-01,3137649.0
2019-03-01,9471223.0
2019-04-01,10533179.0
2019-05-01,10642263.0
2019-06-01,10921687.0
2019-07-01,9611995.0
2019-08-01,11280163.0
2019-09-01,11603834.0
2019-10-01,12492839.0
2019-11-01,12950625.0
2019-12-01,12826014.0
2020-01-01,12361419.0
2020-02-01,8443346.0
2020-03-01,11504331.0
2020-04-01,13517944.0
2020-05-01,15997915.0
2020-06-01,16513827.0
2020-07-01,12428256.0
2020-08-01,14315616.0
2020-09-01,13044913.0
2020-10-01,8627616.0
2020-11-01,8916687.0
2020-12-01,9828004.0
2021-01-01,6522.0
2021-02-01,10061.0
2021-03-01,61491.0
2021-04-01,10972.0
2021-05-01,14567.0
2021-06-01,209416.0
2021-07-01,286327.0
2021-08-01,317999.0
2021-09-01,708787.0
2021-10-01,690675.0
2021-11-01,771912.0
2021-12-01,826350.0
2022-01-01,935747.0
2022-02-01,1383341.0
2022-03-01,1051954.0
2022-04-01,1084216.0
2022-05-01,1132326.0
2022-06-01,1146026.0
2022-07-01,1202288.0
2022-08-01,830706.0
2022-09-01,957650.0
2022-10-01,1332442.0
2022-11-01,849452.0
2022-12-01,744784.0
2023-01-01,360384.0
2023-02-01,392325.0
2023-03-01,328002.0
2023-04-01,341264.0
2023-05-01,356424.0
2023-06-01,298405.0
2023-07-01,516581.0
2023-08-01,395020.0
2023-09-01,323411.0
2023-10-01,319045.0
2023-11-01,396686.0
2023-12-01,362022.0
2024-01-01,483397.0
2024-02-01,493310.0
2024-03-01,489844.0
2024-04-01,499473.0
2024-05-01,356976.0
2024-06-01,1055857.0
2024-07-01,1392116.0
2024-08-01,829031.0
2024-09-01,1038510.0
2024-10-01,1866091.0
2024-11-01,11366431.0
2024-12-01,39752631.0
2025-01-01,114487030.0
2025-02-01,139123521.0
2025-03-01,90380395.0
2025-04-01,75730448.0
2025-05-01,92288504.0
2025-06-01,94041290.0
2025-07-01,121241773.0
2025-08-01,146043023.0
