Tarih,TP_REZVARPD_K5
2012-10-01,9080.0
2012-11-01,4983.0
2012-12-01,3305.0
2013-01-01,5783.0
2013-02-01,6979.0
2013-03-01,6398.0
2013-04-01,7777.0
2013-05-01,5251.0
2013-06-01,4349.0
2013-07-01,5461.0
2013-08-01,4433.0
2013-09-01,8424.0
2013-10-01,12617.0
2013-11-01,11121.0
2013-12-01,9765.0
2014-01-01,8669.0
2014-02-01,10302.0
2014-03-01,7411.0
2014-04-01,8197.0
2014-05-01,6455.0
2014-06-01,7331.0
2014-07-01,4598.0
2014-08-01,5333.0
2014-09-01,6014.0
2014-10-01,7032.0
2014-11-01,4959.0
2014-12-01,5075.0
2015-01-01,4838.0
2015-02-01,5670.0
2015-03-01,3691.0
2015-04-01,5261.0
2015-05-01,5293.0
2015-06-01,7056.0
2015-07-01,8766.0
2015-08-01,9805.0
2015-09-01,11987.0
2015-10-01,17373.0
2015-11-01,12240.0
2015-12-01,8254.0
2016-01-01,12694.0
2016-02-01,19710.0
2016-03-01,22280.0
2016-04-01,20819.0
2016-05-01,25094.0
2016-06-01,22190.0
2016-07-01,16916.0
2016-08-01,18360.0
2016-09-01,7926.0
2016-10-01,9999.0
2016-11-01,11836.0
2016-12-01,7441.0
2017-01-01,7985.0
2017-02-01,11173.0
2017-03-01,8455.0
2017-04-01,9540.0
2017-05-01,17663.0
2017-06-01,11665.0
2017-07-01,11484.0
2017-08-01,11696.0
2017-09-01,11823.0
2017-10-01,16335.0
2017-11-01,14279.0
2017-12-01,15413.0
2018-01-01,22103.0
2018-02-01,24844.0
2018-03-01,22126.0
2018-04-01,27539.0
2018-05-01,29829.0
2018-06-01,25940.0
2018-07-01,27290.0
2018-08-01,30091.0
2018-09-01,33514.0
2018-10-01,35272.0
2018-11-01,40430.0
2018-12-01,45123.0
2019-01-01,49832.0
2019-02-01,45295.0
2019-03-01,43935.0
2019-04-01,39357.0
2019-05-01,44635.0
2019-06-01,42875.0
2019-07-01,48004.0
2019-08-01,43139.0
2019-09-01,41156.0
2019-10-01,42275.0
2019-11-01,40439.0
2019-12-01,41361.0
2020-01-01,32286.0
2020-02-01,33531.0
2020-03-01,19307.0
2020-04-01,23148.0
2020-05-01,32223.0
2020-06-01,26527.0
2020-07-01,27633.0
2020-08-01,26127.0
2020-09-01,24665.0
2020-10-01,28820.0
2020-11-01,28993.0
2020-12-01,36987.0
2021-01-01,40124.0
2021-02-01,41115.0
2021-03-01,34765.0
2021-04-01,33616.0
2021-05-01,34582.0
2021-06-01,43889.0
2021-07-01,50585.0
2021-08-01,57736.0
2021-09-01,63336.0
2021-10-01,64925.0
2021-11-01,67031.0
2021-12-01,53438.0
2022-01-01,52423.0
2022-02-01,48331.0
2022-03-01,44979.0
2022-04-01,46391.0
2022-05-01,41123.0
2022-06-01,38121.0
2022-07-01,42675.0
2022-08-01,53109.0
2022-09-01,51477.0
2022-10-01,57120.0
2022-11-01,61946.0
2022-12-01,65714.0
2023-01-01,57162.0
2023-02-01,51802.0
2023-03-01,46911.0
2023-04-01,46020.0
2023-05-01,35611.0
2023-06-01,47165.0
2023-07-01,48275.0
2023-08-01,53622.0
2023-09-01,59961.0
2023-10-01,60658.0
2023-11-01,67177.0
2023-12-01,72130.0
2024-01-01,56154.0
2024-02-01,48474.0
2024-03-01,37831.0
2024-04-01,35376.0
2024-05-01,51079.0
2024-06-01,51127.0
2024-07-01,53498.0
2024-08-01,53202.0
2024-09-01,51489.0
2024-10-01,49675.0
2024-11-01,50445.0
2024-12-01,53652.0
2025-01-01,44644.0
2025-02-01,39099.0
2025-03-01,34305.0
2025-04-01,25963.0
2025-05-01,37950.0
2025-06-01,32501.0
2025-07-01,48233.0
2025-08-01,33033.0
2025-09-01,30040.0
