Tarih,TP_REZVARPD_K9
2013-05-01,1446.0
2013-06-01,1453.0
2013-07-01,1464.0
2013-08-01,1470.0
2013-09-01,1481.0
2013-10-01,1508.0
2013-11-01,1499.0
2013-12-01,1504.0
2014-01-01,1484.0
2014-02-01,1489.0
2014-03-01,1492.0
2014-04-01,1498.0
2014-05-01,1488.0
2014-06-01,1492.0
2014-07-01,1484.0
2014-08-01,1468.0
2014-09-01,1437.0
2014-10-01,1430.0
2014-11-01,1416.0
2014-12-01,1399.0
2015-01-01,1361.0
2015-02-01,1366.0
2015-03-01,1337.0
2015-04-01,1350.0
2015-05-01,1343.0
2015-06-01,1355.0
2015-07-01,1347.0
2015-08-01,1360.0
2015-09-01,1357.0
2015-10-01,1351.0
2015-11-01,1328.0
2015-12-01,1340.0
2016-01-01,1335.0
2016-02-01,1342.0
2016-03-01,1359.0
2016-04-01,1366.0
2016-05-01,1354.0
2016-06-01,1348.0
2016-07-01,1344.0
2016-08-01,1349.0
2016-09-01,1351.0
2016-10-01,1327.0
2016-11-01,1307.0
2016-12-01,1298.0
2017-01-01,1309.0
2017-02-01,1307.0
2017-03-01,1314.0
2017-04-01,1323.0
2017-05-01,1333.0
2017-06-01,1344.0
2017-07-01,1358.0
2017-08-01,1358.0
2017-09-01,1363.0
2017-10-01,1356.0
2017-11-01,1368.0
2017-12-01,1375.0
2018-01-01,1403.0
2018-02-01,1402.0
2018-03-01,1403.0
2018-04-01,1389.0
2018-05-01,1365.0
2018-06-01,1356.0
2018-07-01,1355.0
2018-08-01,1352.0
2018-09-01,1353.0
2018-10-01,1336.0
2018-11-01,1336.0
2018-12-01,1343.0
2019-01-01,1349.0
2019-02-01,1349.0
2019-03-01,1342.0
2019-04-01,1335.0
2019-05-01,1330.0
2019-06-01,1342.0
2019-07-01,1328.0
2019-08-01,1323.0
2019-09-01,1316.0
2019-10-01,1329.0
2019-11-01,1325.0
2019-12-01,1335.0
2020-01-01,1329.0
2020-02-01,1322.0
2020-03-01,1339.0
2020-04-01,1333.0
2020-05-01,1335.0
2020-06-01,1347.0
2020-07-01,1375.0
2020-08-01,1385.0
2020-09-01,1374.0
2020-10-01,1384.0
2020-11-01,1395.0
2020-12-01,1412.0
2021-01-01,1406.0
2021-02-01,1413.0
2021-03-01,1385.0
2021-04-01,1405.0
2021-05-01,1410.0
2021-06-01,1394.0
2021-07-01,1394.0
2021-08-01,7729.0
2021-09-01,7694.0
2021-10-01,7690.0
2021-11-01,7606.0
2021-12-01,7705.0
2022-01-01,7663.0
2022-02-01,7682.0
2022-03-01,7623.0
2022-04-01,7390.0
2022-05-01,7455.0
2022-06-01,7342.0
2022-07-01,7265.0
2022-08-01,7165.0
2022-09-01,7018.0
2022-10-01,7115.0
2022-11-01,7237.0
2022-12-01,7333.0
2023-01-01,7445.0
2023-02-01,7305.0
2023-03-01,7411.0
2023-04-01,7444.0
2023-05-01,7327.0
2023-06-01,7352.0
2023-07-01,7394.0
2023-08-01,7309.0
2023-09-01,7221.0
2023-10-01,7225.0
2023-11-01,7366.0
2023-12-01,7409.0
2024-01-01,7328.0
2024-02-01,7310.0
2024-03-01,7299.0
2024-04-01,7262.0
2024-05-01,7295.0
2024-06-01,7254.0
2024-07-01,7310.0
2024-08-01,7440.0
2024-09-01,7469.0
2024-10-01,7338.0
2024-11-01,7254.0
2024-12-01,7203.0
2025-01-01,7208.0
2025-02-01,7247.0
2025-03-01,7316.0
2025-04-01,7491.0
2025-05-01,7471.0
2025-06-01,7579.0
2025-07-01,7514.0
2025-08-01,7551.0
2025-09-01,7559.0
