Tarih,TP_REZVARPD_K3
2012-08-01,81329.0
2012-09-01,87708.0
2012-10-01,88364.0
2012-11-01,92954.0
2012-12-01,94635.0
2013-01-01,96391.0
2013-02-01,94611.0
2013-03-01,96902.0
2013-04-01,103769.0
2013-05-01,101749.0
2013-06-01,99355.0
2013-07-01,96731.0
2013-08-01,101551.0
2013-09-01,97779.0
2013-10-01,96945.0
2013-11-01,100266.0
2013-12-01,98926.0
2014-01-01,92863.0
2014-02-01,93227.0
2014-03-01,95349.0
2014-04-01,97547.0
2014-05-01,100216.0
2014-06-01,100974.0
2014-07-01,103273.0
2014-08-01,104031.0
2014-09-01,101644.0
2014-10-01,101357.0
2014-11-01,104128.0
2014-12-01,98636.0
2015-01-01,102711.0
2015-02-01,100711.0
2015-03-01,95838.0
2015-04-01,95886.0
2015-05-01,94503.0
2015-06-01,92097.0
2015-07-01,91629.0
2015-08-01,90458.0
2015-09-01,87382.0
2015-10-01,80088.0
2015-11-01,85403.0
2015-12-01,83120.0
2016-01-01,78620.0
2016-02-01,71876.0
2016-03-01,70439.0
2016-04-01,73204.0
2016-05-01,69263.0
2016-06-01,77252.0
2016-07-01,79783.0
2016-08-01,82068.0
2016-09-01,88383.0
2016-10-01,88449.0
2016-11-01,84095.0
2016-12-01,81259.0
2017-01-01,78892.0
2017-02-01,77040.0
2017-03-01,77145.0
2017-04-01,72730.0
2017-05-01,65809.0
2017-06-01,75634.0
2017-07-01,71924.0
2017-08-01,75008.0
2017-09-01,76458.0
2017-10-01,76359.0
2017-11-01,75698.0
2017-12-01,66734.0
2018-01-01,64849.0
2018-02-01,61969.0
2018-03-01,59047.0
2018-04-01,56131.0
2018-05-01,50486.0
2018-06-01,46801.0
2018-07-01,47819.0
2018-08-01,37004.0
2018-09-01,31013.0
2018-10-01,27942.0
2018-11-01,27232.0
2018-12-01,24677.0
2019-01-01,22665.0
2019-02-01,30099.0
2019-03-01,27558.0
2019-04-01,28967.0
2019-05-01,26932.0
2019-06-01,26926.0
2019-07-01,24178.0
2019-08-01,28907.0
2019-09-01,30323.0
2019-10-01,31455.0
2019-11-01,33661.0
2019-12-01,33847.0
2020-01-01,38121.0
2020-02-01,39355.0
2020-03-01,36720.0
2020-04-01,23870.0
2020-05-01,17516.0
2020-06-01,16300.0
2020-07-01,14522.0
2020-08-01,9640.0
2020-09-01,8872.0
2020-10-01,8942.0
2020-11-01,9030.0
2020-12-01,8879.0
2021-01-01,8882.0
2021-02-01,8976.0
2021-03-01,8636.0
2021-04-01,8723.0
2021-05-01,8823.0
2021-06-01,8410.0
2021-07-01,8446.0
2021-08-01,8254.0
2021-09-01,8217.0
2021-10-01,8156.0
2021-11-01,8278.0
2021-12-01,8223.0
2022-01-01,7307.0
2022-02-01,7325.0
2022-03-01,7394.0
2022-04-01,6960.0
2022-05-01,7145.0
2022-06-01,7078.0
2022-07-01,7120.0
2022-08-01,7013.0
2022-09-01,6389.0
2022-10-01,6439.0
2022-11-01,6534.0
2022-12-01,6413.0
2023-01-01,6527.0
2023-02-01,6189.0
2023-03-01,5568.0
2023-04-01,5855.0
2023-05-01,3352.0
2023-06-01,3308.0
2023-07-01,3435.0
2023-08-01,3381.0
2023-09-01,3364.0
2023-10-01,3363.0
2023-11-01,3461.0
2023-12-01,3559.0
2024-01-01,10730.0
2024-02-01,11592.0
2024-03-01,11599.0
2024-04-01,11489.0
2024-05-01,11672.0
2024-06-01,12551.0
2024-07-01,16290.0
2024-08-01,16515.0
2024-09-01,19045.0
2024-10-01,24373.0
2024-11-01,24130.0
2024-12-01,24794.0
2025-01-01,31621.0
2025-02-01,33928.0
2025-03-01,25641.0
2025-04-01,10486.0
2025-05-01,10419.0
2025-06-01,11136.0
2025-07-01,13347.0
2025-08-01,34658.0
2025-09-01,29526.0
