Tarih,TP_DOVVARSB_K6
2011-10-01,-26764.0
2011-11-01,-31778.0
2011-12-01,-31539.0
2012-01-01,-32944.0
2012-02-01,-34016.0
2012-03-01,-34189.0
2012-04-01,-37289.0
2012-05-01,-36358.0
2012-06-01,-39878.0
2012-07-01,-45470.0
2012-08-01,-51762.0
2012-09-01,-53935.0
2012-10-01,-57806.0
2012-11-01,-59649.0
2012-12-01,-59902.0
2013-01-01,-64663.0
2013-02-01,-64623.0
2013-03-01,-67561.0
2013-04-01,-71846.0
2013-05-01,-68232.0
2013-06-01,-64025.0
2013-07-01,-67113.0
2013-08-01,-72684.0
2013-09-01,-73207.0
2013-10-01,-76673.0
2013-11-01,-75307.0
2013-12-01,-76326.0
2014-01-01,-74097.0
2014-02-01,-78000.0
2014-03-01,-76752.0
2014-04-01,-81270.0
2014-05-01,-81780.0
2014-06-01,-82318.0
2014-07-01,-81859.0
2014-08-01,-82773.0
2014-09-01,-81116.0
2014-10-01,-79839.0
2014-11-01,-80795.0
2014-12-01,-75851.0
2015-01-01,-78511.0
2015-02-01,-77077.0
2015-03-01,-76153.0
2015-04-01,-75592.0
2015-05-01,-74568.0
2015-06-01,-74343.0
2015-07-01,-75879.0
2015-08-01,-76317.0
2015-09-01,-73955.0
2015-10-01,-74741.0
2015-11-01,-73942.0
2015-12-01,-71812.0
2016-01-01,-70753.0
2016-02-01,-72859.0
2016-03-01,-73830.0
2016-04-01,-74488.0
2016-05-01,-72416.0
2016-06-01,-74538.0
2016-07-01,-71815.0
2016-08-01,-69672.0
2016-09-01,-66528.0
2016-10-01,-61905.0
2016-11-01,-56165.0
2016-12-01,-52967.0
2017-01-01,-53508.0
2017-02-01,-55598.0
2017-03-01,-57477.0
2017-04-01,-58101.0
2017-05-01,-60480.0
2017-06-01,-61455.0
2017-07-01,-61964.0
2017-08-01,-62814.0
2017-09-01,-62611.0
2017-10-01,-64435.0
2017-11-01,-64892.0
2017-12-01,-60055.0
2018-01-01,-65228.0
2018-02-01,-65175.0
2018-03-01,-65095.0
2018-04-01,-63422.0
2018-05-01,-60806.0
2018-06-01,-56887.0
2018-07-01,-55890.0
2018-08-01,-34702.0
2018-09-01,-27686.0
2018-10-01,-26162.0
2018-11-01,-29659.0
2018-12-01,-30184.0
2019-01-01,-31404.0
2019-02-01,-30045.0
2019-03-01,-29405.0
2019-04-01,-29404.0
2019-05-01,-33363.0
2019-06-01,-34417.0
2019-07-01,-34227.0
2019-08-01,-34286.0
2019-09-01,-33281.0
2019-10-01,-34682.0
2019-11-01,-33473.0
2019-12-01,-32690.0
2020-01-01,-33971.0
2020-02-01,-34799.0
2020-03-01,-29604.0
2020-04-01,-27198.0
2020-05-01,-24560.0
2020-06-01,-24769.0
2020-07-01,-30860.0
2020-08-01,-28198.0
2020-09-01,-36685.0
2020-10-01,-35428.0
2020-11-01,-37167.0
2020-12-01,-43500.0
2021-01-01,-45170.0
2021-02-01,-46194.0
2021-03-01,-43956.0
2021-04-01,-43691.0
2021-05-01,-44067.0
2021-06-01,-43024.0
2021-07-01,-44073.0
2021-08-01,-47389.0
2021-09-01,-47866.0
2021-10-01,-51258.0
2021-11-01,-54171.0
2021-12-01,-53067.0
2022-01-01,-52785.0
2022-02-01,-51761.0
2022-03-01,-49768.0
2022-04-01,-49714.0
2022-05-01,-50774.0
2022-06-01,-52687.0
2022-07-01,-51744.0
2022-08-01,-51453.0
2022-09-01,-52204.0
2022-10-01,-52634.0
2022-11-01,-51712.0
2022-12-01,-50441.0
2023-01-01,-51234.0
2023-02-01,-48494.0
2023-03-01,-48164.0
2023-04-01,-47667.0
2023-05-01,-47119.0
2023-06-01,-46039.0
2023-07-01,-41870.0
2023-08-01,-41670.0
2023-09-01,-45463.0
2023-10-01,-45576.0
2023-11-01,-47954.0
2023-12-01,-47555.0
2024-01-01,-47462.0
2024-02-01,-47511.0
2024-03-01,-49288.0
2024-04-01,-49294.0
2024-05-01,-47356.0
2024-06-01,-45158.0
2024-07-01,-44293.0
2024-08-01,-45405.0
2024-09-01,-46716.0
2024-10-01,-45547.0
2024-11-01,-44888.0
2024-12-01,-44055.0
2025-01-01,-45048.0
2025-02-01,-45925.0
2025-03-01,-48277.0
2025-04-01,-51859.0
2025-05-01,-56765.0
2025-06-01,-56524.0
2025-07-01,-55873.0
2025-08-01,-57049.0
2025-09-01,-59308.0
