Tarih,TP_DOVVARSB_K2
2011-09-01,-989.0
2011-10-01,-972.0
2011-11-01,-933.0
2011-12-01,-922.0
2012-01-01,-933.0
2012-02-01,-940.0
2012-03-01,-938.0
2012-04-01,-945.0
2012-05-01,-910.0
2012-06-01,-907.0
2012-07-01,-901.0
2012-08-01,-911.0
2012-09-01,-922.0
2012-10-01,-941.0
2012-11-01,-955.0
2012-12-01,-953.0
2013-01-01,-965.0
2013-02-01,-947.0
2013-03-01,-952.0
2013-04-01,-963.0
2013-05-01,-975.0
2013-06-01,-997.0
2013-07-01,-1004.0
2013-08-01,-997.0
2013-09-01,-990.0
2013-10-01,-1007.0
2013-11-01,-1006.0
2013-12-01,-1014.0
2014-01-01,-1015.0
2014-02-01,-1019.0
2014-03-01,-1057.0
2014-04-01,-1091.0
2014-05-01,-1097.0
2014-06-01,-1114.0
2014-07-01,-1118.0
2014-08-01,-1117.0
2014-09-01,-1096.0
2014-10-01,-1084.0
2014-11-01,-1085.0
2014-12-01,-1106.0
2015-01-01,-1081.0
2015-02-01,-1098.0
2015-03-01,-1056.0
2015-04-01,-1057.0
2015-05-01,-1022.0
2015-06-01,-1057.0
2015-07-01,-1068.0
2015-08-01,-1102.0
2015-09-01,-1073.0
2015-10-01,-1055.0
2015-11-01,-1013.0
2015-12-01,-1059.0
2016-01-01,-1095.0
2016-02-01,-1130.0
2016-03-01,-1123.0
2016-04-01,-1131.0
2016-05-01,-1129.0
2016-06-01,-1164.0
2016-07-01,-967.0
2016-08-01,-1175.0
2016-09-01,-1177.0
2016-10-01,-1168.0
2016-11-01,-1181.0
2016-12-01,-1240.0
2017-01-01,-1242.0
2017-02-01,-1245.0
2017-03-01,-1252.0
2017-04-01,-1290.0
2017-05-01,-1338.0
2017-06-01,-1424.0
2017-07-01,-1450.0
2017-08-01,-1483.0
2017-09-01,-1461.0
2017-10-01,-1458.0
2017-11-01,-1489.0
2017-12-01,-1556.0
2018-01-01,-1623.0
2018-02-01,-1641.0
2018-03-01,-1657.0
2018-04-01,-1613.0
2018-05-01,-1590.0
2018-06-01,-1628.0
2018-07-01,-1669.0
2018-08-01,-1689.0
2018-09-01,-1589.0
2018-10-01,-1703.0
2018-11-01,-1709.0
2018-12-01,-1734.0
2019-01-01,-1770.0
2019-02-01,-1780.0
2019-03-01,-1774.0
2019-04-01,-1796.0
2019-05-01,-1827.0
2019-06-01,-1901.0
2019-07-01,-1876.0
2019-08-01,-1876.0
2019-09-01,-1854.0
2019-10-01,-1880.0
2019-11-01,-1865.0
2019-12-01,-1958.0
2020-01-01,-1934.0
2020-02-01,-1940.0
2020-03-01,-3052.0
2020-04-01,-3026.0
2020-05-01,-3082.0
2020-06-01,-3146.0
2020-07-01,-3214.0
2020-08-01,-3253.0
2020-09-01,-3180.0
2020-10-01,-3174.0
2020-11-01,-3222.0
2020-12-01,-3263.0
2021-01-01,-3206.0
2021-02-01,-3201.0
2021-03-01,-1918.0
2021-04-01,-2018.0
2021-05-01,-1918.0
2021-06-01,-2013.0
2021-07-01,-1983.0
2021-08-01,-1955.0
2021-09-01,-1960.0
2021-10-01,-1984.0
2021-11-01,-1971.0
2021-12-01,-1983.0
2022-01-01,-1961.0
2022-02-01,-1960.0
2022-03-01,-3340.0
2022-04-01,-3206.0
2022-05-01,-3231.0
2022-06-01,-3372.0
2022-07-01,-3308.0
2022-08-01,-3267.0
2022-09-01,-3607.0
2022-10-01,-3833.0
2022-11-01,-3941.0
2022-12-01,-4008.0
2023-01-01,-3465.0
2023-02-01,-3554.0
2023-03-01,-2385.0
2023-04-01,-2763.0
2023-05-01,-2826.0
2023-06-01,-2833.0
2023-07-01,-3116.0
2023-08-01,-2641.0
2023-09-01,-2651.0
2023-10-01,-2659.0
2023-11-01,-2734.0
2023-12-01,-2741.0
2024-01-01,-2695.0
2024-02-01,-2840.0
2024-03-01,-3659.0
2024-04-01,-3445.0
2024-05-01,-3515.0
2024-06-01,-4417.0
2024-07-01,-4401.0
2024-08-01,-4358.0
2024-09-01,-4288.0
2024-10-01,-4056.0
2024-11-01,-4261.0
2024-12-01,-4161.0
2025-01-01,-4164.0
2025-02-01,-4103.0
2025-03-01,-3306.0
2025-04-01,-3542.0
2025-05-01,-3542.0
2025-06-01,-2460.0
2025-07-01,-2444.0
2025-08-01,-2337.0
2025-09-01,-2351.0
