Tarih,TP_DOVVARSB_K1
2011-09-01,-24467.0
2011-10-01,-27736.0
2011-11-01,-32711.0
2011-12-01,-32461.0
2012-01-01,-33877.0
2012-02-01,-34956.0
2012-03-01,-35127.0
2012-04-01,-38234.0
2012-05-01,-37268.0
2012-06-01,-40785.0
2012-07-01,-46371.0
2012-08-01,-52673.0
2012-09-01,-54857.0
2012-10-01,-58747.0
2012-11-01,-60604.0
2012-12-01,-60855.0
2013-01-01,-65628.0
2013-02-01,-65570.0
2013-03-01,-68513.0
2013-04-01,-72809.0
2013-05-01,-69207.0
2013-06-01,-65022.0
2013-07-01,-68117.0
2013-08-01,-73681.0
2013-09-01,-74197.0
2013-10-01,-77680.0
2013-11-01,-76313.0
2013-12-01,-77340.0
2014-01-01,-75112.0
2014-02-01,-79019.0
2014-03-01,-77809.0
2014-04-01,-82361.0
2014-05-01,-82877.0
2014-06-01,-83432.0
2014-07-01,-82977.0
2014-08-01,-83890.0
2014-09-01,-82212.0
2014-10-01,-80923.0
2014-11-01,-81880.0
2014-12-01,-76957.0
2015-01-01,-79592.0
2015-02-01,-78175.0
2015-03-01,-77209.0
2015-04-01,-76649.0
2015-05-01,-75591.0
2015-06-01,-75400.0
2015-07-01,-76947.0
2015-08-01,-77419.0
2015-09-01,-75028.0
2015-10-01,-75796.0
2015-11-01,-74955.0
2015-12-01,-72871.0
2016-01-01,-71848.0
2016-02-01,-73989.0
2016-03-01,-74953.0
2016-04-01,-75619.0
2016-05-01,-73545.0
2016-06-01,-75702.0
2016-07-01,-72782.0
2016-08-01,-70847.0
2016-09-01,-67705.0
2016-10-01,-63073.0
2016-11-01,-57346.0
2016-12-01,-54207.0
2017-01-01,-54750.0
2017-02-01,-56843.0
2017-03-01,-58729.0
2017-04-01,-59391.0
2017-05-01,-61818.0
2017-06-01,-62879.0
2017-07-01,-63414.0
2017-08-01,-64297.0
2017-09-01,-64072.0
2017-10-01,-65893.0
2017-11-01,-66381.0
2017-12-01,-61611.0
2018-01-01,-66851.0
2018-02-01,-66816.0
2018-03-01,-66752.0
2018-04-01,-65035.0
2018-05-01,-62396.0
2018-06-01,-58515.0
2018-07-01,-57559.0
2018-08-01,-36391.0
2018-09-01,-29275.0
2018-10-01,-27865.0
2018-11-01,-31368.0
2018-12-01,-31918.0
2019-01-01,-33174.0
2019-02-01,-31825.0
2019-03-01,-31179.0
2019-04-01,-31200.0
2019-05-01,-35190.0
2019-06-01,-36318.0
2019-07-01,-36103.0
2019-08-01,-36162.0
2019-09-01,-35135.0
2019-10-01,-36562.0
2019-11-01,-35338.0
2019-12-01,-34648.0
2020-01-01,-35905.0
2020-02-01,-36739.0
2020-03-01,-32656.0
2020-04-01,-30224.0
2020-05-01,-27642.0
2020-06-01,-27915.0
2020-07-01,-34074.0
2020-08-01,-31451.0
2020-09-01,-39865.0
2020-10-01,-38602.0
2020-11-01,-40389.0
2020-12-01,-46763.0
2021-01-01,-48376.0
2021-02-01,-49395.0
2021-03-01,-45874.0
2021-04-01,-45709.0
2021-05-01,-45985.0
2021-06-01,-45037.0
2021-07-01,-46056.0
2021-08-01,-49344.0
2021-09-01,-49826.0
2021-10-01,-53242.0
2021-11-01,-56142.0
2021-12-01,-55050.0
2022-01-01,-54746.0
2022-02-01,-53721.0
2022-03-01,-53108.0
2022-04-01,-52920.0
2022-05-01,-54005.0
2022-06-01,-56059.0
2022-07-01,-55052.0
2022-08-01,-54720.0
2022-09-01,-55811.0
2022-10-01,-56467.0
2022-11-01,-55653.0
2022-12-01,-54449.0
2023-01-01,-54699.0
2023-02-01,-52048.0
2023-03-01,-50549.0
2023-04-01,-50430.0
2023-05-01,-49945.0
2023-06-01,-48872.0
2023-07-01,-44986.0
2023-08-01,-44311.0
2023-09-01,-48114.0
2023-10-01,-48235.0
2023-11-01,-50688.0
2023-12-01,-50296.0
2024-01-01,-50157.0
2024-02-01,-50351.0
2024-03-01,-52947.0
2024-04-01,-52739.0
2024-05-01,-50871.0
2024-06-01,-49575.0
2024-07-01,-48694.0
2024-08-01,-49763.0
2024-09-01,-51004.0
2024-10-01,-49603.0
2024-11-01,-49149.0
2024-12-01,-48216.0
2025-01-01,-49212.0
2025-02-01,-50028.0
2025-03-01,-51583.0
2025-04-01,-55401.0
2025-05-01,-60307.0
2025-06-01,-58984.0
2025-07-01,-58317.0
2025-08-01,-59386.0
2025-09-01,-61659.0
