Tarih,TP_REZVARPD_K10
2012-09-01,17289.0
2012-10-01,17675.0
2012-11-01,18200.0
2012-12-01,19235.0
2013-01-01,19860.0
2013-02-01,19204.0
2013-03-01,21037.0
2013-04-01,20197.0
2013-05-01,20076.0
2013-06-01,16999.0
2013-07-01,19736.0
2013-08-01,22045.0
2013-09-01,20981.0
2013-10-01,21501.0
2013-11-01,20335.0
2013-12-01,20077.0
2014-01-01,19616.0
2014-02-01,21243.0
2014-03-01,20099.0
2014-04-01,20616.0
2014-05-01,20251.0
2014-06-01,21670.0
2014-07-01,21098.0
2014-08-01,21151.0
2014-09-01,20431.0
2014-10-01,19578.0
2014-11-01,20282.0
2014-12-01,20401.0
2015-01-01,20889.0
2015-02-01,19844.0
2015-03-01,19514.0
2015-04-01,19416.0
2015-05-01,19323.0
2015-06-01,18851.0
2015-07-01,18107.0
2015-08-01,18810.0
2015-09-01,18142.0
2015-10-01,18440.0
2015-11-01,17352.0
2015-12-01,17606.0
2016-01-01,18479.0
2016-02-01,19029.0
2016-03-01,18872.0
2016-04-01,19833.0
2016-05-01,18076.0
2016-06-01,20116.0
2016-07-01,19791.0
2016-08-01,19215.0
2016-09-01,18838.0
2016-10-01,17405.0
2016-11-01,15076.0
2016-12-01,14051.0
2017-01-01,15933.0
2017-02-01,16648.0
2017-03-01,17102.0
2017-04-01,17748.0
2017-05-01,18005.0
2017-06-01,18512.0
2017-07-01,19671.0
2017-08-01,20507.0
2017-09-01,20441.0
2017-10-01,21589.0
2017-11-01,22685.0
2017-12-01,23537.0
2018-01-01,25286.0
2018-02-01,25084.0
2018-03-01,25345.0
2018-04-01,25104.0
2018-05-01,24513.0
2018-06-01,22836.0
2018-07-01,22264.0
2018-08-01,18435.0
2018-09-01,17667.0
2018-10-01,18499.0
2018-11-01,19304.0
2018-12-01,20130.0
2019-01-01,20416.0
2019-02-01,20984.0
2019-03-01,20834.0
2019-04-01,20518.0
2019-05-01,20517.0
2019-06-01,22852.0
2019-07-01,23494.0
2019-08-01,25709.0
2019-09-01,25871.0
2019-10-01,26561.0
2019-11-01,26475.0
2019-12-01,27087.0
2020-01-01,27520.0
2020-02-01,30411.0
2020-03-01,31408.0
2020-04-01,34786.0
2020-05-01,36667.0
2020-06-01,39068.0
2020-07-01,43572.0
2020-08-01,43439.0
2020-09-01,41821.0
2020-10-01,42147.0
2020-11-01,40002.0
2020-12-01,43553.0
2021-01-01,42169.0
2021-02-01,40719.0
2021-03-01,38948.0
2021-04-01,40936.0
2021-05-01,43945.0
2021-06-01,40530.0
2021-07-01,41592.0
2021-08-01,40592.0
2021-09-01,38519.0
2021-10-01,39679.0
2021-11-01,39297.0
2021-12-01,38488.0
2022-01-01,38595.0
2022-02-01,41703.0
2022-03-01,41994.0
2022-04-01,41467.0
2022-05-01,41879.0
2022-06-01,41143.0
2022-07-01,40163.0
2022-08-01,40185.0
2022-09-01,38996.0
2022-10-01,39072.0
2022-11-01,43000.0
2022-12-01,45846.0
2023-01-01,50579.0
2023-02-01,48661.0
2023-03-01,52176.0
2023-04-01,46413.0
2023-05-01,41332.0
2023-06-01,41432.0
2023-07-01,41427.0
2023-08-01,41785.0
2023-09-01,40629.0
2023-10-01,44282.0
2023-11-01,46313.0
2023-12-01,48164.0
2024-01-01,48378.0
2024-02-01,49430.0
2024-03-01,54378.0
2024-04-01,58194.0
2024-05-01,59740.0
2024-06-01,58077.0
2024-07-01,57153.0
2024-08-01,60043.0
2024-09-01,63360.0
2024-10-01,67375.0
2024-11-01,64920.0
2024-12-01,64283.0
2025-01-01,68664.0
2025-02-01,70659.0
2025-03-01,75902.0
2025-04-01,81471.0
2025-05-01,83164.0
2025-06-01,83093.0
2025-07-01,84319.0
2025-08-01,87326.0
2025-09-01,97765.0
