Tarih,TP_REZVARPD_K11
2013-09-01,15.762
2013-10-01,16.18
2013-11-01,16.279
2013-12-01,16.71
2014-01-01,15.708
2014-02-01,16.007
2014-03-01,15.546
2014-04-01,15.979
2014-05-01,15.979
2014-06-01,16.491
2014-07-01,16.354
2014-08-01,16.45
2014-09-01,16.839
2014-10-01,16.751
2014-11-01,17.135
2014-12-01,17.011
2015-01-01,16.554
2015-02-01,16.407
2015-03-01,16.493
2015-04-01,16.285
2015-05-01,16.225
2015-06-01,16.071
2015-07-01,16.624
2015-08-01,16.643
2015-09-01,16.223
2015-10-01,16.104
2015-11-01,16.389
2015-12-01,16.574
2016-01-01,16.612
2016-02-01,15.414
2016-03-01,15.277
2016-04-01,15.494
2016-05-01,14.922
2016-06-01,15.252
2016-07-01,14.799
2016-08-01,14.647
2016-09-01,14.215
2016-10-01,13.671
2016-11-01,12.747
2016-12-01,12.123
2017-01-01,13.213
2017-02-01,13.279
2017-03-01,13.755
2017-04-01,14.019
2017-05-01,14.233
2017-06-01,14.896
2017-07-01,15.526
2017-08-01,15.706
2017-09-01,15.907
2017-10-01,16.969
2017-11-01,17.655
2017-12-01,18.154
2018-01-01,18.811
2018-02-01,19.017
2018-03-01,19.145
2018-04-01,19.094
2018-05-01,18.792
2018-06-01,18.261
2018-07-01,18.248
2018-08-01,15.303
2018-09-01,14.904
2018-10-01,15.163
2018-11-01,15.74
2018-12-01,15.707
2019-01-01,15.55
2019-02-01,15.819
2019-03-01,15.942
2019-04-01,16.003
2019-05-01,16.073
2019-06-01,16.297
2019-07-01,16.447
2019-08-01,16.675
2019-09-01,17.291
2019-10-01,17.824
2019-11-01,18.164
2019-12-01,17.786
2020-01-01,17.413
2020-02-01,18.469
2020-03-01,19.334
2020-04-01,20.39
2020-05-01,21.277
2020-06-01,22.087
2020-07-01,22.295
2020-08-01,22.21
2020-09-01,22.217
2020-10-01,22.456
2020-11-01,22.124
2020-12-01,23.031
2021-01-01,22.922
2021-02-01,22.721
2021-03-01,22.955
2021-04-01,23.067
2021-05-01,23.221
2021-06-01,22.903
2021-07-01,22.86
2021-08-01,22.608
2021-09-01,22.116
2021-10-01,22.243
2021-11-01,21.892
2021-12-01,21.146
2022-01-01,21.559
2022-02-01,21.809
2022-03-01,21.897
2022-04-01,21.94
2022-05-01,22.549
2022-06-01,22.708
2022-07-01,22.995
2022-08-01,23.175
2022-09-01,23.683
2022-10-01,23.691
2022-11-01,24.497
2022-12-01,25.297
2023-01-01,26.251
2023-02-01,26.899
2023-03-01,26.367
2023-04-01,23.409
2023-05-01,21.098
2023-06-01,21.535
2023-07-01,21.184
2023-08-01,21.492
2023-09-01,21.708
2023-10-01,22.167
2023-11-01,22.726
2023-12-01,23.354
2024-01-01,23.739
2024-02-01,24.316
2024-03-01,24.639
2024-04-01,25.14
2024-05-01,25.498
2024-06-01,24.951
2024-07-01,23.621
2024-08-01,23.855
2024-09-01,23.908
2024-10-01,24.241
2024-11-01,24.367
2024-12-01,24.497
2025-01-01,24.597
2025-02-01,24.694
2025-03-01,24.721
2025-04-01,24.806
2025-05-01,25.251
2025-06-01,25.354
2025-07-01,25.499
2025-08-01,25.628
2025-09-01,25.683
