Tarih,TP_AB_B4
2017-10-01,117784.0
2017-11-01,115020.0
2017-12-01,107730.0
2018-01-01,115297.0
2018-02-01,114555.0
2018-03-01,110288.0
2018-04-01,111966.0
2018-05-01,107306.0
2018-06-01,98385.0
2018-07-01,100724.0
2018-08-01,88888.0
2018-09-01,84714.0
2018-10-01,86183.0
2018-11-01,91017.0
2018-12-01,93028.0
2019-01-01,96781.0
2019-02-01,100113.0
2019-03-01,96267.0
2019-04-01,92758.0
2019-05-01,95613.0
2019-06-01,96326.0
2019-07-01,99351.0
2019-08-01,101550.0
2019-09-01,101113.0
2019-10-01,104593.0
2019-11-01,104810.0
2019-12-01,105696.0
2020-01-01,102467.0
2020-02-01,107724.0
2020-03-01,92145.0
2020-04-01,86343.0
2020-05-01,90914.0
2020-06-01,86345.0
2020-07-01,90254.0
2020-08-01,83750.0
2020-09-01,79680.0
2020-10-01,84526.0
2020-11-01,82694.0
2020-12-01,93589.0
2021-01-01,95675.0
2021-02-01,95309.0
2021-03-01,86689.0
2021-04-01,87969.0
2021-05-01,92033.0
2021-06-01,97692.0
2021-07-01,105760.0
2021-08-01,117756.0
2021-09-01,121256.0
2021-10-01,123926.0
2021-11-01,125587.0
2021-12-01,111181.0
2022-01-01,109717.0
2022-02-01,110503.0
2022-03-01,105918.0
2022-04-01,106858.0
2022-05-01,101692.0
2022-06-01,98343.0
2022-07-01,101257.0
2022-08-01,111222.0
2022-09-01,107042.0
2022-10-01,113476.0
2022-11-01,122357.0
2022-12-01,128736.0
2023-01-01,125340.0
2023-02-01,117406.0
2023-03-01,122416.0
2023-04-01,114877.0
2023-05-01,97080.0
2023-06-01,108580.0
2023-07-01,111623.0
2023-08-01,116647.0
2023-09-01,122196.0
2023-10-01,126185.0
2023-11-01,136680.0
2023-12-01,140884.0
2024-01-01,133858.0
2024-02-01,128490.0
2024-03-01,123119.0
2024-04-01,124290.0
2024-05-01,143648.0
2024-06-01,142910.0
2024-07-01,147850.0
2024-08-01,149373.0
2024-09-01,152067.0
2024-10-01,159821.0
2024-11-01,157738.0
2024-12-01,155156.0
2025-01-01,165974.0
2025-02-01,165417.0
2025-03-01,156511.0
2025-04-01,138140.0
2025-05-01,153190.0
2025-06-01,149897.0
2025-07-01,169208.0
