Tarih,TP_AB_B2
2016-01-01,92878.0
2016-02-01,93740.0
2016-03-01,95718.0
2016-04-01,96199.0
2016-05-01,98037.2
2016-06-01,101683.9
2016-07-01,99882.8
2016-08-01,103742.7
2016-09-01,99006.0
2016-10-01,100981.9
2016-11-01,99270.2
2016-12-01,92060.0
2017-01-01,90519.0
2017-02-01,90929.5
2017-03-01,88595.3
2017-04-01,84963.0
2017-05-01,87442.0
2017-06-01,90193.0
2017-07-01,87976.3
2017-08-01,91492.8
2017-09-01,91499.2
2017-10-01,96195.0
2017-11-01,92335.0
2017-12-01,84193.0
2018-01-01,90011.0
2018-02-01,89471.0
2018-03-01,84943.0
2018-04-01,86862.0
2018-05-01,82793.0
2018-06-01,75549.0
2018-07-01,78460.0
2018-08-01,70453.0
2018-09-01,67047.0
2018-10-01,67684.0
2018-11-01,71713.0
2018-12-01,72898.0
2019-01-01,76365.0
2019-02-01,79129.0
2019-03-01,75433.0
2019-04-01,72240.0
2019-05-01,75096.0
2019-06-01,73474.0
2019-07-01,75857.0
2019-08-01,75841.0
2019-09-01,75242.0
2019-10-01,78032.0
2019-11-01,78335.0
2019-12-01,78609.0
2020-01-01,74947.0
2020-02-01,77313.0
2020-03-01,60737.0
2020-04-01,51557.0
2020-05-01,54247.0
2020-06-01,47277.0
2020-07-01,46682.0
2020-08-01,40311.0
2020-09-01,37859.0
2020-10-01,42379.0
2020-11-01,42692.0
2020-12-01,50036.0
2021-01-01,53506.0
2021-02-01,54590.0
2021-03-01,47741.0
2021-04-01,47033.0
2021-05-01,48088.0
2021-06-01,57162.0
2021-07-01,64168.0
2021-08-01,77164.0
2021-09-01,82737.0
2021-10-01,84247.0
2021-11-01,86290.0
2021-12-01,72693.0
2022-01-01,71122.0
2022-02-01,68800.0
2022-03-01,63924.0
2022-04-01,65391.0
2022-05-01,59813.0
2022-06-01,57200.0
2022-07-01,61094.0
2022-08-01,71037.0
2022-09-01,68046.0
2022-10-01,74404.0
2022-11-01,79357.0
2022-12-01,82890.0
2023-01-01,74761.0
2023-02-01,68745.0
2023-03-01,70240.0
2023-04-01,68464.0
2023-05-01,55748.0
2023-06-01,67148.0
2023-07-01,70196.0
2023-08-01,74862.0
2023-09-01,81567.0
2023-10-01,81903.0
2023-11-01,90367.0
2023-12-01,92720.0
2024-01-01,85480.0
2024-02-01,79060.0
2024-03-01,68741.0
2024-04-01,66096.0
2024-05-01,83908.0
2024-06-01,84833.0
2024-07-01,90697.0
2024-08-01,89330.0
2024-09-01,88707.0
2024-10-01,92446.0
2024-11-01,92818.0
2024-12-01,90873.0
2025-01-01,97310.0
2025-02-01,94758.0
2025-03-01,80609.0
2025-04-01,56669.0
2025-05-01,70026.0
2025-06-01,66804.0
2025-07-01,84889.0
