Tarih,TP_YSSK_A1
2013-02-01,9097.0
2013-03-01,8576.0
2013-04-01,8261.0
2013-05-01,7787.0
2013-06-01,7362.0
2013-07-01,7099.0
2013-08-01,6597.0
2013-09-01,6342.0
2013-10-01,5857.0
2013-11-01,5492.0
2013-12-01,5187.0
2014-01-01,4876.0
2014-02-01,4830.0
2014-03-01,5038.0
2014-04-01,5214.0
2014-05-01,4750.0
2014-06-01,4649.0
2014-07-01,4583.0
2014-08-01,4452.0
2014-09-01,4237.0
2014-10-01,4270.0
2014-11-01,3913.0
2014-12-01,3831.0
2015-01-01,3618.0
2015-02-01,3491.0
2015-03-01,3171.0
2015-04-01,3154.0
2015-05-01,3020.0
2015-06-01,2986.0
2015-07-01,2778.0
2015-08-01,2876.0
2015-09-01,2925.0
2015-10-01,2858.0
2015-11-01,2691.0
2015-12-01,2769.0
2016-01-01,2764.0
2016-02-01,2689.0
2016-03-01,2777.0
2016-04-01,2796.0
2016-05-01,2603.0
2016-06-01,2586.0
2016-07-01,2546.0
2016-08-01,2519.0
2016-09-01,2373.0
2016-10-01,2337.0
2016-11-01,2287.0
2016-12-01,2086.0
2017-01-01,1996.0
2017-02-01,1983.0
2017-03-01,1913.0
2017-04-01,1897.0
2017-05-01,1926.0
2017-06-01,1898.0
2017-07-01,1790.0
2017-08-01,1893.0
2017-09-01,1770.0
2017-10-01,1822.0
2017-11-01,1764.0
2017-12-01,2023.0
2018-01-01,2137.0
2018-02-01,2139.0
2018-03-01,2260.0
2018-04-01,2353.0
2018-05-01,2273.0
2018-06-01,2259.0
2018-07-01,2168.0
2018-08-01,2000.0
2018-09-01,2069.0
2018-10-01,2055.0
2018-11-01,2086.0
2018-12-01,2100.0
2019-01-01,2116.0
2019-02-01,2060.0
2019-03-01,2205.0
2019-04-01,2076.0
2019-05-01,2024.0
2019-06-01,2041.0
2019-07-01,2043.0
2019-08-01,2231.0
2019-09-01,2303.0
2019-10-01,2197.0
2019-11-01,2143.0
2019-12-01,1943.0
2020-01-01,1978.0
2020-02-01,1613.0
2020-03-01,1363.0
2020-04-01,1272.0
2020-05-01,1247.0
2020-06-01,1042.0
2020-07-01,1031.0
2020-08-01,954.0
2020-09-01,909.0
2020-10-01,885.0
2020-11-01,770.0
2020-12-01,877.0
2021-01-01,848.0
2021-02-01,735.0
2021-03-01,754.0
2021-04-01,788.0
2021-05-01,841.0
2021-06-01,864.0
2021-07-01,881.0
2021-08-01,909.0
2021-09-01,902.0
2021-10-01,933.0
2021-11-01,891.0
2021-12-01,916.0
2022-01-01,1034.0
2022-02-01,1059.0
2022-03-01,1057.0
2022-04-01,1008.0
2022-05-01,1025.0
2022-06-01,1061.0
2022-07-01,1148.0
2022-08-01,1040.0
2022-09-01,1069.0
2022-10-01,1120.0
2022-11-01,1149.0
2022-12-01,1151.0
2023-01-01,1101.0
2023-02-01,1030.0
2023-03-01,1066.0
2023-04-01,1179.0
2023-05-01,1196.0
2023-06-01,1123.0
2023-07-01,1196.0
2023-08-01,1291.0
2023-09-01,1276.0
2023-10-01,1265.0
2023-11-01,1244.0
2023-12-01,1443.0
2024-01-01,1444.0
2024-02-01,1521.0
2024-03-01,1599.0
2024-04-01,1600.0
2024-05-01,1637.0
2024-06-01,1685.0
2024-07-01,1811.0
2024-08-01,1787.0
2024-09-01,1851.0
2024-10-01,1829.0
2024-11-01,1876.0
2024-12-01,1860.0
2025-01-01,1916.0
2025-02-01,1969.0
2025-03-01,2009.0
2025-04-01,2190.0
2025-05-01,2211.0
2025-06-01,2213.0
2025-07-01,2150.0
2025-08-01,2109.0
