Tarih,TP_YSSK_A3
2013-03-01,4282.0
2013-04-01,4247.0
2013-05-01,4352.0
2013-06-01,4708.0
2013-07-01,5062.0
2013-08-01,5269.0
2013-09-01,5571.0
2013-10-01,5895.0
2013-11-01,6133.0
2013-12-01,6277.0
2014-01-01,6377.0
2014-02-01,6564.0
2014-03-01,6351.0
2014-04-01,6587.0
2014-05-01,6693.0
2014-06-01,6581.0
2014-07-01,6432.0
2014-08-01,6282.0
2014-09-01,6061.0
2014-10-01,6117.0
2014-11-01,6680.0
2014-12-01,6629.0
2015-01-01,6456.0
2015-02-01,6498.0
2015-03-01,6546.0
2015-04-01,6720.0
2015-05-01,6731.0
2015-06-01,6770.0
2015-07-01,6771.0
2015-08-01,6885.0
2015-09-01,6937.0
2015-10-01,6972.0
2015-11-01,6846.0
2015-12-01,6954.0
2016-01-01,6705.0
2016-02-01,6586.0
2016-03-01,6605.0
2016-04-01,6634.0
2016-05-01,6573.0
2016-06-01,6462.0
2016-07-01,6269.0
2016-08-01,6217.0
2016-09-01,6265.0
2016-10-01,6194.0
2016-11-01,6073.0
2016-12-01,5874.0
2017-01-01,5734.0
2017-02-01,5844.0
2017-03-01,5771.0
2017-04-01,6154.0
2017-05-01,6096.0
2017-06-01,5769.0
2017-07-01,5869.0
2017-08-01,6044.0
2017-09-01,5894.0
2017-10-01,5772.0
2017-11-01,5686.0
2017-12-01,5870.0
2018-01-01,5982.0
2018-02-01,6051.0
2018-03-01,6377.0
2018-04-01,6252.0
2018-05-01,6287.0
2018-06-01,6325.0
2018-07-01,6224.0
2018-08-01,6023.0
2018-09-01,6028.0
2018-10-01,6041.0
2018-11-01,6005.0
2018-12-01,6011.0
2019-01-01,5969.0
2019-02-01,5879.0
2019-03-01,5697.0
2019-04-01,5574.0
2019-05-01,5451.0
2019-06-01,5392.0
2019-07-01,5264.0
2019-08-01,5189.0
2019-09-01,5104.0
2019-10-01,5243.0
2019-11-01,5032.0
2019-12-01,4897.0
2020-01-01,4753.0
2020-02-01,4616.0
2020-03-01,4624.0
2020-04-01,4556.0
2020-05-01,4491.0
2020-06-01,4510.0
2020-07-01,4332.0
2020-08-01,4315.0
2020-09-01,4212.0
2020-10-01,4159.0
2020-11-01,3876.0
2020-12-01,4062.0
2021-01-01,3915.0
2021-02-01,4019.0
2021-03-01,3782.0
2021-04-01,3714.0
2021-05-01,3779.0
2021-06-01,3740.0
2021-07-01,3755.0
2021-08-01,3604.0
2021-09-01,3618.0
2021-10-01,3522.0
2021-11-01,3307.0
2021-12-01,3324.0
2022-01-01,3273.0
2022-02-01,3396.0
2022-03-01,3802.0
2022-04-01,3740.0
2022-05-01,3852.0
2022-06-01,3938.0
2022-07-01,3820.0
2022-08-01,3794.0
2022-09-01,3864.0
2022-10-01,3695.0
2022-11-01,3922.0
2022-12-01,4129.0
2023-01-01,4215.0
2023-02-01,4196.0
2023-03-01,4180.0
2023-04-01,4300.0
2023-05-01,4188.0
2023-06-01,4209.0
2023-07-01,4226.0
2023-08-01,4283.0
2023-09-01,4289.0
2023-10-01,4362.0
2023-11-01,4391.0
2023-12-01,4320.0
2024-01-01,4275.0
2024-02-01,4279.0
2024-03-01,4184.0
2024-04-01,4109.0
2024-05-01,4263.0
2024-06-01,4242.0
2024-07-01,4466.0
2024-08-01,4527.0
2024-09-01,4610.0
2024-10-01,4578.0
2024-11-01,4501.0
2024-12-01,4388.0
2025-01-01,4547.0
2025-02-01,4862.0
2025-03-01,5422.0
2025-04-01,5577.0
2025-05-01,5967.0
2025-06-01,6488.0
2025-07-01,6485.0
2025-08-01,6586.0
