Tarih,TP_YSSK_A4
2013-02-01,2520.0
2013-03-01,2538.0
2013-04-01,2575.0
2013-05-01,2864.0
2013-06-01,2707.0
2013-07-01,2715.0
2013-08-01,2694.0
2013-09-01,2533.0
2013-10-01,2574.0
2013-11-01,2547.0
2013-12-01,2495.0
2014-01-01,2447.0
2014-02-01,2447.0
2014-03-01,2786.0
2014-04-01,2829.0
2014-05-01,2851.0
2014-06-01,2861.0
2014-07-01,2877.0
2014-08-01,2951.0
2014-09-01,2908.0
2014-10-01,2921.0
2014-11-01,2931.0
2014-12-01,3211.0
2015-01-01,3108.0
2015-02-01,3119.0
2015-03-01,3113.0
2015-04-01,3123.0
2015-05-01,3166.0
2015-06-01,3039.0
2015-07-01,2965.0
2015-08-01,2964.0
2015-09-01,2902.0
2015-10-01,2884.0
2015-11-01,2847.0
2015-12-01,2851.0
2016-01-01,2840.0
2016-02-01,2836.0
2016-03-01,3286.0
2016-04-01,3291.0
2016-05-01,3300.0
2016-06-01,3325.0
2016-07-01,3272.0
2016-08-01,3159.0
2016-09-01,3124.0
2016-10-01,3027.0
2016-11-01,3010.0
2016-12-01,2964.0
2017-01-01,3018.0
2017-02-01,3015.0
2017-03-01,3002.0
2017-04-01,2999.0
2017-05-01,3009.0
2017-06-01,2948.0
2017-07-01,2951.0
2017-08-01,2970.0
2017-09-01,2908.0
2017-10-01,2891.0
2017-11-01,2918.0
2017-12-01,3067.0
2018-01-01,3100.0
2018-02-01,3065.0
2018-03-01,2510.0
2018-04-01,2422.0
2018-05-01,2356.0
2018-06-01,2392.0
2018-07-01,2364.0
2018-08-01,2372.0
2018-09-01,2359.0
2018-10-01,2296.0
2018-11-01,2293.0
2018-12-01,2073.0
2019-01-01,2064.0
2019-02-01,2035.0
2019-03-01,1936.0
2019-04-01,1897.0
2019-05-01,1894.0
2019-06-01,1936.0
2019-07-01,1898.0
2019-08-01,1890.0
2019-09-01,1808.0
2019-10-01,1434.0
2019-11-01,1605.0
2019-12-01,1579.0
2020-01-01,1403.0
2020-02-01,1353.0
2020-03-01,1393.0
2020-04-01,1358.0
2020-05-01,1394.0
2020-06-01,1371.0
2020-07-01,1356.0
2020-08-01,1354.0
2020-09-01,1264.0
2020-10-01,1245.0
2020-11-01,1242.0
2020-12-01,1273.0
2021-01-01,1310.0
2021-02-01,1326.0
2021-03-01,1153.0
2021-04-01,1177.0
2021-05-01,1164.0
2021-06-01,1135.0
2021-07-01,1108.0
2021-08-01,1176.0
2021-09-01,1134.0
2021-10-01,1114.0
2021-11-01,1025.0
2021-12-01,1531.0
2022-01-01,1573.0
2022-02-01,1606.0
2022-03-01,1601.0
2022-04-01,1614.0
2022-05-01,1596.0
2022-06-01,1553.0
2022-07-01,1527.0
2022-08-01,1567.0
2022-09-01,1535.0
2022-10-01,1558.0
2022-11-01,1556.0
2022-12-01,1719.0
2023-01-01,1733.0
2023-02-01,1680.0
2023-03-01,1694.0
2023-04-01,1702.0
2023-05-01,1641.0
2023-06-01,1605.0
2023-07-01,1612.0
2023-08-01,1581.0
2023-09-01,1668.0
2023-10-01,1661.0
2023-11-01,1643.0
2023-12-01,1665.0
2024-01-01,1622.0
2024-02-01,1609.0
2024-03-01,1577.0
2024-04-01,1662.0
2024-05-01,1626.0
2024-06-01,1514.0
2024-07-01,1522.0
2024-08-01,1505.0
2024-09-01,1584.0
2024-10-01,1557.0
2024-11-01,1560.0
2024-12-01,1506.0
2025-01-01,1529.0
2025-02-01,1530.0
2025-03-01,1532.0
2025-04-01,1562.0
2025-05-01,1559.0
2025-06-01,1827.0
2025-07-01,1853.0
2025-08-01,1875.0
