Tarih,TP_YSSK_A5
2013-02-01,52090.0
2013-03-01,51704.0
2013-04-01,53397.0
2013-05-01,50815.0
2013-06-01,50800.0
2013-07-01,50746.0
2013-08-01,50693.0
2013-09-01,51424.0
2013-10-01,52045.0
2013-11-01,52023.0
2013-12-01,52412.0
2014-01-01,52192.0
2014-02-01,52409.0
2014-03-01,53240.0
2014-04-01,53565.0
2014-05-01,54044.0
2014-06-01,54033.0
2014-07-01,54287.0
2014-08-01,53704.0
2014-09-01,52152.0
2014-10-01,51811.0
2014-11-01,51929.0
2014-12-01,51618.0
2015-01-01,49963.0
2015-02-01,50314.0
2015-03-01,49275.0
2015-04-01,49850.0
2015-05-01,50623.0
2015-06-01,51541.0
2015-07-01,51870.0
2015-08-01,53113.0
2015-09-01,53878.0
2015-10-01,54222.0
2015-11-01,54576.0
2015-12-01,56010.0
2016-01-01,56329.0
2016-02-01,58005.0
2016-03-01,59827.0
2016-04-01,60633.0
2016-05-01,61054.0
2016-06-01,62783.0
2016-07-01,63013.0
2016-08-01,63926.0
2016-09-01,64515.0
2016-10-01,64130.0
2016-11-01,63272.0
2016-12-01,63164.0
2017-01-01,63745.0
2017-02-01,63615.0
2017-03-01,64110.0
2017-04-01,64315.0
2017-05-01,65455.0
2017-06-01,66189.0
2017-07-01,67420.0
2017-08-01,68467.0
2017-09-01,67867.0
2017-10-01,68048.0
2017-11-01,69029.0
2017-12-01,69200.0
2018-01-01,70611.0
2018-02-01,71760.0
2018-03-01,72062.0
2018-04-01,71315.0
2018-05-01,70770.0
2018-06-01,71124.0
2018-07-01,71704.0
2018-08-01,71916.0
2018-09-01,72308.0
2018-10-01,71503.0
2018-11-01,72289.0
2018-12-01,72160.0
2019-01-01,72161.0
2019-02-01,72158.0
2019-03-01,71974.0
2019-04-01,71915.0
2019-05-01,72092.0
2019-06-01,72068.0
2019-07-01,72013.0
2019-08-01,71936.0
2019-09-01,72240.0
2019-10-01,72671.0
2019-11-01,72342.0
2019-12-01,70852.0
2020-01-01,62109.0
2020-02-01,61722.0
2020-03-01,62030.0
2020-04-01,61428.0
2020-05-01,61939.0
2020-06-01,62187.0
2020-07-01,63273.0
2020-08-01,63115.0
2020-09-01,61799.0
2020-10-01,61788.0
2020-11-01,62114.0
2020-12-01,63000.0
2021-01-01,62833.0
2021-02-01,63269.0
2021-03-01,62543.0
2021-04-01,63368.0
2021-05-01,64712.0
2021-06-01,63561.0
2021-07-01,63309.0
2021-08-01,64151.0
2021-09-01,64043.0
2021-10-01,63759.0
2021-11-01,63046.0
2021-12-01,63277.0
2022-01-01,62813.0
2022-02-01,62902.0
2022-03-01,62706.0
2022-04-01,61157.0
2022-05-01,61437.0
2022-06-01,60216.0
2022-07-01,62277.0
2022-08-01,63672.0
2022-09-01,63110.0
2022-10-01,63754.0
2022-11-01,64093.0
2022-12-01,64728.0
2023-01-01,65450.0
2023-02-01,64506.0
2023-03-01,65461.0
2023-04-01,65732.0
2023-05-01,64381.0
2023-06-01,63565.0
2023-07-01,65262.0
2023-08-01,63269.0
2023-09-01,62581.0
2023-10-01,62045.0
2023-11-01,62816.0
2023-12-01,63276.0
2024-01-01,61692.0
2024-02-01,61692.0
2024-03-01,61823.0
2024-04-01,61435.0
2024-05-01,61479.0
2024-06-01,61416.0
2024-07-01,61661.0
2024-08-01,62853.0
2024-09-01,63319.0
2024-10-01,62298.0
2024-11-01,60319.0
2024-12-01,61026.0
2025-01-01,61329.0
2025-02-01,62554.0
2025-03-01,64352.0
2025-04-01,67411.0
2025-05-01,67551.0
2025-06-01,68960.0
2025-07-01,68154.0
2025-08-01,69616.0
