Tarih,TP_YSSK_A6
2013-02-01,72580.0
2013-03-01,71132.0
2013-04-01,72733.0
2013-05-01,69819.0
2013-06-01,69214.0
2013-07-01,69344.0
2013-08-01,68983.0
2013-09-01,69424.0
2013-10-01,69917.0
2013-11-01,69691.0
2013-12-01,69882.0
2014-01-01,69434.0
2014-02-01,69808.0
2014-03-01,70558.0
2014-04-01,71398.0
2014-05-01,71525.0
2014-06-01,70822.0
2014-07-01,70784.0
2014-08-01,69980.0
2014-09-01,67889.0
2014-10-01,67636.0
2014-11-01,67947.0
2014-12-01,67766.0
2015-01-01,65514.0
2015-02-01,65728.0
2015-03-01,64292.0
2015-04-01,65046.0
2015-05-01,65651.0
2015-06-01,66361.0
2015-07-01,66381.0
2015-08-01,67782.0
2015-09-01,68490.0
2015-10-01,68773.0
2015-11-01,68742.0
2015-12-01,70463.0
2016-01-01,70533.0
2016-02-01,71987.0
2016-03-01,74515.0
2016-04-01,75483.0
2016-05-01,75599.0
2016-06-01,77286.0
2016-07-01,77242.0
2016-08-01,77934.0
2016-09-01,78417.0
2016-10-01,77855.0
2016-11-01,76722.0
2016-12-01,76121.0
2017-01-01,76498.0
2017-02-01,76534.0
2017-03-01,76827.0
2017-04-01,77412.0
2017-05-01,78556.0
2017-06-01,78820.0
2017-07-01,79976.0
2017-08-01,81389.0
2017-09-01,80381.0
2017-10-01,80380.0
2017-11-01,81283.0
2017-12-01,81969.0
2018-01-01,83650.0
2018-02-01,84791.0
2018-03-01,84983.0
2018-04-01,84024.0
2018-05-01,83314.0
2018-06-01,83703.0
2018-07-01,84063.0
2018-08-01,83869.0
2018-09-01,84197.0
2018-10-01,83280.0
2018-11-01,84068.0
2018-12-01,83747.0
2019-01-01,83747.0
2019-02-01,83552.0
2019-03-01,83014.0
2019-04-01,82684.0
2019-05-01,82715.0
2019-06-01,82655.0
2019-07-01,82312.0
2019-08-01,82281.0
2019-09-01,82457.0
2019-10-01,82540.0
2019-11-01,82107.0
2019-12-01,80326.0
2020-01-01,71226.0
2020-02-01,70292.0
2020-03-01,70432.0
2020-04-01,69571.0
2020-05-01,70030.0
2020-06-01,70073.0
2020-07-01,70927.0
2020-08-01,70666.0
2020-09-01,69118.0
2020-10-01,69045.0
2020-11-01,68945.0
2020-12-01,70092.0
2021-01-01,69806.0
2021-02-01,70306.0
2021-03-01,69152.0
2021-04-01,69890.0
2021-05-01,71365.0
2021-06-01,70164.0
2021-07-01,69917.0
2021-08-01,70660.0
2021-09-01,70463.0
2021-10-01,70108.0
2021-11-01,69042.0
2021-12-01,69888.0
2022-01-01,69486.0
2022-02-01,69726.0
2022-03-01,69874.0
2022-04-01,68143.0
2022-05-01,68574.0
2022-06-01,67416.0
2022-07-01,69400.0
2022-08-01,70737.0
2022-09-01,70233.0
2022-10-01,70784.0
2022-11-01,71421.0
2022-12-01,72440.0
2023-01-01,73228.0
2023-02-01,72200.0
2023-03-01,73176.0
2023-04-01,73710.0
2023-05-01,72142.0
2023-06-01,71207.0
2023-07-01,73005.0
2023-08-01,71131.0
2023-09-01,70535.0
2023-10-01,70075.0
2023-11-01,70827.0
2023-12-01,71403.0
2024-01-01,69729.0
2024-02-01,69820.0
2024-03-01,70411.0
2024-04-01,70119.0
2024-05-01,70399.0
2024-06-01,70307.0
2024-07-01,70934.0
2024-08-01,72131.0
2024-09-01,72855.0
2024-10-01,71761.0
2024-11-01,69708.0
2024-12-01,70432.0
2025-01-01,71053.0
2025-02-01,72606.0
2025-03-01,75048.0
2025-04-01,77919.0
2025-05-01,78467.0
2025-06-01,80823.0
2025-07-01,80004.0
2025-08-01,81557.0
