Tarih,TP_TIG04
2014-02-01,2676.0
2014-03-01,2691.0
2014-04-01,2761.0
2014-05-01,2758.0
2014-06-01,2791.0
2014-07-01,2812.0
2014-08-01,2904.0
2014-09-01,2923.0
2014-10-01,3021.0
2014-11-01,3031.0
2014-12-01,3009.0
2015-01-01,3059.0
2015-02-01,3115.0
2015-03-01,3066.0
2015-04-01,3085.0
2015-05-01,2986.0
2015-06-01,3024.0
2015-07-01,2988.0
2015-08-01,2998.0
2015-09-01,3039.0
2015-10-01,3046.0
2015-11-01,3061.0
2015-12-01,3101.0
2016-01-01,3078.0
2016-02-01,3030.0
2016-03-01,3061.0
2016-04-01,3071.0
2016-05-01,3135.0
2016-06-01,3239.0
2016-07-01,3370.0
2016-08-01,3411.0
2016-09-01,3537.0
2016-10-01,3560.0
2016-11-01,3603.0
2016-12-01,3741.0
2017-01-01,3723.0
2017-02-01,3703.0
2017-03-01,3692.0
2017-04-01,3616.0
2017-05-01,3490.0
2017-06-01,3432.0
2017-07-01,3367.0
2017-08-01,3340.0
2017-09-01,3253.0
2017-10-01,3267.0
2017-11-01,3224.0
2017-12-01,3157.0
2018-01-01,3141.0
2018-02-01,3175.0
2018-03-01,3179.0
2018-04-01,3277.0
2018-05-01,3418.0
2018-06-01,3444.0
2018-07-01,3506.0
2018-08-01,3613.0
2018-09-01,3729.0
2018-10-01,3754.0
2018-11-01,3942.0
2018-12-01,4129.0
2019-01-01,4361.0
2019-02-01,4483.0
2019-03-01,4550.0
2019-04-01,4458.0
2019-05-01,4473.0
2019-06-01,4475.0
2019-07-01,4514.0
2019-08-01,4563.0
2019-09-01,4586.0
2019-10-01,4370.0
2019-11-01,4324.0
2019-12-01,4352.0
2020-01-01,4150.0
2020-02-01,4016.0
2020-03-01,3926.0
2020-04-01,3910.0
2020-05-01,4028.0
2020-06-01,4180.0
2020-07-01,4306.0
2020-08-01,4000.0
2020-09-01,3923.0
2020-10-01,4080.0
2020-11-01,4052.0
2020-12-01,3913.0
2021-01-01,3925.0
2021-02-01,4202.0
2021-03-01,4190.0
2021-04-01,4365.0
2021-05-01,4313.0
2021-06-01,3520.0
2021-07-01,3779.0
2021-08-01,3941.0
2021-09-01,3757.0
2021-10-01,3694.0
2021-11-01,3715.0
2021-12-01,3713.0
2022-01-01,3799.0
2022-02-01,3552.0
2022-03-01,3787.0
2022-04-01,3699.0
2022-05-01,3738.0
2022-06-01,3491.0
2022-07-01,3466.0
2022-08-01,3376.0
2022-09-01,3474.0
2022-10-01,3561.0
2022-11-01,3561.0
2022-12-01,3616.0
2023-01-01,3405.0
2023-02-01,3445.0
2023-03-01,3528.0
2023-04-01,3530.0
2023-05-01,3337.0
2023-06-01,3223.0
2023-07-01,3279.0
2023-08-01,3203.0
2023-09-01,3152.0
2023-10-01,2964.0
2023-11-01,3116.0
2023-12-01,3125.0
2024-01-01,3219.0
2024-02-01,3093.0
2024-03-01,3149.0
2024-04-01,3036.0
2024-05-01,3040.0
2024-06-01,3228.0
2024-07-01,3209.0
2024-08-01,3038.0
2024-09-01,3086.0
2024-10-01,3144.0
2024-11-01,3043.0
2024-12-01,3024.0
2025-01-01,3009.0
2025-02-01,2901.0
2025-03-01,2854.0
2025-04-01,3050.0
2025-05-01,2991.0
2025-06-01,3035.0
2025-07-01,2876.0
2025-08-01,3044.0
